wkt_geom	OBJECTID_1	OBJECTID	DTMN11	FR11	SEC11	SS11	BGRI11	LUG11	LUG11DESIG	OBJECTID_12	ANO	GEO_COD	GEO_COD_DSG	NIVEL	NIVEL_DSG	N_EDIFICIOS_CLASSICOS	N_EDIFICIOS_CLASSICOS_1OU2	N_EDIFICIOS_CLASSICOS_ISOLADOS	N_EDIFICIOS_CLASSICOS_GEMIN	N_EDIFICIOS_CLASSICOS_EMBANDA	N_EDIFICIOS_CLASSICOS_3OUMAIS	N_EDIFICIOS_CLASSICOS_OUTROS	N_EDIFICIOS_EXCLUSIV_RESID	N_EDIFICIOS_PRINCIPAL_RESID	N_EDIFICIOS_PRINCIP_NAO_RESID	N_EDIFICIOS_1OU2_PISOS	N_EDIFICIOS_3OU4_PISOS	F_N_EDIFICIOS_5OU_MAIS_PISOS	N_EDIFICIOS_CONSTR_ANTES_1919	N_EDIFICIOS_CONSTR_1919A1945	N_EDIFICIOS_CONSTR_1946A1960	N_EDIFICIOS_CONSTR_1961A1970	N_EDIFICIOS_CONSTR_1971A1980	N_EDIFICIOS_CONSTR_1981A1990	N_EDIFICIOS_CONSTR_1991A1995	N_EDIFICIOS_CONSTR_1996A2000	N_EDIFICIOS_CONSTR_2001A2005	N_EDIFICIOS_CONSTR_2006A2011	N_EDIFICIOS_ESTRUT_BETAO	N_EDIFICIOS_ESTRUT_COM_PLACA	N_EDIFICIOS_ESTRUT_SEM_PLACA	N_EDIFICIOS_ESTRUT_ADOBE_PEDRA	N_EDIFICIOS_ESTRUT_OUTRA	N_ALOJAMENTOS	N_ALOJAMENTOS_FAMILIARES	N_ALOJAMENTOS_FAM_CLASSICOS	N_ALOJAMENTOS_FAM_N_CLASSICOS	N_ALOJAMENTOS_COLECTIVOS	N_CLASSICOS_RES_HABITUAL	N_ALOJAMENTOS_RES_HABITUAL	N_ALOJAMENTOS_VAGOS	N_RES_HABITUAL_COM_AGUA	N_RES_HABITUAL_COM_RETRETE	N_RES_HABITUAL_COM_ESGOTOS	N_RES_HABITUAL_COM_BANHO	N_RES_HABITUAL_AREA_50	N_RES_HABITUAL_AREA_50_100	N_RES_HABITUAL_AREA_100_200	N_RES_HABITUAL_AREA_200	N_RES_HABITUAL_1_2_DIV	N_RES_HABITUAL_3_4_DIV	N_RES_HABITUAL_ESTAC_1	N_RES_HABITUAL_ESTAC_2	N_RES_HABITUAL_ESTAC_3	N_RES_HABITUAL_PROP_OCUP	N_RES_HABITUAL_ARREND	N_FAMILIAS_CLASSICAS	N_FAMILIAS_INSTITUCIONAIS	N_FAMILIAS_CLASSICAS_1OU2_PESS	N_FAMILIAS_CLASSICAS_3OU4_PESS	N_FAMILIAS_CLASSICAS_NPES65	N_FAMILIAS_CLASSICAS_NPES14	N_FAMILIAS_CLASSIC_SEM_DESEMP	N_FAMILIAS_CLASSIC_1DESEMPREG	N_FAMILIAS_CLASS_2MAIS_DESEMP	N_NUCLEOS_FAMILIARES	N_NUCLEOS_1FILH_NAO_CASADO	N_NUCLEOS_2FILH_NAO_CASADO	N_NUCLEOS_FILH_INF_6ANOS	N_NUCLEOS_FILH_INF_15ANOS	N_NUCLEOS_FILH_MAIS_15ANOS	N_INDIVIDUOS_PRESENT	N_INDIVIDUOS_PRESENT_H	N_INDIVIDUOS_PRESENT_M	N_INDIVIDUOS_RESIDENT	N_INDIVIDUOS_RESIDENT_H	N_INDIVIDUOS_RESIDENT_M	N_INDIVIDUOS_RESIDENT_0A4	N_INDIVIDUOS_RESIDENT_5A9	N_INDIVIDUOS_RESIDENT_10A13	N_INDIVIDUOS_RESIDENT_14A19	N_INDIVIDUOS_RESIDENT_15A19	N_INDIVIDUOS_RESIDENT_20A24	N_INDIVIDUOS_RESIDENT_20A64	N_INDIVIDUOS_RESIDENT_25A64	N_INDIVIDUOS_RESIDENT_65	N_INDIVIDUOS_RESIDENT_H_0A4	N_INDIVIDUOS_RESIDENT_H_5A9	N_INDIVIDUOS_RESIDENT_H_10A13	N_INDIVIDUOS_RESIDENT_H_14A19	N_INDIVIDUOS_RESIDENT_H_15A19	N_INDIVIDUOS_RESIDENT_H_20A24	N_INDIVIDUOS_RESIDENT_H_20A64	N_INDIVIDUOS_RESIDENT_H_25A64	N_INDIVIDUOS_RESIDENT_H_65	N_INDIVIDUOS_RESIDENT_M_0A4	N_INDIVIDUOS_RESIDENT_M_5A9	N_INDIVIDUOS_RESIDENT_M_10A13	N_INDIVIDUOS_RESIDENT_M_14A19	N_INDIVIDUOS_RESIDENT_M_15A19	N_INDIVIDUOS_RESIDENT_M_20A24	N_INDIVIDUOS_RESIDENT_M_20A64	N_INDIVIDUOS_RESIDENT_M_25A64	N_INDIVIDUOS_RESIDENT_M_65	N_INDIV_RESIDENT_N_LER_ESCRV	N_IND_RESIDENT_FENSINO_1BAS	N_IND_RESIDENT_FENSINO_2BAS	N_IND_RESIDENT_FENSINO_3BAS	N_IND_RESIDENT_FENSINO_SEC	N_IND_RESIDENT_FENSINO_POSSEC	N_IND_RESIDENT_FENSINO_SUP	N_IND_RESIDENT_ENSINCOMP_1BAS	N_IND_RESIDENT_ENSINCOMP_2BAS	N_IND_RESIDENT_ENSINCOMP_3BAS	N_IND_RESIDENT_ENSINCOMP_SEC	N_IND_RESIDENT_ENSINCOMP_POSEC	N_IND_RESIDENT_ENSINCOMP_SUP	N_IND_RESID_DESEMP_PROC_1EMPRG	N_IND_RESID_DESEMP_PROC_EMPRG	N_IND_RESID_EMPREGADOS	N_IND_RESID_PENS_REFORM	N_IND_RESID_SEM_ACT_ECON	N_IND_RESID_EMPREG_SECT_PRIM	N_IND_RESID_EMPREG_SECT_SEQ	N_IND_RESID_EMPREG_SECT_TERC	N_IND_RESID_ESTUD_MUN_RESID	N_IND_RESID_TRAB_MUN_RESID
MultiPolygon (((-41534.05730000045150518 165969.14589999988675117, -41518.25360000040382147 166028.53270000033080578, -41527.625 166010.96419999934732914, -41536.81560000032186508 166004.99029999971389771, -41551.90089999977499247 165998.95130000077188015, -41557.92559999972581863 165996.12130000069737434, -41569.26200000010430813 165993.67320000007748604, -41581.19249999988824129 165995.16799999959766865, -41599.31280000042170286 165998.09549999982118607, -41628.72250000014901161 166004.0698000006377697, -41635.61620000004768372 166003.60969999991357327, -41639.29200000036507845 165998.55480000004172325, -41648.48240000009536743 165980.17339999973773956, -41652.76319999992847443 165975.0556000005453825, -41663.85859999991953373 165967.102700000628829, -41702.24870000034570694 165945.29299999959766865, -41660.82589999958872795 165879.65039999969303608, -41655.92599999997764826 165872.13480000011622906, -41648.94130000006407499 165866.25320000015199184, -41633.92289999965578318 165859.0506999995559454, -41567.6946000000461936 165843.82950000092387199, -41534.05730000045150518 165969.14589999988675117)))	1637	15930	1312	04	015	02	13120401502	007437	Porto	199816	2011	13120401502		8	Subsecção	9	0	0	0	0	9	0	9	0	0	0	0	9	0	0	0	0	7	2	0	0	0	0	9	0	0	0	0	176	176	176	0	0	108	108	38	108	108	108	108	3	28	74	3	0	31	86	6	1	87	8	108	0	76	30	52	14	97	10	1	72	23	14	5	14	28	256	111	145	233	106	127	6	7	4	6	6	9	133	124	77	4	3	3	4	4	2	59	57	33	2	4	1	2	2	7	74	67	44	0	7	1	2	3	0	24	25	10	29	36	1	116	3	9	92	79	112	0	11	81	38	62
MultiPolygon (((-38834.83349999971687794 165988.99379999935626984, -38832.70679999981075525 166013.11380000039935112, -38831.26900000032037497 166022.93439999967813492, -38883.69369999971240759 166019.62030000053346157, -38888.12930000014603138 165996.60319999977946281, -38834.83349999971687794 165988.99379999935626984)))	1634	15927	1312	02	006	08	13120200608	007437	Porto	199341	2011	13120200608		8	Subsecção	7	7	1	0	6	0	0	7	0	0	7	0	0	0	2	0	2	2	0	0	0	0	1	4	3	0	0	0	9	9	9	0	0	7	7	2	7	6	7	5	3	4	0	0	1	5	0	0	0	5	1	7	0	7	0	6	0	7	0	0	5	1	0	0	0	1	13	6	7	13	6	7	0	0	0	0	0	0	3	3	10	0	0	0	0	0	0	2	2	4	0	0	0	0	0	0	1	1	6	2	0	0	0	0	0	0	8	0	1	1	0	1	0	0	2	11	11	0	0	2	0	2
MultiPolygon (((-45175.23060000035911798 165984.88609999977052212, -45240.60500000044703484 166024.21680000051856041, -45265.38410000037401915 165985.12680000066757202, -45260.68410000018775463 165984.62680000066757202, -45243.60269999969750643 165917.38790000043809414, -45241.58249999955296516 165912.4784999992698431, -45241.21530000027269125 165911.709799999371171, -45147.54360000044107437 165963.08760000020265579, -45151.05449999962002039 165966.24840000085532665, -45175.23060000035911798 165984.88609999977052212)))	1635	15928	1312	01	017	06	13120101706	007437	Porto	199302	2011	13120101706		8	Subsecção	8	7	6	1	0	1	0	8	0	0	7	1	0	0	0	0	0	2	0	0	1	5	0	6	0	0	2	0	11	11	11	0	0	6	6	5	6	6	6	6	0	0	4	2	0	0	0	5	1	4	1	6	0	1	5	0	0	5	1	0	6	2	3	0	0	5	18	11	7	20	12	8	0	0	0	2	2	4	18	14	0	0	0	0	2	2	2	10	8	0	0	0	0	0	0	2	8	6	0	0	0	0	0	1	0	5	0	1	2	5	0	12	0	1	11	0	8	0	3	8	6	8
MultiPolygon (((-45708.15859999973326921 165920.84600000083446503, -45706.35900000017136335 165958.7142999991774559, -45705.51919999998062849 165976.03350000083446503, -45704.68240000028163195 165994.59569999948143959, -45705.17949999962002039 166011.43190000019967556, -45725.18850000016391277 165997.09219999983906746, -45791.26520000025629997 165948.99330000020563602, -45802.94560000021010637 165942.09139999933540821, -45811.2757999999448657 165936.02439999952912331, -45823.25360000040382147 165927.3006999995559454, -45870.92630000039935112 165901.32709999941289425, -45868.66330000013113022 165892.82249999977648258, -45854.40869999956339598 165862.20219999924302101, -45851.504700000397861 165854.28360000066459179, -45851.7686999998986721 165848.47580000013113022, -45854.40849999990314245 165842.93200000002980232, -45862.59109999984502792 165838.44510000012814999, -45870.24679999984800816 165836.86099999956786633, -45878.6934000002220273 165836.86089999973773956, -45884.82510000001639128 165836.54580000042915344, -45881.93520000018179417 165833.18500000052154064, -45878.13729999959468842 165819.41970000043511391, -45867.93140000011771917 165783.58249999955296516, -45862.71050000004470348 165763.40949999913573265, -45859.15060000028461218 165756.05189999938011169, -45856.06469999998807907 165752.49210000038146973, -45853.69180000014603138 165750.59320000000298023, -45850.60589999984949827 165749.40630000084638596, -45847.52099999971687794 165749.16939999908208847, -45843.01119999960064888 165749.88150000013411045, -45828.29690000042319298 165756.76439999975264072, -45813.58160000015050173 165764.35930000059306622, -45803.85109999962151051 165768.39430000074207783, -45797.20540000032633543 165770.29329999908804893, -45790.79769999999552965 165770.29340000078082085, -45783.67700000014156103 165769.81849999912083149, -45779.40519999992102385 165767.91970000043511391, -45776.32029999978840351 165764.35989999957382679, -45775.01730000041425228 165758.8051999993622303, -45709.14730000030249357 165779.38240000046789646, -45703.82760000042617321 165782.16229999996721745, -45700.03980000037699938 165785.38519999943673611, -45697.48799999989569187 165792.6919999998062849, -45698.32809999957680702 165807.07129999995231628, -45701.55009999964386225 165825.30739999935030937, -45705.72510000038892031 165851.81709999963641167, -45709.69120000023394823 165882.29370000027120113, -45709.48249999992549419 165910.47340000048279762, -45708.15859999973326921 165920.84600000083446503)))	1632	15925	1312	09	005	01	13120900501	007437	Porto	200342	2011	13120900501		8	Subsecção	15	15	6	1	8	0	0	15	0	0	3	12	0	1	2	1	2	1	0	0	0	0	8	10	0	5	0	0	15	15	15	0	0	14	14	1	14	14	14	14	0	0	3	11	0	0	4	3	7	10	4	14	0	1	8	4	10	13	1	0	14	1	6	4	10	8	58	28	30	58	27	31	4	7	4	5	3	5	33	28	5	1	4	2	2	1	2	16	14	2	3	3	2	3	2	3	17	14	3	0	4	2	5	1	0	8	3	6	2	13	0	23	0	1	22	5	18	0	2	20	26	19
MultiPolygon (((-40513.60059999953955412 166012.83650000020861626, -40567.37839999981224537 166022.0421999990940094, -40587.442200000397861 165898.80489999987185001, -40591.08480000030249357 165871.21490000002086163, -40573.44510000012814999 165830.63690000027418137, -40574.82259999960660934 165791.10449999943375587, -40573.72059999965131283 165778.53800000064074993, -40566.55360000021755695 165751.31120000034570694, -40552.90299999993294477 165734.19720000028610229, -40553.1744999997317791 165781.29619999974966049, -40543.70529999956488609 165815.13199999928474426, -40540.18549999967217445 165822.40780000016093254, -40528.27529999986290932 165847.02800000086426735, -40519.56579999998211861 165865.66139999963343143, -40513.50329999998211861 165886.09270000085234642, -40506.33810000028461218 165930.0989999994635582, -40501.53959999978542328 165958.51889999955892563, -40499.17379999998956919 165972.53439999930560589, -40491.4576000003144145 166009.04600000008940697, -40513.60059999953955412 166012.83650000020861626)))	1633	15926	1312	04	016	02	13120401602	007437	Porto	199819	2011	13120401602		8	Subsecção	26	13	0	1	12	13	0	11	15	0	11	8	7	0	0	9	13	1	0	0	0	0	3	15	11	0	0	0	110	110	110	0	0	84	84	24	84	84	84	84	0	18	62	4	0	24	32	22	3	61	19	84	0	51	28	43	16	76	5	3	67	25	11	7	17	24	194	90	104	209	102	107	8	9	9	9	8	7	109	102	65	4	6	6	6	5	1	50	49	30	4	3	3	3	3	6	59	53	35	0	8	3	7	5	1	12	33	16	23	37	2	80	4	7	73	71	98	0	11	62	39	52
MultiPolygon (((-43879.18439999967813492 166043.81469999998807907, -43924.05200000014156103 166053.99650000035762787, -43926.57160000037401915 166054.52610000036656857, -43926.60470000002533197 166054.53329999931156635, -43965.69139999989420176 166063.08530000038444996, -43969.07620000001043081 166063.87549999915063381, -43975.4389000004157424 166054.41950000077486038, -44071.28330000024288893 165901.31959999911487103, -44076.42379999998956919 165872.91569999977946281, -43922.52749999985098839 165976.97479999996721745, -43837.43599999975413084 166034.23689999990165234, -43842.98220000043511391 166035.46829999983310699, -43879.1522000003606081 166043.80739999935030937, -43879.18439999967813492 166043.81469999998807907)))	1662	15955	1312	06	002	03	13120600203	007437	Porto	200049	2011	13120600203		8	Subsecção	9	9	6	0	3	0	0	9	0	0	3	6	0	0	4	4	1	0	0	0	0	0	0	9	0	0	0	0	9	9	9	0	0	6	6	3	6	6	6	6	0	1	2	3	0	0	1	2	1	5	1	6	0	2	4	3	1	5	1	0	5	3	1	1	1	3	18	10	8	18	10	8	1	0	0	2	2	1	10	9	5	0	0	0	2	2	1	6	5	2	1	0	0	0	0	0	4	4	3	0	0	0	0	0	0	2	4	2	2	3	1	5	0	1	7	6	9	0	1	6	2	2
MultiPolygon (((-40870.60039999987930059 166056.50259999930858612, -40935.76260000001639128 166064.18420000001788139, -40938.88420000020414591 166035.54729999974370003, -40942.06969999987632036 166004.56350000016391277, -40901.65240000002086163 166000.23939999938011169, -40871.95019999984651804 166040.24829999916255474, -40870.60039999987930059 166056.50259999930858612)))	1663	15956	1312	04	020	01	13120402001	007437	Porto	199826	2011	13120402001		8	Subsecção	19	7	1	1	5	12	0	10	9	0	9	5	5	0	0	3	9	6	1	0	0	0	0	0	17	0	2	0	76	76	76	0	0	52	52	15	52	52	52	52	12	31	9	0	5	41	0	0	0	11	41	52	0	36	15	24	10	48	4	0	32	14	2	7	10	10	108	49	59	107	49	58	7	1	4	8	7	10	56	46	31	3	1	2	2	1	5	26	21	15	4	0	2	6	6	5	30	25	16	1	2	1	2	9	0	3	19	18	25	21	0	12	1	3	45	31	45	0	4	41	20	37
MultiPolygon (((-38736.78419999964535236 166042.31220000050961971, -38825.27259999979287386 166056.85209999978542328, -38831.26900000032037497 166022.93439999967813492, -38832.70679999981075525 166013.11380000039935112, -38834.83349999971687794 165988.99379999935626984, -38682.55370000004768372 165967.25540000014007092, -38679.55009999964386225 165987.29859999939799309, -38673.03079999983310699 166030.80289999954402447, -38736.78419999964535236 166042.31220000050961971)))	1660	15953	1312	02	006	07	13120200607	007437	Porto	199340	2011	13120200607		8	Subsecção	6	0	0	0	0	6	0	0	6	0	0	0	6	0	0	0	0	3	2	0	1	0	0	6	0	0	0	0	81	81	81	0	0	71	71	4	71	71	71	71	0	1	43	27	0	1	13	37	13	66	0	71	0	41	28	39	12	65	5	1	60	20	11	3	11	25	164	81	83	177	89	88	4	3	5	13	10	5	89	84	63	1	3	2	6	4	3	44	41	33	3	0	3	7	6	2	45	43	30	0	3	4	6	6	0	17	8	9	16	28	0	109	3	4	71	58	84	1	9	61	33	45
MultiPolygon (((-39960.38870000001043081 166029.34679999947547913, -40119.59240000043064356 166057.23350000008940697, -40138.60340000037103891 165948.19849999994039536, -40024.66519999969750643 165926.78030000068247318, -39992.95390000008046627 165918.8051999993622303, -39960.38870000001043081 166029.34679999947547913)))	1661	15954	1312	04	019	02	13120401902	007437	Porto	199825	2011	13120401902		8	Subsecção	70	53	3	50	0	17	0	45	25	0	49	9	12	45	9	1	4	3	2	1	3	2	0	14	3	11	42	0	227	227	227	0	0	139	139	72	139	132	139	129	35	57	38	9	17	67	30	13	2	68	65	140	0	97	40	42	26	123	16	1	80	38	14	12	25	34	288	126	162	291	130	161	12	15	6	11	9	22	189	167	58	4	7	3	8	7	7	84	77	24	8	8	3	3	2	15	105	90	34	3	13	4	12	5	0	17	45	28	32	51	2	90	3	15	131	65	107	1	19	111	51	101
MultiPolygon (((-42161.57490000035613775 165985.15949999913573265, -42202.35379999969154596 166050.29499999992549419, -42327.92459999956190586 165979.14589999988675117, -42354.02300000004470348 165964.86009999923408031, -42353.9988000001758337 165964.83300000056624413, -42326.28789999987930059 165932.84840000048279762, -42326.25820000004023314 165932.81420000083744526, -42301.42769999988377094 165902.40499999932944775, -42286.35740000009536743 165884.22580000013113022, -42253.03720000013709068 165843.97719999961555004, -42229.12650000024586916 165813.1578999999910593, -42221.42659999988973141 165798.258500000461936, -42215.51599999982863665 165783.06870000064373016, -42212.1759000001475215 165769.72880000062286854, -42203.45529999956488609 165742.0092999991029501, -42114.07280000019818544 165790.04780000075697899, -42109.78760000038892031 165792.35089999996125698, -42058.84869999997317791 165822.44209999963641167, -42065.71860000025480986 165831.10359999909996986, -42103.2485999995842576 165893.66229999996721745, -42147.17829999979585409 165962.16469999961555004, -42161.57490000035613775 165985.15949999913573265)))	1658	15951	1312	11	062	01	13121106201	007437	Porto	200941	2011	13121106201		8	Subsecção	229	201	10	5	186	28	0	215	13	1	194	27	8	189	4	7	2	2	14	2	3	6	0	35	1	1	192	0	449	449	449	0	0	325	325	78	322	312	323	302	95	160	65	5	27	168	44	36	11	159	138	332	0	211	106	120	64	270	48	14	214	81	39	26	62	84	723	323	400	744	342	402	28	31	22	40	30	41	465	424	158	15	13	13	19	14	25	221	196	61	13	18	9	21	16	16	244	228	97	27	25	14	26	14	2	38	185	87	111	112	4	113	9	67	304	181	273	0	45	259	117	213
MultiPolygon (((-40735.99610000010579824 166041.59249999932944775, -40870.60039999987930059 166056.50259999930858612, -40871.95019999984651804 166040.24829999916255474, -40901.65240000002086163 166000.23939999938011169, -40910.42789999954402447 165987.84270000085234642, -40916.5352999996393919 165947.72829999960958958, -40917.48599999956786633 165929.88299999944865704, -40735.99610000010579824 166041.59249999932944775)))	1659	15952	1312	04	021	01	13120402101	007437	Porto	199830	2011	13120402101		8	Subsecção	46	34	0	1	33	12	0	46	0	0	34	10	2	0	4	5	6	12	6	2	4	5	2	36	10	0	0	0	120	120	120	0	0	72	72	31	72	72	72	72	12	35	17	8	4	42	13	3	0	30	37	73	0	52	19	23	8	59	11	3	42	20	4	3	8	19	147	63	84	144	60	84	3	2	5	6	6	8	92	84	36	2	1	2	0	0	4	40	36	15	1	1	3	6	6	4	52	48	21	1	2	2	3	5	0	12	21	21	28	25	2	34	3	14	60	36	57	1	3	56	23	38
MultiPolygon (((-41153.86249999981373549 166017.51740000024437904, -41162.99309999961405993 166015.78229999914765358, -41263.42399999964982271 166048.73619999922811985, -41262.15130000002682209 165969.133500000461936, -41260.65940000023692846 165878.66829999908804893, -41257.70550000015646219 165768.82080000080168247, -41259.2781999995931983 165746.7426999993622303, -41078.54179999977350235 165812.44409999996423721, -41073.49199999962002039 165813.41210000030696392, -41069.92520000040531158 165814.09520000033080578, -41053.12889999989420176 165810.20659999921917915, -41056.19079999998211861 165818.46419999934732914, -41079.21800000034272671 165842.58579999953508377, -41092.91370000038295984 165867.31660000048577785, -41118.02219999954104424 165928.49159999936819077, -41144.22570000030100346 165996.13739999942481518, -41148.61070000007748604 166007.45590000040829182, -41153.86249999981373549 166017.51740000024437904)))	1656	15949	1312	04	022	01	13120402201	007437	Porto	199832	2011	13120402201		8	Subsecção	71	35	3	15	17	34	2	58	12	1	33	26	12	1	2	12	21	9	13	3	3	4	3	46	8	17	0	0	335	333	333	0	2	195	195	85	195	195	195	193	22	97	66	10	14	82	84	10	5	105	75	197	1	150	40	75	21	168	27	2	107	38	17	11	21	41	369	161	208	398	175	223	9	11	7	16	16	23	248	225	107	5	5	5	8	8	14	108	94	44	4	6	2	8	8	9	140	131	63	5	9	6	3	16	1	29	66	19	59	73	2	146	4	28	169	114	170	0	14	155	61	123
MultiPolygon (((-37061.99160000029951334 165971.94849999994039536, -37071.20839999988675117 165990.25180000066757202, -37084.75870000012218952 165981.91499999910593033, -37095.05319999996572733 165975.58420000039041042, -37087.06140000000596046 165959.94590000063180923, -37079.62660000007599592 165945.07750000059604645, -37074.07980000041425228 165937.81780000030994415, -37072.72780000045895576 165934.01400000043213367, -37072.44379999954253435 165931.07709999941289425, -37073.51070000045001507 165928.34119999967515469, -37075.4315999997779727 165925.27129999920725822, -37078.34839999955147505 165922.33440000005066395, -37092.93369999993592501 165905.50599999912083149, -37105.04700000025331974 165886.82970000058412552, -37121.62710000015795231 165865.06149999983608723, -37143.8030000003054738 165854.43480000086128712, -37174.98859999980777502 165838.14629999920725822, -37196.34549999982118607 165824.73770000040531158, -37175.7428999999538064 165767.30210000090301037, -37161.39350000023841858 165766.96519999951124191, -37140.05640000011771917 165767.65530000068247318, -37125.52500000037252903 165769.20729999989271164, -37117.79339999984949827 165771.06719999946653843, -37107.08990000002086163 165774.70419999957084656, -37099.33320000022649765 165776.88609999977052212, -37091.73259999975562096 165779.50599999912083149, -37082.58000000007450581 165783.43390000052750111, -37061.6380000002682209 165794.63660000078380108, -37028.3335999995470047 165814.28299999982118607, -37000.44689999986439943 165830.71550000086426735, -37016.48049999959766865 165862.54609999991953373, -37052.58179999981075525 165953.26229999959468842, -37061.99160000029951334 165971.94849999994039536)))	1657	15950	1312	03	025	01	13120302501	007437	Porto	199619	2011	13120302501		8	Subsecção	7	2	0	0	2	5	0	4	3	0	2	3	2	2	0	0	2	0	0	0	0	0	3	5	0	2	0	0	60	60	60	0	0	51	51	8	51	51	51	51	3	27	21	0	1	33	24	12	0	35	16	51	0	38	11	15	9	46	5	0	32	15	4	5	9	10	98	38	60	105	44	61	6	3	3	3	3	3	70	67	20	2	3	0	1	1	1	31	30	7	4	0	3	2	2	2	39	37	13	2	4	1	2	3	0	9	10	12	18	18	2	31	3	2	57	24	31	0	13	44	18	42
MultiPolygon (((-36694.3607999999076128 166035.89090000092983246, -36711.00920000020414591 166047.81530000083148479, -36724.68340000044554472 166024.18420000001788139, -36748.56809999980032444 165993.48729999922215939, -36780.214499999769032 165965.53319999948143959, -36827.77830000035464764 165948.87869999930262566, -36797.12139999959617853 165919.93999999947845936, -36755.58370000030845404 165875.33699999935925007, -36728.73060000035911798 165846.50430000014603138, -36726.94369999971240759 165844.67229999974370003, -36699.46760000009089708 165816.50459999963641167, -36684.67109999991953373 165803.0681999996304512, -36669.53789999987930059 165816.87470000050961971, -36640.24650000035762787 165857.97030000016093254, -36630.28399999998509884 165871.94769999943673611, -36615.29600000008940697 165903.56159999966621399, -36611.00519999954849482 165912.61119999922811985, -36604.73369999974966049 165931.8984999991953373, -36601.01699999999254942 165954.43859999999403954, -36604.96700000017881393 165972.56389999948441982, -36653.35830000042915344 166007.96419999934732914, -36694.17379999998956919 166035.34689999930560589, -36694.3607999999076128 166035.89090000092983246)))	1654	15947	1312	03	022	04	13120302204	007437	Porto	199606	2011	13120302204		8	Subsecção	33	0	0	0	0	33	0	33	0	0	0	25	8	0	0	0	0	0	0	0	33	0	0	0	33	0	0	0	279	278	278	0	1	260	260	13	260	260	260	259	23	189	47	1	1	96	154	3	11	134	124	263	1	81	133	39	124	161	69	33	259	119	75	56	121	138	836	396	440	874	424	450	50	54	66	95	81	57	560	503	49	26	29	35	37	34	29	277	248	20	24	25	31	58	47	28	283	255	29	29	51	35	59	48	3	9	277	171	167	60	2	13	36	107	277	92	270	0	62	215	212	185
MultiPolygon (((-44283.53799999970942736 166014.48499999940395355, -44340.75380000006407499 166046.75060000084340572, -44349.5553999999538064 166048.04340000078082085, -44430.26059999968856573 166015.82540000043809414, -44462.39800000004470348 166003.81140000000596046, -44442.10159999970346689 165963.88049999997019768, -44408.2724999999627471 165900.26090000011026859, -44393.85080000013113022 165871.6403999999165535, -44371.95590000040829182 165883.36329999938607216, -44255.1051000002771616 165997.39519999921321869, -44283.53799999970942736 166014.48499999940395355)))	1655	15948	1312	06	001	03	13120600103	007437	Porto	200039	2011	13120600103		8	Subsecção	9	7	0	2	5	2	0	8	1	0	6	3	0	0	0	3	2	1	0	0	0	3	0	9	0	0	0	0	13	13	13	0	0	11	11	0	11	11	11	11	1	1	5	4	0	1	7	1	0	9	2	11	0	4	6	3	4	10	1	0	9	2	3	0	4	4	31	19	12	31	19	12	0	1	3	7	6	0	14	14	6	0	1	3	4	3	0	8	8	3	0	0	0	3	3	0	6	6	3	0	1	1	3	4	0	1	3	5	8	2	0	12	0	1	12	7	13	0	0	12	9	9
MultiPolygon (((-37778.90120000019669533 165767.78600000031292439, -37849.89140000008046627 165792.11659999936819077, -37884.31610000040382147 165808.65080000087618828, -37912.44209999963641167 165827.94189999997615814, -37918.73990000039339066 165834.24159999936819077, -37934.43939999956637621 165850.48289999924600124, -37944.33210000023245811 165864.84830000065267086, -37949.4469999996945262 165874.15190000087022781, -37959.21279999986290932 165898.6517999991774559, -37965.41280000004917383 165923.77280000038444996, -37965.87480000033974648 165927.86160000041127205, -37965.71999999973922968 165950.03580000065267086, -37962.31039999984204769 165971.90090000070631504, -37951.52620000019669533 166007.44459999911487103, -37948.90639999974519014 166015.30729999952018261, -37949.34339999966323376 166024.47990000061690807, -37953.27230000030249357 166032.12460000067949295, -37960.47709999978542328 166038.89430000074207783, -37968.67279999982565641 166042.31809999980032444, -37995.95899999979883432 165979.39149999991059303, -38004.27550000045448542 165960.35419999994337559, -38007.69820000045001507 165949.75060000084340572, -38011.12289999984204769 165934.415200000628829, -38011.61180000007152557 165919.56970000080764294, -38010.83569999970495701 165910.13910000026226044, -38010.63669999968260527 165907.72419999912381172, -38008.02759999968111515 165891.24689999967813492, -38005.09159999992698431 165879.87240000069141388, -37997.75279999990016222 165859.64420000091195107, -37992.8607999999076128 165847.73469999991357327, -37987.97800000011920929 165839.13010000064969063, -37982.43410000018775463 165829.83149999938905239, -37945.35319999977946281 165774.08390000090003014, -37920.33430000022053719 165737.42830000072717667, -37920.25600000005215406 165737.31359999999403954, -37895.66559999994933605 165701.12600000016391277, -37867.97740000020712614 165662.54869999922811985, -37819.66490000020712614 165715.73880000039935112, -37786.08279999997466803 165755.1084000002592802, -37778.90120000019669533 165767.78600000031292439)))	1652	15945	1312	03	023	01	13120302301	007437	Porto	199609	2011	13120302301		8	Subsecção	6	0	0	0	0	6	0	2	4	0	0	0	6	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	135	135	135	0	0	60	60	68	60	60	60	60	0	16	41	3	3	39	17	34	9	54	4	61	0	49	11	1	10	58	3	0	37	9	5	7	10	5	103	52	51	116	61	55	6	3	3	3	3	5	100	95	1	4	2	2	3	3	2	50	48	0	2	1	1	0	0	3	50	47	1	0	2	1	2	1	1	11	3	4	13	24	2	61	1	2	87	2	14	0	12	75	18	48
