WKT,fid,OBJECTID,BGRI2021,DT21,DTMN21,DTMNFR21,DTMNFRSEC21,SECNUM21,SSNUM21,SECSSNUM21,SUBSECCAO,NUTS1,NUTS2,NUTS3,N_EDIFICIOS_CLASSICOS,N_EDIFICIOS_CLASS_CONST_1_OU_2_ALOJ,N_EDIFICIOS_CLASS_CONST_3_OU_MAIS_ALOJAMENTOS,N_EDIFICIOS_EXCLUSIV_RESID,N_EDIFICIOS_1_OU_2_PISOS,N_EDIFICIOS_3_OU_MAIS_PISOS,N_EDIFICIOS_CONSTR_ANTES_1945,N_EDIFICIOS_CONSTR_1946_1980,N_EDIFICIOS_CONSTR_1981_2000,N_EDIFICIOS_CONSTR_2001_2010,N_EDIFICIOS_CONSTR_2011_2021,N_EDIFICIOS_COM_NECESSIDADES_REPARACAO,N_ALOJAMENTOS_TOTAL,N_ALOJAMENTOS_FAMILIARES,N_ALOJAMENTOS_FAM_CLASS_RHABITUAL,N_ALOJAMENTOS_FAM_CLASS_VAGOS_OU_RESID_SECUNDARIA,N_RHABITUAL_ACESSIVEL_CADEIRAS_RODAS,N_RHABITUAL_COM_ESTACIONAMENTO,N_RHABITUAL_PROP_OCUP,N_RHABITUAL_ARRENDADOS,N_AGREGADOS_DOMESTICOS_PRIVADOS,N_ADP_1_OU_2_PESSOAS,N_ADP_3_OU_MAIS_PESSOAS,N_NUCLEOS_FAMILIARES,N_NUCLEOS_FAMILIARES_COM_FILHOS_TENDO_O_MAIS_NOVO_MENOS_DE_25,N_INDIVIDUOS,N_INDIVIDUOS_H,N_INDIVIDUOS_M,N_INDIVIDUOS_0_14,N_INDIVIDUOS_15_24,N_INDIVIDUOS_25_64,N_INDIVIDUOS_65_OU_MAIS,SHAPE_Length,SHAPE_Area
"MULTIPOLYGON (((-38470.0595 164564.634,-38476.5605 164490.8629,-38476.8283 164474.2335,-38475.7532 164456.3433,-38474.4101 164441.4779,-38470.5821 164423.4616,-38466.8132 164419.4888,-38471.504 164419.436699999,-38483.4085 164419.3037,-38489.5302 164420.852600001,-38491.2912 164424.2904,-38493.0252 164429.9892,-38494.0161 164433.954,-38496.2451 164436.6799,-38500.9509 164439.652799999,-38500.58 164443.6176,-38495.3785 164469.636600001,-38495.6265 164472.114499999,-38520.6435 164487.8478,-38520.9865 164487.9768,-38527.2709 164555.95,-38525.6713 164580.769099999,-38468.7208 164581.6143,-38470.0595 164564.634)))","758","167267","13120200403","13","1312","131202","131202004","004","03","00403","13120200403","1","11",11A,49,46,3,49,42,7,39,10,0,0,0,35,57,57,35,22,9,2,16,18,35,28,7,17,6,71,36,35,5,11,33,22,423.385283976398,6518.30801748487
"MULTIPOLYGON (((-44902.1998 164554.4585,-44896.8839 164539.5013,-44895.5549 164530.968699999,-44927.9206 164541.1357,-44914.8204 164567.8717,-44906.6468 164582.312200001,-44902.1998 164554.4585)))","759","167268","13121602312","13","1312","131216","131216023","023","12","02312","13121602312","1","11",11A,2,2,0,2,2,0,2,0,0,0,0,1,2,2,2,0,0,1,1,1,2,2,0,0,0,2,0,2,0,0,1,1,133.006924612926,761.603660588472
"MULTIPOLYGON (((-44466.8677 164558.8992,-44446.8685 164548.8399,-44451.7711 164529.6117,-44454.076 164530.273600001,-44468.6134 164534.5912,-44488.2397 164544.588500001,-44500.9632 164551.531,-44493.7478 164582.6647,-44466.8677 164558.8992)))","760","167269","13121602313","13","1312","131216","131216023","023","13","02313","13121602313","1","11",11A,2,2,0,2,2,0,0,0,0,2,0,0,4,4,4,0,0,4,0,4,4,1,3,4,0,11,5,6,0,0,8,3,164.151532617414,1342.81513042413
"MULTIPOLYGON (((-37738.3026 167714.813899999,-37745.6971 167689.2239,-37847.9633 167427.0408,-37852.0181 167416.645199999,-37883.0436 167339.286900001,-37945.4397 167363.0088,-37980.4413 167376.395099999,-37956.3609 167437.152799999,-37944.1317 167467.7697,-37940.5079 167470.2796,-37933.2582 167472.7905,-37895.8967 167459.4023,-37887.811 167463.586100001,-37872.0531 167504.623600001,-37835.6355 167599.463,-37835.7826 167610.2816,-37836.7022 167677.604900001,-37837.1785 167712.499500001,-37738.1866 167715.1919,-37738.3026 167714.813899999)))","761","167270","13121003602","13","1312","131210","131210036","036","02","03602","13121003602","1","11",11A,25,8,17,22,4,21,0,16,2,6,1,15,388,388,276,112,182,217,160,89,276,215,61,149,63,531,254,277,61,43,332,95,1024.01042548312,28337.947339902
"MULTIPOLYGON (((-40654.5896 167680.0101,-40676.9252 167642.030300001,-40688.3188 167648.685799999,-40735.072 167676.856799999,-40711.7314 167715.514599999,-40654.5896 167680.0101)))","762","167271","13121004417","13","1312","131210","131210044","044","17","04417","13121004417","1","11",11A,11,11,0,11,11,0,9,0,0,2,0,2,12,12,9,3,4,6,8,1,9,7,2,5,2,17,9,8,3,1,3,10,224.271582683314,3016.87519987122
"MULTIPOLYGON (((-37219.6645 167774.5911,-37197.3462 167751.736099999,-37181.9547 167736.580700001,-37176.4009 167729.074100001,-37176.3921 167729.062200001,-37176.4072 167729.0584,-37184.0108 167727.1581,-37196.651 167725.4077,-37204.4908 167725.407500001,-37224.5406 167722.786900001,-37234.5703 167725.4068,-37262.9098 167730.255899999,-37294.8201 167735.815099999,-37302.7711 167737.2162,-37324.7795 167741.0943,-37342.2092 167739.3444,-37376.1992 167743.283,-37377.4529 167760.9658,-37379.9419 167772.904300001,-37385.3418 167786.9968,-37373.8183 167783.6339,-37355.974 167783.227,-37336.4808 167785.315099999,-37284.858 167787.926200001,-37266.1858 167797.320900001,-37243.3829 167809.2436,-37219.6645 167774.5911)))","763","167272","13121003501","13","1312","131210","131210035","035","01","03501","13121003501","1","11",11A,18,18,0,18,18,0,1,15,0,0,2,14,18,18,14,4,5,10,11,2,14,11,3,5,2,27,13,14,2,2,11,12,500.023153264213,9888.57521087382
"MULTIPOLYGON (((-43356.4014 167786.8913,-43301.6343 167727.528899999,-43272.2903 167695.721799999,-43265.4125 167688.2662,-43173.3167 167588.4442,-43139.3748 167551.655400001,-43134.758 167546.545700001,-43065.7403 167471.7962,-43015.7901 167417.6985,-42996.2647 167396.535700001,-42975.4364 167373.959100001,-42870.276 167259.9749,-42811.651 167196.4307,-42765.0746 167144.6447,-42748.0121 167118.9571,-42737.4043 167098.5722,-42736.4064 167096.654300001,-42726.3486 167070.433599999,-42724.2776 167063.1339,-42719.8826 167047.636700001,-42719.4583 167011.6962,-42716.3043 166992.3081,-42709.3964 166974.962,-42745.2874 166929.8412,-42761.2035 166911.672700001,-42767.7262 166913.6525,-42773.172 166916.203299999,-42786.9414 166919.356899999,-42851.6865 166916.4179,-42923.7441 166994.873299999,-42995.8017 167073.329600001,-42996.8586 167074.479499999,-43033.0014 167113.8332,-43131.961 167221.5778,-43267.5184 167369.1719,-43300.6773 167405.274800001,-43334.8031 167442.431600001,-43343.9858 167452.43,-43371.8029 167482.1362,-43377.5987 167488.3258,-43463.0427 167579.576300001,-43464.7617 167581.4121,-43485.406 167604.5308,-43502.9234 167624.093599999,-43578.0718 167706.023600001,-43585.1016 167715.384099999,-43588.5134 167719.686899999,-43591.3314 167723.2487,-43594.4473 167728.739399999,-43599.6431 167738.8068,-43604.835 167750.529200001,-43573.2365 167760.644400001,-43524.1878 167771.5088,-43470.5173 167785.9102,-43448.0574 167791.938300001,-43372.3189 167809.484,-43356.4014 167786.8913)))","764","167273","13121103309","13","1312","131211","131211033","033","09","03309","13121103309","1","11",11A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,3,0,2621.344487705,239539.110923133
"MULTIPOLYGON (((-42819.8782 167775.9398,-42811.4735 167769.109200001,-42806.2226 167761.0167,-42786.1853 167734.949100001,-42779.1575 167727.521600001,-42823.9212 167690.542300001,-42840.3953 167675.1427,-42863.9811 167655.417099999,-42871.3378 167664.5276,-42948.6563 167760.296,-42954.0744 167791.671599999,-42950.0556 167802.155200001,-42946.4578 167805.789100001,-42940.3001 167807.995100001,-42923.5429 167809.8344,-42856.8679 167817.7183,-42819.8782 167775.9398)))","765","167274","13121102003","13","1312","131211","131211020","020","03","02003","13121102003","1","11",11A,15,0,15,15,0,15,0,15,0,0,0,15,120,120,115,5,2,2,16,95,115,56,59,99,44,324,159,165,37,39,164,84,504.255788602986,16167.1012500924
"MULTIPOLYGON (((-40658.9577 167808.250800001,-40689.4718 167754.7784,-40711.7314 167715.514599999,-40754.9217 167739.8508,-40706.7287 167821.137399999,-40658.9577 167808.250800001)))","766","167275","13121004421","13","1312","131210","131210044","044","21","04421","13121004421","1","11",11A,17,17,0,17,17,0,15,0,1,1,0,2,17,17,15,2,4,10,12,3,15,9,6,11,2,35,20,15,3,0,17,15,300.253339756824,4892.98820728463
"MULTIPOLYGON (((-37215.6321 167815.1645,-37207.6494 167811.953600001,-37125.6025 167784.0251,-37059.343 167761.4694,-37053.2022 167760.3024,-37033.8039 167749.8399,-37043.7178 167737.6173,-37060.6543 167702.882099999,-37060.9235 167703.002900001,-37077.8521 167710.600400001,-37099.722 167720.5998,-37127.1017 167729.789100001,-37143.8615 167733.228599999,-37158.8817 167733.438300001,-37176.3921 167729.062200001,-37176.4009 167729.074100001,-37181.9547 167736.580700001,-37197.3462 167751.736099999,-37219.6645 167774.5911,-37243.3829 167809.2436,-37219.317 167821.8762,-37215.6321 167815.1645)))","767","167276","13121003502","13","1312","131210","131210035","035","02","03502","13121003502","1","11",11A,26,26,0,26,24,2,12,14,0,0,0,25,29,29,20,9,6,7,12,7,20,16,4,10,4,35,16,19,1,3,19,12,509.625327912021,10474.9516816958
"MULTIPOLYGON (((-36815.6032 167824.736300001,-36741.8507 167716.3617,-36772.6222 167690.8906,-36807.9484 167661.3476,-36816.468 167650.15,-36820.0008 167642.179300001,-36822.8916 167635.4595,-36824.9884 167624.19,-36827.0002 167609.8005,-36844.2266 167627.1768,-36857.4162 167639.2852,-36868.9478 167645.7819,-36886.6071 167651.3716,-36903.1565 167658.961200001,-36908.7073 167664.096,-36917.236 167673.2806,-36932.7155 167688.309900001,-36958.1808 167703.3675,-36958.3731 167703.4836,-36956.7879 167705.291300001,-36939.5537 167724.943700001,-36930.2539 167729.033600001,-36922.8344 167731.0041,-36901.3346 167733.224,-36881.5245 167737.094599999,-36850.5258 167759.905,-36836.4263 167772.535,-36830.5066 167779.8156,-36820.4771 167811.094900001,-36815.6509 167824.8062,-36815.6478 167824.815,-36815.6032 167824.736300001)))","768","167277","13120301913","13","1312","131203","131203019","019","13","01913","13120301913","1","11",11A,21,21,0,21,21,0,0,2,7,12,0,21,31,31,28,3,2,1,0,12,28,18,10,25,11,68,29,39,11,8,35,14,639.461367940524,19022.8960046803
"MULTIPOLYGON (((-40722.3941 167825.0799,-40706.7287 167821.137399999,-40754.9217 167739.8508,-40799.809 167663.611099999,-40820.1572 167676.632200001,-40802.1743 167707.783199999,-40752.9253 167788.5129,-40740.4543 167827.2305,-40722.3941 167825.0799)))","769","167278","13121004422","13","1312","131210","131210044","044","22","04422","13121004422","1","11",11A,16,16,0,16,15,1,16,0,0,0,0,2,16,16,16,0,7,12,12,2,16,11,5,12,4,35,18,17,4,2,18,11,412.682544105617,4434.33833051804
"MULTIPOLYGON (((-41455.4898 167764.446699999,-41498.4187 167749.1436,-41504.7674 167744.6676,-41506.6433 167740.7698,-41507.6532 167736.7279,-41507.5092 167732.2531,-41479.5836 167652.1359,-41477.2757 167648.816099999,-41473.2348 167645.784299999,-41468.617 167644.4855,-41463.4852 167644.443600001,-41419.1684 167659.501800001,-41401.6077 167613.914,-41396.3578 167604.704399999,-41380.4164 167590.170299999,-41374.1988 167575.62,-41385.1374 167571.614,-41512.3547 167528.251499999,-41513.6847 167527.8419,-41550.844 167612.6713,-41557.9379 167632.125299999,-41607.8711 167772.9585,-41505.2021 167816.8466,-41477.3525 167829.4056,-41455.4898 167764.446699999)))","770","167279","13121101304","13","1312","131211","131211013","013","04","01304","13121101304","1","11",11A,75,70,5,74,27,48,12,46,17,0,0,30,120,120,91,29,21,48,64,20,91,65,26,60,23,196,81,115,23,12,107,54,934.767581757219,31225.7658827245
"MULTIPOLYGON (((-42822.4097 167840.149,-42818.4328 167829.3495,-42806.7879 167789.284399999,-42751.6712 167774.2411,-42749.9623 167774.108100001,-42748.5383 167774.642100001,-42747.8264 167773.574200001,-42746.9714 167773.1732,-42742.5556 167771.837400001,-42740.8467 167771.0364,-42738.2827 167768.2316,-42732.3009 167757.0122,-42733.0128 167755.008300001,-42746.2592 167751.5352,-42755.2318 167747.2612,-42779.1575 167727.521600001,-42786.1853 167734.949100001,-42806.2226 167761.0167,-42811.4735 167769.109200001,-42819.8782 167775.9398,-42856.8679 167817.7183,-42859.0049 167819.3222,-42862.9947 167822.9289,-42880.5191 167836.0211,-42885.0779 167840.562799999,-42886.3689 167842.1987,-42880.6971 167841.364800001,-42879.0582 167841.231899999,-42874.5704 167841.9669,-42871.9355 167842.767899999,-42870.0116 167843.2359,-42830.6193 167841.232799999,-42829.4084 167841.766799999,-42828.1255 167842.5688,-42827.0575 167843.7707,-42826.4875 167844.9747,-42825.9176 167846.0427,-42825.5616 167847.1786,-42825.1916 167848.5956,-42822.4097 167840.149)))","771","167280","13121101901","13","1312","131211","131211019","019","01","01901","13121101901","1","11",11A,5,5,0,5,5,0,5,0,0,0,0,5,7,7,7,0,0,0,0,6,7,5,2,5,3,16,4,12,5,1,6,4,428.081443420389,5147.99096897381
"MULTIPOLYGON (((-43071.8441 167679.654200001,-43061.6126 167690.800899999,-43057.0127 167681.8664,-42965.5537 167568.490900001,-42875.1787 167457.339400001,-42768.7651 167326.4629,-42767.6592 167325.103,-42734.9972 167285.462300001,-42701.8643 167244.196599999,-42695.7725 167237.073,-42688.9128 167230.6394,-42680.6821 167224.8498,-42653.2431 167209.41,-42643.6395 167205.336300001,-42640.1557 167204.103499999,-42652.1509 167177.7984,-42657.0976 167169.785599999,-42686.0768 167122.8431,-42699.796 167094.536,-42708.6784 167073.1558,-42714.813 167059.1823,-42719.8826 167047.636700001,-42724.2776 167063.1339,-42726.3486 167070.433599999,-42736.4064 167096.654300001,-42737.4043 167098.5722,-42748.0121 167118.9571,-42765.0746 167144.6447,-42811.651 167196.4307,-42870.276 167259.9749,-42975.4364 167373.959100001,-42996.2647 167396.535700001,-43015.7901 167417.6985,-43065.7403 167471.7962,-43134.758 167546.545700001,-43139.3748 167551.655400001,-43173.3167 167588.4442,-43265.4125 167688.2662,-43272.2903 167695.721799999,-43301.6343 167727.528899999,-43356.4014 167786.8913,-43372.3189 167809.484,-43272.9566 167834.5338,-43236.0553 167843.836100001,-43209.5235 167849.611300001,-43071.8441 167679.654200001)))","772","167281","13121103310","13","1312","131211","131211033","033","10","03310","13121103310","1","11",11A,7,7,0,7,7,0,6,0,0,1,0,3,7,7,6,1,3,3,6,0,6,3,3,7,2,22,10,12,0,4,8,10,2234.06316849984,125001.607821632
"MULTIPOLYGON (((-37542.15 167852.644400001,-37503.0144 167832.2764,-37496.0177 167828.6346,-37461.4189 167812.455399999,-37444.4876 167804.264799999,-37402.5932 167792.033500001,-37385.3418 167786.9968,-37379.9419 167772.904300001,-37377.4529 167760.9658,-37376.1992 167743.283,-37376.2045 167743.2717,-37385.6685 167723.193399999,-37401.0133 167702.346799999,-37401.0383 167702.312899999,-37415.7075 167686.5034,-37434.2465 167668.312799999,-37452.786 167647.5327,-37459.4756 167641.253,-37482.8352 167616.372400001,-37505.0838 167594.872099999,-37525.4936 167574.8419,-37546.6125 167553.722100001,-37562.9422 167540.0119,-37592.2412 167521.8211,-37625.9903 167500.6909,-37666.5196 167474.1303,-37682.3484 167452.850299999,-37704.2277 167425.7598,-37726.1169 167397.1897,-37740.2503 167383.055600001,-37740.9648 167382.3411,-37740.9873 167382.3531,-37753.5429 167389.0328,-37847.9633 167427.0408,-37745.6971 167689.2239,-37726.5911 167710.735099999,-37710.4888 167721.8298,-37606.1417 167781.5009,-37597.3731 167787.4517,-37591.8984 167796.123400001,-37568.7868 167842.0847,-37559.2914 167860.107,-37542.15 167852.644400001)))","773","167282","13121003603","13","1312","131210","131210036","036","03","03603","13121003603","1","11",11A,7,2,4,6,2,5,0,2,4,1,0,5,148,147,136,11,134,13,3,133,136,79,57,93,47,400,159,241,50,36,181,133,1411.6335111394,102520.969780009
"MULTIPOLYGON (((-36802.0087 167862.504899999,-36796.604 167856.643300001,-36790.5388 167850.065400001,-36748.6685 167831.726399999,-36728.5889 167825.3473,-36710.4185 167816.0076,-36687.2085 167807.627900001,-36661.109 167794.539,-36636.9686 167786.4098,-36620.4088 167777.690300001,-36605.5186 167770.570599999,-36599.73 167767.838400001,-36590.6889 167763.571,-36575.2185 167749.8214,-36569.8258 167744.6404,-36561.4587 167736.6019,-36544.6885 167721.912799999,-36523.2882 167701.953500001,-36508.6583 167687.2337,-36477.4878 167657.575200001,-36476.5585 167656.575,-36453.3873 167631.6358,-36430.0273 167608.556700001,-36408.8666 167587.0272,-36361.8065 167541.591,-36353.2462 167533.326099999,-36353.2531 167533.3189,-36606.7101 167244.5382,-36625.4285 167272.7579,-36639.363 167277.829700001,-36681.6083 167276.945499999,-36705.4093 167279.518300001,-36697.6387 167293.3598,-36684.8245 167316.185900001,-36676.462 167336.770099999,-36667.4567 167370.220899999,-36663.5971 167399.811699999,-36660.5562 167511.495300001,-36662.9469 167605.1515,-36681.9867 167671.048800001,-36804.8138 167863.4715,-36802.0087 167862.504899999)))","774","167283","13120301914","13","1312","131203","131203019","019","14","01914","13120301914","1","11",11A,44,44,0,44,44,0,9,3,26,6,0,43,48,48,35,13,7,8,17,12,35,23,12,23,9,80,39,41,6,10,46,18,1699.09143494458,109625.505191008
"MULTIPOLYGON (((-37116.0588 168034.7357,-37110.2987 168033.1757,-37099.939 168027.8222,-37094.7989 168025.165899999,-37073.2289 168011.3665,-37066.0791 168006.6171,-37065.4933 168006.229499999,-37065.0206 168005.9167,-37052.7188 167997.7774,-37048.5097 167994.7377,-37035.1888 167985.117799999,-37016.3283 167972.308700001,-37010.6448 167968.955499999,-36994.4985 167959.429199999,-36992.1836 167957.977,-36954.4586 167934.3105,-36949.4183 167930.220799999,-36937.8686 167923.9012,-36929.3482 167919.2622,-36928.2553 167918.667199999,-36927.8163 167918.428200001,-36927.7828 167918.1808,-36927.7028 167917.5898,-36926.0518 167905.336300001,-36932.1695 167901.8934,-36969.6249 167894.8815,-36974.3055 167876.4822,-36989.101 167884.2008,-37017.406 167897.067199999,-37035.4183 167904.785800001,-37054.7046 167911.6664,-37059.5763 167908.7245,-37077.2215 167898.0678,-37161.4106 167952.1523,-37159.9297 167966.3267,-37158.6928 167970.850500001,-37153.4741 167980.9592,-37116.0742 168034.745300001,-37116.0588 168034.7357)))","775","167284","13121003506","13","1312","131210","131210035","035","06","03506","13121003506","1","11",11A,51,51,0,51,48,3,31,14,4,0,2,43,54,54,31,23,10,11,18,12,31,20,11,18,4,64,31,33,5,2,38,19,609.15257872805,17447.2590493274
"MULTIPOLYGON (((-40026.6624 168044.783199999,-40017.9417 168036.579700001,-40017.4207 168034.7567,-40016.1823 167990.093599999,-40015.5921 167971.5743,-40027.4073 167950.5329,-40044.0987 167961.5922,-40062.3611 167979.8621,-40065.5181 167990.011600001,-40066.1941 167999.259199999,-40071.965 168007.218800001,-40030.3753 168051.3168,-40026.6624 168044.783199999)))","776","167285","13121001105","13","1312","131210","131210011","011","05","01105","13121001105","1","11",11A,13,13,0,13,13,0,0,13,0,0,0,4,15,15,11,4,3,6,4,4,11,9,2,6,1,20,8,12,0,1,9,10,244.928604207324,3533.69166604881
"MULTIPOLYGON (((-43341.696 168012.2963,-43324.2652 168038.067,-43326.155 168028.8344,-43326.385 168022.3727,-43322.897 168009.1963,-43317.9351 168002.208699999,-43309.4884 167990.817299999,-43288.3441 167965.425799999,-43250.6913 167916.6927,-43236.7708 167901.4626,-43224.0003 167893.2952,-43204.3551 167885.5099,-43195.8185 167882.9871,-43187.6318 167881.342399999,-43166.5827 167881.014799999,-43147.6396 167882.77,-43139.068 167884.984099999,-43085.2644 167889.1099,-43081.7096 167889.382,-43068.2192 167892.4551,-43057.9357 167895.395199999,-43043.4014 167900.9312,-43053.1779 167887.2466,-43060.9245 167881.901699999,-43071.6479 167876.5847,-43077.8416 167874.6437,-43086.7262 167873.7796,-43111.0351 167870.2663,-43130.9192 167867.865,-43149.9803 167865.322799999,-43209.5235 167849.611300001,-43236.0553 167843.836100001,-43272.9566 167834.5338,-43372.3189 167809.484,-43448.0574 167791.938300001,-43470.5173 167785.9102,-43524.1878 167771.5088,-43573.2365 167760.644400001,-43604.835 167750.529200001,-43611.9517 167747.881200001,-43617.8844 167745.2092,-43650.9628 167731.408199999,-43660.7533 167725.1753,-43704.613 167685.586200001,-43714.4385 167683.4801,-43720.7442 167682.771,-43740.8095 167703.2037,-43777.1773 167743.2073,-43785.198 167755.284600001,-43787.566 167761.795299999,-43790.5249 167769.4889,-43796.6957 167775.998500001,-43797.6296 167772.843699999,-43798.8156 167769.774800001,-43800.2445 167766.810900001,-43801.9084 167763.973,-43803.7963 167761.278,-43805.8951 167758.745100001,-43808.192 167756.3892,-43810.0069 167754.805199999,-43810.6709 167754.226199999,-43813.5727 167752.0973,-43816.6516 167750.2333,-43819.8834 167748.6483,-43823.2423 167747.3543,-43826.7021 167746.363299999,-43830.2359 167745.680199999,-43833.8168 167745.312200001,-43837.4156 167745.2611,-43841.0045 167745.529,-43844.5563 167746.1119,-43848.0422 167747.005799999,-43851.436 167748.204700001,-43854.4269 167749.5546,-43857.2998 167751.1415,-43859.8367 167752.8114,-43862.2426 167754.665200001,-43869.138 167761.8127,-43872.3178 167768.5067,-43870.5518 167769.114399999,-43834.8865 167782.8654,-43797.5707 167797.252800001,-43700.9956 167834.4879,-43665.5047 167849.7974,-43627.807 167866.058800001,-43599.3083 167886.736500001,-43587.7087 167895.152799999,-43572.9385 167905.8696,-43564.997 167911.7115,-43522.6099 167942.8904,-43494.3781 167963.474,-43492.0439 167965.175799999,-43447.7622 167997.4614,-43418.9993 168019.827,-43377.7788 168051.8795,-43341.696 168012.2963)))","777","167286","13121103311","13","1312","131211","131211033","033","11","03311","13121103311","1","11",11A,3,3,0,3,3,0,0,3,0,0,0,1,3,3,3,0,0,2,2,1,3,1,2,2,1,8,3,5,2,0,3,3,1971.67209418111,93110.1712285747
