OBJECTID_1,OBJECTID,DTMN11,FR11,SEC11,SS11,BGRI11,LUG11,LUG11DESIG,OBJECTID_12,ANO,GEO_COD,GEO_COD_DSG,NIVEL,NIVEL_DSG,N_EDIFICIOS_CLASSICOS,N_EDIFICIOS_CLASSICOS_1OU2,N_EDIFICIOS_CLASSICOS_ISOLADOS,N_EDIFICIOS_CLASSICOS_GEMIN,N_EDIFICIOS_CLASSICOS_EMBANDA,N_EDIFICIOS_CLASSICOS_3OUMAIS,N_EDIFICIOS_CLASSICOS_OUTROS,N_EDIFICIOS_EXCLUSIV_RESID,N_EDIFICIOS_PRINCIPAL_RESID,N_EDIFICIOS_PRINCIP_NAO_RESID,N_EDIFICIOS_1OU2_PISOS,N_EDIFICIOS_3OU4_PISOS,F_N_EDIFICIOS_5OU_MAIS_PISOS,N_EDIFICIOS_CONSTR_ANTES_1919,N_EDIFICIOS_CONSTR_1919A1945,N_EDIFICIOS_CONSTR_1946A1960,N_EDIFICIOS_CONSTR_1961A1970,N_EDIFICIOS_CONSTR_1971A1980,N_EDIFICIOS_CONSTR_1981A1990,N_EDIFICIOS_CONSTR_1991A1995,N_EDIFICIOS_CONSTR_1996A2000,N_EDIFICIOS_CONSTR_2001A2005,N_EDIFICIOS_CONSTR_2006A2011,N_EDIFICIOS_ESTRUT_BETAO,N_EDIFICIOS_ESTRUT_COM_PLACA,N_EDIFICIOS_ESTRUT_SEM_PLACA,N_EDIFICIOS_ESTRUT_ADOBE_PEDRA,N_EDIFICIOS_ESTRUT_OUTRA,N_ALOJAMENTOS,N_ALOJAMENTOS_FAMILIARES,N_ALOJAMENTOS_FAM_CLASSICOS,N_ALOJAMENTOS_FAM_N_CLASSICOS,N_ALOJAMENTOS_COLECTIVOS,N_CLASSICOS_RES_HABITUAL,N_ALOJAMENTOS_RES_HABITUAL,N_ALOJAMENTOS_VAGOS,N_RES_HABITUAL_COM_AGUA,N_RES_HABITUAL_COM_RETRETE,N_RES_HABITUAL_COM_ESGOTOS,N_RES_HABITUAL_COM_BANHO,N_RES_HABITUAL_AREA_50,N_RES_HABITUAL_AREA_50_100,N_RES_HABITUAL_AREA_100_200,N_RES_HABITUAL_AREA_200,N_RES_HABITUAL_1_2_DIV,N_RES_HABITUAL_3_4_DIV,N_RES_HABITUAL_ESTAC_1,N_RES_HABITUAL_ESTAC_2,N_RES_HABITUAL_ESTAC_3,N_RES_HABITUAL_PROP_OCUP,N_RES_HABITUAL_ARREND,N_FAMILIAS_CLASSICAS,N_FAMILIAS_INSTITUCIONAIS,N_FAMILIAS_CLASSICAS_1OU2_PESS,N_FAMILIAS_CLASSICAS_3OU4_PESS,N_FAMILIAS_CLASSICAS_NPES65,N_FAMILIAS_CLASSICAS_NPES14,N_FAMILIAS_CLASSIC_SEM_DESEMP,N_FAMILIAS_CLASSIC_1DESEMPREG,N_FAMILIAS_CLASS_2MAIS_DESEMP,N_NUCLEOS_FAMILIARES,N_NUCLEOS_1FILH_NAO_CASADO,N_NUCLEOS_2FILH_NAO_CASADO,N_NUCLEOS_FILH_INF_6ANOS,N_NUCLEOS_FILH_INF_15ANOS,N_NUCLEOS_FILH_MAIS_15ANOS,N_INDIVIDUOS_PRESENT,N_INDIVIDUOS_PRESENT_H,N_INDIVIDUOS_PRESENT_M,N_INDIVIDUOS_RESIDENT,N_INDIVIDUOS_RESIDENT_H,N_INDIVIDUOS_RESIDENT_M,N_INDIVIDUOS_RESIDENT_0A4,N_INDIVIDUOS_RESIDENT_5A9,N_INDIVIDUOS_RESIDENT_10A13,N_INDIVIDUOS_RESIDENT_14A19,N_INDIVIDUOS_RESIDENT_15A19,N_INDIVIDUOS_RESIDENT_20A24,N_INDIVIDUOS_RESIDENT_20A64,N_INDIVIDUOS_RESIDENT_25A64,N_INDIVIDUOS_RESIDENT_65,N_INDIVIDUOS_RESIDENT_H_0A4,N_INDIVIDUOS_RESIDENT_H_5A9,N_INDIVIDUOS_RESIDENT_H_10A13,N_INDIVIDUOS_RESIDENT_H_14A19,N_INDIVIDUOS_RESIDENT_H_15A19,N_INDIVIDUOS_RESIDENT_H_20A24,N_INDIVIDUOS_RESIDENT_H_20A64,N_INDIVIDUOS_RESIDENT_H_25A64,N_INDIVIDUOS_RESIDENT_H_65,N_INDIVIDUOS_RESIDENT_M_0A4,N_INDIVIDUOS_RESIDENT_M_5A9,N_INDIVIDUOS_RESIDENT_M_10A13,N_INDIVIDUOS_RESIDENT_M_14A19,N_INDIVIDUOS_RESIDENT_M_15A19,N_INDIVIDUOS_RESIDENT_M_20A24,N_INDIVIDUOS_RESIDENT_M_20A64,N_INDIVIDUOS_RESIDENT_M_25A64,N_INDIVIDUOS_RESIDENT_M_65,N_INDIV_RESIDENT_N_LER_ESCRV,N_IND_RESIDENT_FENSINO_1BAS,N_IND_RESIDENT_FENSINO_2BAS,N_IND_RESIDENT_FENSINO_3BAS,N_IND_RESIDENT_FENSINO_SEC,N_IND_RESIDENT_FENSINO_POSSEC,N_IND_RESIDENT_FENSINO_SUP,N_IND_RESIDENT_ENSINCOMP_1BAS,N_IND_RESIDENT_ENSINCOMP_2BAS,N_IND_RESIDENT_ENSINCOMP_3BAS,N_IND_RESIDENT_ENSINCOMP_SEC,N_IND_RESIDENT_ENSINCOMP_POSEC,N_IND_RESIDENT_ENSINCOMP_SUP,N_IND_RESID_DESEMP_PROC_1EMPRG,N_IND_RESID_DESEMP_PROC_EMPRG,N_IND_RESID_EMPREGADOS,N_IND_RESID_PENS_REFORM,N_IND_RESID_SEM_ACT_ECON,N_IND_RESID_EMPREG_SECT_PRIM,N_IND_RESID_EMPREG_SECT_SEQ,N_IND_RESID_EMPREG_SECT_TERC,N_IND_RESID_ESTUD_MUN_RESID,N_IND_RESID_TRAB_MUN_RESID
"1","1622","1312","03","023","03","13120302303","007437",Porto,"199611","2011","13120302303",,"8",Subsecção,"29","28","4","14","10","1","0","29","0","0","26","3","0","4","23","0","0","0","0","0","0","0","2","1","0","28","0","0","31","31","31","0","0","17","17","14","17","17","17","17","2","8","7","0","1","8","6","2","1","11","5","17","0","11","6","10","0","16","1","0","13","4","2","0","0","6","37","15","22","38","14","24","0","0","0","2","2","1","20","19","16","0","0","0","0","0","0","7","7","7","0","0","0","2","2","1","13","12","9","2","0","0","0","3","0","2","12","2","6","5","0","10","0","1","15","17","22","1","2","12","3","11"
"2","1623","1312","03","011","07","13120301107","007437",Porto,"199535","2011","13120301107",,"8",Subsecção,"36","28","4","14","10","8","0","31","5","0","20","15","1","0","2","11","4","13","6","0","0","0","0","33","2","0","1","0","72","72","72","0","0","55","55","11","55","55","55","55","7","30","14","4","1","22","15","5","0","33","20","57","0","29","22","16","15","43","13","1","50","23","7","5","15","26","145","68","77","152","75","77","3","7","6","16","13","9","98","89","22","1","5","1","7","7","3","49","46","12","2","2","5","9","6","6","49","43","10","1","6","5","7","6","0","11","36","26","34","22","4","15","1","14","54","32","64","0","8","46","33","43"
"3","1624","1312","03","008","04","13120300804","007437",Porto,"199513","2011","13120300804",,"8",Subsecção,"9","9","0","3","6","0","0","9","0","0","7","2","0","0","0","4","2","0","0","1","2","0","0","0","0","0","9","0","9","9","9","0","0","7","7","0","7","7","7","7","0","4","3","0","0","0","3","3","0","7","0","7","0","6","0","6","0","7","0","0","5","0","0","0","0","1","13","8","5","15","9","6","0","0","0","0","0","0","6","6","9","0","0","0","0","0","0","4","4","5","0","0","0","0","0","0","2","2","4","0","0","0","0","0","0","1","3","3","3","3","0","3","0","0","2","10","13","0","2","0","1","1"
"4","1625","1312","03","018","05","13120301805","007437",Porto,"199575","2011","13120301805",,"8",Subsecção,"5","5","2","3","0","0","0","5","0","0","5","0","0","0","2","0","0","3","0","0","0","0","0","3","1","1","0","0","5","5","5","0","0","5","5","0","5","5","5","5","1","2","2","0","0","1","2","0","0","4","1","5","0","4","1","4","1","5","0","0","3","1","0","0","1","0","11","6","5","11","6","5","0","0","1","0","0","0","4","4","6","0","0","1","0","0","0","2","2","3","0","0","0","0","0","0","2","2","3","0","1","0","0","0","0","1","3","1","2","1","0","2","0","0","4","6","6","0","0","4","2","3"
"5","1626","1312","03","034","03","13120303403","007437",Porto,"199660","2011","13120303403",,"8",Subsecção,"17","0","0","0","0","17","0","17","0","0","0","17","0","0","0","0","0","8","5","4","0","0","0","17","0","0","0","0","140","139","139","0","1","132","132","4","132","132","132","131","19","96","16","1","2","67","11","0","1","48","81","132","1","65","54","48","25","97","28","7","120","59","17","12","24","62","370","155","215","376","157","219","14","9","8","24","20","23","262","239","59","9","3","3","8","8","9","114","105","20","5","6","5","16","12","14","148","134","39","28","7","7","15","13","2","8","131","60","67","34","2","13","9","34","133","100","165","1","23","109","56","93"
"6","1627","1312","03","034","04","13120303404","007437",Porto,"199661","2011","13120303404",,"8",Subsecção,"2","0","0","0","0","2","0","1","1","0","1","1","0","0","0","1","0","0","1","0","0","0","0","2","0","0","0","0","16","16","16","0","0","11","11","2","11","11","11","11","2","8","1","0","1","6","1","0","0","1","10","11","0","6","4","2","3","5","4","2","9","3","2","1","3","4","27","13","14","27","13","14","0","3","1","3","3","1","17","16","3","0","2","1","1","1","0","7","7","2","0","1","0","2","2","1","10","9","1","1","2","1","1","1","0","0","9","3","6","5","0","0","2","6","8","4","7","0","1","7","5","3"
"7","1628","1312","03","008","01","13120300801","007437",Porto,"199510","2011","13120300801",,"8",Subsecção,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8","1629","1312","03","015","03","13120301503","007437",Porto,"199555","2011","13120301503",,"8",Subsecção,"10","10","0","10","0","0","0","10","0","0","10","0","0","0","1","1","3","0","2","1","0","1","1","8","2","0","0","0","10","10","10","0","0","6","6","4","6","6","6","6","0","3","2","1","0","1","1","5","0","4","1","6","0","3","3","2","1","6","0","0","6","1","2","0","1","2","16","7","9","17","8","9","0","1","1","0","0","1","12","11","3","0","0","0","0","0","0","7","7","1","0","1","1","0","0","1","5","4","2","0","1","1","0","0","0","1","3","0","2","7","0","3","0","0","6","4","9","0","0","6","3","2"
"9","1760","1312","11","053","03","13121105303","007437",Porto,"200912","2011","13121105303",,"8",Subsecção,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10","7692","1312","11","009","01","13121100901","007437",Porto,"200735","2011","13121100901",,"8",Subsecção,"14","0","0","0","0","13","1","11","2","1","0","0","14","0","0","0","0","8","0","0","0","3","3","12","2","0","0","0","354","353","353","0","1","282","282","35","282","282","282","282","9","85","185","3","2","126","148","19","5","217","50","282","0","147","122","58","73","230","46","6","214","89","56","40","76","97","676","293","383","708","309","399","38","32","23","57","45","45","481","436","77","18","13","10","28","21","19","205","186","35","20","19","13","29","24","26","276","250","42","2","25","13","34","32","3","47","55","69","103","166","5","223","15","43","345","94","200","1","35","309","156","253"
"11","7828","1312","11","006","02","13121100602","007437",Porto,"200723","2011","13121100602",,"8",Subsecção,"12","9","4","5","0","3","0","12","0","0","8","4","0","0","0","4","0","1","6","1","0","0","0","12","0","0","0","0","20","20","20","0","0","15","15","2","15","15","15","14","1","1","10","3","0","1","6","8","0","9","6","15","0","9","5","10","3","12","3","0","13","6","0","2","3","3","37","15","22","37","15","22","1","1","1","2","2","0","18","18","14","1","0","1","1","1","0","6","6","6","0","1","0","1","1","0","12","12","8","0","0","1","1","1","0","1","10","7","6","2","0","8","2","1","10","14","21","0","1","9","4","9"
"12","7832","1312","11","012","01","13121101201","007437",Porto,"200747","2011","13121101201",,"8",Subsecção,"11","0","0","0","0","11","0","9","2","0","0","0","11","0","0","0","0","6","0","4","1","0","0","11","0","0","0","0","342","342","342","0","0","286","286","35","286","286","286","286","7","137","142","0","2","149","235","13","1","232","34","286","0","160","120","62","59","242","38","6","219","102","41","25","57","101","675","300","375","685","307","378","23","27","18","39","34","34","495","461","83","13","15","10","18","17","15","222","207","29","10","12","8","21","17","19","273","254","54","12","24","8","22","29","3","33","130","65","124","135","12","146","13","40","327","130","232","1","40","286","118","225"
"13","8098","1312","10","027","01","13121002701","007437",Porto,"200495","2011","13121002701",,"8",Subsecção,"9","2","2","0","0","7","0","8","1","0","2","0","7","0","0","0","0","0","3","0","0","0","6","7","0","0","2","0","341","341","341","0","0","118","118","105","118","118","118","118","19","75","22","2","8","89","103","12","3","28","88","120","0","100","19","4","20","109","10","1","62","18","5","14","20","5","456","245","211","215","107","108","16","7","3","4","4","18","179","161","6","8","5","3","2","2","9","87","78","2","8","2","0","2","2","9","92","83","4","0","7","1","4","3","0","33","5","5","16","31","3","132","1","11","158","8","19","1","15","142","44","93"
"14","8099","1312","10","029","01","13121002901","007437",Porto,"200499","2011","13121002901",,"8",Subsecção,"8","0","0","0","0","8","0","3","5","0","0","0","8","0","0","0","0","0","0","0","0","0","8","8","0","0","0","0","199","199","199","0","0","80","80","96","80","80","80","80","3","41","36","0","4","55","42","34","4","57","21","81","0","71","9","3","9","75","6","0","43","8","2","5","9","3","148","75","73","141","71","70","5","1","2","5","4","10","122","112","6","3","0","1","4","4","3","60","57","3","2","1","1","1","0","7","62","55","3","0","1","0","5","5","0","23","1","7","9","22","1","94","3","3","107","4","19","0","20","87","28","66"
"15","8100","1312","07","008","01","13120700801","007437",Porto,"200247","2011","13120700801",,"8",Subsecção,"54","31","4","0","27","23","0","27","26","1","30","14","10","23","13","8","3","2","4","1","0","0","0","25","1","5","1","22","180","179","179","0","1","97","97","45","97","97","97","95","25","32","38","2","8","41","11","2","1","42","46","99","0","73","23","38","14","87","11","1","50","17","10","6","13","19","299","115","184","199","86","113","5","3","10","10","9","13","116","103","55","3","1","4","6","5","8","53","45","19","2","2","6","4","4","5","63","58","36","5","5","6","8","7","0","20","49","24","25","34","3","40","1","12","76","61","91","0","13","63","42","58"
"16","8101","1312","07","010","01","13120701001","007437",Porto,"200249","2011","13120701001",,"8",Subsecção,"7","0","0","0","0","7","0","7","0","0","0","7","0","0","0","0","0","0","0","0","0","0","7","7","0","0","0","0","54","54","54","0","0","54","54","0","54","54","54","54","6","40","8","0","2","26","19","6","1","1","53","54","0","24","25","22","14","39","14","1","48","20","9","8","15","21","159","76","83","158","76","82","8","8","4","10","9","7","99","92","29","4","8","2","8","7","4","44","40","10","4","0","2","2","2","3","55","52","19","5","4","3","11","2","0","0","71","21","22","11","0","7","1","16","52","40","68","0","12","40","30","39"
"17","8102","1312","07","009","01","13120700901","007437",Porto,"200248","2011","13120700901",,"8",Subsecção,"13","2","1","1","0","11","0","9","2","2","1","4","8","2","2","1","0","0","0","3","1","4","0","9","0","2","0","2","284","282","282","0","2","127","127","50","127","127","127","127","14","51","51","11","4","71","74","38","10","87","21","135","0","101","32","35","27","126","9","0","75","24","16","16","27","15","254","124","130","265","133","132","17","11","10","7","6","5","175","170","45","10","8","3","6","5","3","81","78","25","7","3","7","1","1","2","94","92","20","1","7","4","7","4","0","20","13","12","18","22","3","165","1","8","134","56","83","0","7","127","50","107"
"18","8104","1312","04","038","03","13120403803","007437",Porto,"199876","2011","13120403803",,"8",Subsecção,"31","18","0","1","17","10","3","22","9","0","11","18","2","2","11","1","8","8","1","0","0","0","0","9","20","2","0","0","100","98","98","0","2","49","49","46","48","47","48","46","5","31","12","1","4","27","7","1","0","18","31","50","1","40","9","20","5","43","7","0","39","6","5","1","5","7","129","68","61","113","51","62","5","6","3","2","2","1","66","65","31","2","4","2","2","2","1","29","28","12","3","2","1","0","0","0","37","37","19","1","5","2","2","2","0","10","28","6","16","16","1","33","1","6","45","41","47","0","5","40","17","29"
"19","8105","1312","11","056","01","13121105601","007437",Porto,"200921","2011","13121105601",,"8",Subsecção,"8","0","0","0","0","8","0","4","4","0","0","0","8","0","0","0","0","7","1","0","0","0","0","8","0","0","0","0","417","417","417","0","0","308","308","48","308","308","308","308","7","66","161","74","4","72","183","99","17","230","45","312","0","201","95","136","56","285","25","2","194","71","46","22","56","93","672","301","371","699","312","387","20","32","31","51","44","38","382","344","183","9","11","16","32","28","14","168","154","76","11","21","15","19","16","24","214","190","107","2","26","17","20","32","1","65","35","48","74","144","14","323","9","20","289","149","291","1","34","254","156","210"
"20","8106","1312","11","060","04","13121106004","007437",Porto,"200932","2011","13121106004",,"8",Subsecção,"3","0","0","0","0","3","0","3","0","0","0","0","3","0","0","0","3","0","0","0","0","0","0","3","0","0","0","0","49","49","49","0","0","44","44","4","44","44","44","44","0","2","18","24","0","4","17","22","4","39","2","44","0","24","15","25","8","40","4","0","34","8","6","1","8","18","117","49","68","117","51","66","2","2","6","7","5","14","62","48","38","1","2","1","2","2","5","29","24","16","1","0","5","5","3","9","33","24","22","0","2","3","5","4","0","15","8","10","11","29","0","54","1","3","43","29","58","0","4","39","28","30"
"21","8107","1312","11","057","02","13121105702","007437",Porto,"200923","2011","13121105702",,"8",Subsecção,"46","28","3","25","0","18","0","44","2","0","0","38","8","0","0","15","9","15","7","0","0","0","0","46","0","0","0","0","142","142","142","0","0","126","126","10","126","126","126","124","0","9","91","26","0","9","67","37","5","89","31","127","0","65","54","75","28","118","8","1","98","37","24","17","28","42","318","138","180","326","142","184","20","15","8","21","19","15","154","139","108","10","7","2","9","8","8","71","63","43","10","8","6","12","11","7","83","76","65","2","10","3","9","12","0","19","20","17","53","57","3","134","0","10","115","97","156","1","20","94","55","83"
"22","8108","1312","06","025","03","13120602503","007437",Porto,"200148","2011","13120602503",,"8",Subsecção,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23","8130","1312","06","026","02","13120602602","007437",Porto,"200155","2011","13120602602",,"8",Subsecção,"10","0","0","0","0","10","0","9","1","0","0","0","10","0","0","0","0","0","0","4","0","4","2","10","0","0","0","0","241","241","241","0","0","182","182","35","182","182","182","182","0","14","160","8","0","63","56","106","16","159","12","182","0","94","82","18","75","168","11","3","127","48","41","51","74","26","442","196","246","452","200","252","58","36","16","18","14","14","298","284","26","29","14","7","5","4","5","134","129","11","29","22","9","13","10","9","164","155","15","0","28","6","12","10","0","27","14","17","28","51","2","241","7","10","255","37","66","1","39","215","102","167"
"24","9503","1312","05","012","11","13120501211","007437",Porto,"199976","2011","13120501211",,"8",Subsecção,"9","8","8","0","0","1","0","8","1","0","4","5","0","0","0","8","0","0","0","0","0","0","1","2","7","0","0","0","13","13","13","0","0","6","6","5","6","6","6","6","0","0","4","2","0","0","0","1","0","3","2","6","0","4","1","4","1","5","1","0","4","0","2","0","1","1","13","6","7","15","7","8","0","0","2","1","1","1","8","7","4","0","0","1","0","0","0","3","3","3","0","0","1","1","1","1","5","4","1","0","1","0","1","1","0","1","4","2","3","3","0","2","0","1","4","6","8","0","0","4","4","2"
"25","9504","1312","07","011","04","13120701104","007437",Porto,"200255","2011","13120701104",,"8",Subsecção,"23","20","9","2","9","3","0","21","0","2","16","6","1","20","0","0","0","0","0","0","2","1","0","3","0","6","7","7","37","36","36","0","1","24","24","9","24","24","24","24","3","10","6","5","1","7","8","1","2","18","5","33","0","23","8","9","5","25","8","0","18","7","3","4","5","7","68","37","31","68","35","33","4","2","1","4","3","6","47","41","10","3","1","0","2","1","3","26","23","3","1","1","1","2","2","3","21","18","7","2","1","0","2","2","0","8","13","4","8","16","1","18","3","5","25","12","27","0","2","23","15","18"
"26","9505","1312","05","015","02","13120501502","007437",Porto,"199994","2011","13120501502",,"8",Subsecção,"47","44","0","0","44","3","0","47","0","0","44","2","1","0","18","27","1","0","1","0","0","0","0","1","0","46","0","0","68","68","68","0","0","58","58","8","58","58","58","57","8","19","25","6","1","20","14","4","1","22","31","58","0","41","15","34","6","54","3","1","35","10","7","1","6","15","106","42","64","121","46","75","1","5","2","7","7","7","59","52","47","1","3","0","2","2","2","24","22","16","0","2","2","5","5","5","35","30","31","3","5","1","1","4","0","7","26","12","22","21","2","19","2","3","38","46","70","0","2","36","16","32"
"27","9506","1312","05","015","03","13120501503","007437",Porto,"199995","2011","13120501503",,"8",Subsecção,"31","27","1","0","26","4","0","31","0","0","29","2","0","0","0","21","5","3","2","0","0","0","0","0","2","29","0","0","50","50","50","0","0","37","37","9","36","36","37","35","5","12","13","7","2","13","10","3","1","16","18","37","0","26","8","15","5","32","5","0","24","8","3","1","6","7","84","42","42","83","43","40","2","2","4","5","4","2","47","45","23","2","2","4","2","2","2","22","20","11","0","0","0","3","2","0","25","25","12","0","3","1","3","3","1","2","15","8","10","17","2","26","0","5","33","24","36","0","4","29","14","25"
"28","9507","1312","07","011","03","13120701103","007437",Porto,"200254","2011","13120701103",,"8",Subsecção,"12","8","0","1","7","4","0","10","0","2","9","3","0","11","1","0","0","0","0","0","0","0","0","0","0","0","12","0","21","20","20","0","1","12","12","7","12","12","12","11","7","3","1","1","3","5","0","0","0","2","9","34","0","32","2","12","1","31","3","0","6","3","0","0","0","3","65","45","20","43","28","15","0","0","1","2","2","8","25","17","15","0","0","0","2","2","8","20","12","6","0","0","1","0","0","0","5","5","9","2","1","1","0","1","0","13","10","1","3","13","1","11","0","3","10","16","29","0","0","10","16","10"
"29","9508","1312","06","029","06","13120602906","007437",Porto,"200174","2011","13120602906",,"8",Subsecção,"11","11","0","11","0","0","0","11","0","0","11","0","0","0","9","2","0","0","0","0","0","0","0","1","10","0","0","0","11","11","11","0","0","10","10","1","10","10","10","10","0","4","6","0","0","2","7","1","0","9","1","10","0","3","6","6","2","7","3","0","9","4","3","1","2","6","28","13","15","30","14","16","1","1","0","3","3","2","17","15","8","1","1","0","1","1","1","8","7","3","0","0","0","2","2","1","9","8","5","1","1","0","1","2","0","3","4","4","5","5","1","8","1","2","11","8","14","0","0","11","6","10"
"30","9509","1312","06","025","06","13120602506","007437",Porto,"200151","2011","13120602506",,"8",Subsecção,"45","42","2","3","37","2","1","45","0","0","43","2","0","12","28","4","1","0","0","0","0","0","0","0","14","29","2","0","54","54","54","0","0","41","41","11","41","41","41","37","17","18","6","0","1","27","1","0","0","13","27","42","0","24","15","20","10","33","7","2","32","16","3","5","11","11","99","51","48","103","55","48","6","5","4","3","3","7","57","50","28","4","3","2","1","1","4","33","29","12","2","2","2","2","2","3","24","21","16","2","4","4","1","2","0","1","46","14","17","3","1","1","3","9","26","30","50","0","6","20","11","19"
"31","9510","1312","06","029","05","13120602905","007437",Porto,"200173","2011","13120602905",,"8",Subsecção,"26","26","0","19","7","0","0","24","2","0","26","0","0","0","23","1","0","0","0","0","2","0","0","5","21","0","0","0","27","27","27","0","0","20","20","7","20","20","20","19","4","7","7","2","2","7","7","0","1","16","4","20","0","13","7","12","3","18","2","0","12","5","3","2","3","6","42","19","23","43","20","23","1","1","1","2","2","1","20","19","18","0","1","0","1","1","0","9","9","9","1","0","1","1","1","1","11","10","9","2","0","0","1","3","0","1","12","5","7","1","1","11","0","2","10","21","28","0","3","7","7","5"
"32","9511","1312","07","013","01","13120701301","007437",Porto,"200261","2011","13120701301",,"8",Subsecção,"34","16","0","0","16","18","0","24","9","1","9","14","11","17","3","1","2","3","3","0","0","0","5","11","2","21","0","0","272","272","272","0","0","175","175","10","174","174","175","174","11","87","68","9","6","103","78","15","4","94","63","175","0","138","36","49","24","159","16","0","94","32","10","14","24","21","322","138","184","337","142","195","11","12","5","4","3","18","217","199","88","3","5","3","3","2","7","100","93","28","8","7","2","1","1","11","117","106","60","2","13","1","5","2","0","36","36","25","31","50","3","161","3","13","157","82","135","0","15","142","54","106"
"33","9512","1312","07","007","10","13120700710","007437",Porto,"200246","2011","13120700710",,"8",Subsecção,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"34","9513","1312","05","011","05","13120501105","007437",Porto,"199962","2011","13120501105",,"8",Subsecção,"10","9","0","0","9","1","0","10","0","0","9","1","0","0","10","0","0","0","0","0","0","0","0","10","0","0","0","0","14","14","14","0","0","11","11","3","11","11","11","9","4","4","2","1","1","7","2","0","1","5","5","11","0","7","4","7","1","8","3","0","8","3","1","0","1","3","23","12","11","25","13","12","0","0","0","1","0","0","14","14","10","0","0","0","0","0","0","8","8","5","0","0","0","1","0","0","6","6","5","5","0","0","2","2","0","1","7","3","4","2","0","4","0","3","7","12","14","0","4","3","5","6"
"35","9514","1312","05","012","10","13120501210","007437",Porto,"199975","2011","13120501210",,"8",Subsecção,"2","1","1","0","0","1","0","2","0","0","1","1","0","1","0","0","0","1","0","0","0","0","0","1","0","1","0","0","6","6","6","0","0","2","2","1","2","2","2","2","0","0","2","0","0","0","0","0","0","2","0","2","0","1","1","2","0","2","0","0","2","1","0","0","0","1","6","2","4","5","2","3","0","0","0","0","0","0","2","2","3","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","1","1","2","0","0","0","0","0","0","0","0","0","1","0","0","4","0","0","2","3","3","0","0","2","0","0"
"36","9515","1312","05","014","08","13120501408","007437",Porto,"199989","2011","13120501408",,"8",Subsecção,"29","26","3","2","21","3","0","29","0","0","27","2","0","0","23","3","0","1","1","0","1","0","0","8","3","18","0","0","41","41","41","0","0","31","31","6","30","30","30","26","7","15","8","1","2","11","4","5","2","15","13","31","0","25","5","18","2","29","2","0","22","4","0","2","2","5","65","31","34","62","29","33","2","3","0","0","0","1","32","31","25","2","1","0","0","0","1","14","13","12","0","2","0","0","0","0","18","18","13","1","3","0","0","0","1","2","26","5","7","4","0","13","0","2","15","29","40","0","0","15","7","12"
"37","9516","1312","07","001","16","13120700116","007437",Porto,"200214","2011","13120700116",,"8",Subsecção,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
