OBJECTID_1,OBJECTID,DTMN11,FR11,SEC11,SS11,BGRI11,LUG11,LUG11DESIG,OBJECTID_12,ANO,GEO_COD,GEO_COD_DSG,NIVEL,NIVEL_DSG,N_EDIFICIOS_CLASSICOS,N_EDIFICIOS_CLASSICOS_1OU2,N_EDIFICIOS_CLASSICOS_ISOLADOS,N_EDIFICIOS_CLASSICOS_GEMIN,N_EDIFICIOS_CLASSICOS_EMBANDA,N_EDIFICIOS_CLASSICOS_3OUMAIS,N_EDIFICIOS_CLASSICOS_OUTROS,N_EDIFICIOS_EXCLUSIV_RESID,N_EDIFICIOS_PRINCIPAL_RESID,N_EDIFICIOS_PRINCIP_NAO_RESID,N_EDIFICIOS_1OU2_PISOS,N_EDIFICIOS_3OU4_PISOS,F_N_EDIFICIOS_5OU_MAIS_PISOS,N_EDIFICIOS_CONSTR_ANTES_1919,N_EDIFICIOS_CONSTR_1919A1945,N_EDIFICIOS_CONSTR_1946A1960,N_EDIFICIOS_CONSTR_1961A1970,N_EDIFICIOS_CONSTR_1971A1980,N_EDIFICIOS_CONSTR_1981A1990,N_EDIFICIOS_CONSTR_1991A1995,N_EDIFICIOS_CONSTR_1996A2000,N_EDIFICIOS_CONSTR_2001A2005,N_EDIFICIOS_CONSTR_2006A2011,N_EDIFICIOS_ESTRUT_BETAO,N_EDIFICIOS_ESTRUT_COM_PLACA,N_EDIFICIOS_ESTRUT_SEM_PLACA,N_EDIFICIOS_ESTRUT_ADOBE_PEDRA,N_EDIFICIOS_ESTRUT_OUTRA,N_ALOJAMENTOS,N_ALOJAMENTOS_FAMILIARES,N_ALOJAMENTOS_FAM_CLASSICOS,N_ALOJAMENTOS_FAM_N_CLASSICOS,N_ALOJAMENTOS_COLECTIVOS,N_CLASSICOS_RES_HABITUAL,N_ALOJAMENTOS_RES_HABITUAL,N_ALOJAMENTOS_VAGOS,N_RES_HABITUAL_COM_AGUA,N_RES_HABITUAL_COM_RETRETE,N_RES_HABITUAL_COM_ESGOTOS,N_RES_HABITUAL_COM_BANHO,N_RES_HABITUAL_AREA_50,N_RES_HABITUAL_AREA_50_100,N_RES_HABITUAL_AREA_100_200,N_RES_HABITUAL_AREA_200,N_RES_HABITUAL_1_2_DIV,N_RES_HABITUAL_3_4_DIV,N_RES_HABITUAL_ESTAC_1,N_RES_HABITUAL_ESTAC_2,N_RES_HABITUAL_ESTAC_3,N_RES_HABITUAL_PROP_OCUP,N_RES_HABITUAL_ARREND,N_FAMILIAS_CLASSICAS,N_FAMILIAS_INSTITUCIONAIS,N_FAMILIAS_CLASSICAS_1OU2_PESS,N_FAMILIAS_CLASSICAS_3OU4_PESS,N_FAMILIAS_CLASSICAS_NPES65,N_FAMILIAS_CLASSICAS_NPES14,N_FAMILIAS_CLASSIC_SEM_DESEMP,N_FAMILIAS_CLASSIC_1DESEMPREG,N_FAMILIAS_CLASS_2MAIS_DESEMP,N_NUCLEOS_FAMILIARES,N_NUCLEOS_1FILH_NAO_CASADO,N_NUCLEOS_2FILH_NAO_CASADO,N_NUCLEOS_FILH_INF_6ANOS,N_NUCLEOS_FILH_INF_15ANOS,N_NUCLEOS_FILH_MAIS_15ANOS,N_INDIVIDUOS_PRESENT,N_INDIVIDUOS_PRESENT_H,N_INDIVIDUOS_PRESENT_M,N_INDIVIDUOS_RESIDENT,N_INDIVIDUOS_RESIDENT_H,N_INDIVIDUOS_RESIDENT_M,N_INDIVIDUOS_RESIDENT_0A4,N_INDIVIDUOS_RESIDENT_5A9,N_INDIVIDUOS_RESIDENT_10A13,N_INDIVIDUOS_RESIDENT_14A19,N_INDIVIDUOS_RESIDENT_15A19,N_INDIVIDUOS_RESIDENT_20A24,N_INDIVIDUOS_RESIDENT_20A64,N_INDIVIDUOS_RESIDENT_25A64,N_INDIVIDUOS_RESIDENT_65,N_INDIVIDUOS_RESIDENT_H_0A4,N_INDIVIDUOS_RESIDENT_H_5A9,N_INDIVIDUOS_RESIDENT_H_10A13,N_INDIVIDUOS_RESIDENT_H_14A19,N_INDIVIDUOS_RESIDENT_H_15A19,N_INDIVIDUOS_RESIDENT_H_20A24,N_INDIVIDUOS_RESIDENT_H_20A64,N_INDIVIDUOS_RESIDENT_H_25A64,N_INDIVIDUOS_RESIDENT_H_65,N_INDIVIDUOS_RESIDENT_M_0A4,N_INDIVIDUOS_RESIDENT_M_5A9,N_INDIVIDUOS_RESIDENT_M_10A13,N_INDIVIDUOS_RESIDENT_M_14A19,N_INDIVIDUOS_RESIDENT_M_15A19,N_INDIVIDUOS_RESIDENT_M_20A24,N_INDIVIDUOS_RESIDENT_M_20A64,N_INDIVIDUOS_RESIDENT_M_25A64,N_INDIVIDUOS_RESIDENT_M_65,N_INDIV_RESIDENT_N_LER_ESCRV,N_IND_RESIDENT_FENSINO_1BAS,N_IND_RESIDENT_FENSINO_2BAS,N_IND_RESIDENT_FENSINO_3BAS,N_IND_RESIDENT_FENSINO_SEC,N_IND_RESIDENT_FENSINO_POSSEC,N_IND_RESIDENT_FENSINO_SUP,N_IND_RESIDENT_ENSINCOMP_1BAS,N_IND_RESIDENT_ENSINCOMP_2BAS,N_IND_RESIDENT_ENSINCOMP_3BAS,N_IND_RESIDENT_ENSINCOMP_SEC,N_IND_RESIDENT_ENSINCOMP_POSEC,N_IND_RESIDENT_ENSINCOMP_SUP,N_IND_RESID_DESEMP_PROC_1EMPRG,N_IND_RESID_DESEMP_PROC_EMPRG,N_IND_RESID_EMPREGADOS,N_IND_RESID_PENS_REFORM,N_IND_RESID_SEM_ACT_ECON,N_IND_RESID_EMPREG_SECT_PRIM,N_IND_RESID_EMPREG_SECT_SEQ,N_IND_RESID_EMPREG_SECT_TERC,N_IND_RESID_ESTUD_MUN_RESID,N_IND_RESID_TRAB_MUN_RESID
"197","10765","1312","08","004","05","13120800405","007437",Porto,"200297","2011","13120800405",,"8",Subsecção,"8","8","0","0","8","0","0","8","0","0","8","0","0","0","0","8","0","0","0","0","0","0","0","0","8","0","0","0","8","8","8","0","0","6","6","0","6","5","6","5","1","3","2","0","1","1","0","0","0","2","4","6","0","5","1","4","0","6","0","0","3","0","1","0","0","1","10","5","5","11","6","5","0","0","0","1","1","0","5","5","5","0","0","0","1","1","0","2","2","3","0","0","0","0","0","0","3","3","2","0","0","0","1","0","0","0","8","1","0","2","0","0","0","0","5","5","6","0","0","5","1","5"
"198","10766","1312","14","007","05","13121400705","007437",Porto,"201106","2011","13121400705",,"8",Subsecção,"4","4","0","0","4","0","0","4","0","0","4","0","0","0","2","0","0","0","0","0","0","2","0","4","0","0","0","0","4","4","4","0","0","3","3","1","3","3","3","2","2","1","0","0","2","1","0","0","0","2","1","3","0","3","0","2","0","3","0","0","0","0","0","0","0","0","3","0","3","3","0","3","0","0","0","0","0","0","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0"
"199","10767","1312","14","006","03","13121400603","007437",Porto,"201100","2011","13121400603",,"8",Subsecção,"18","14","0","0","14","4","0","18","0","0","14","4","0","18","0","0","0","0","0","0","0","0","0","0","0","18","0","0","30","30","30","0","0","21","21","3","21","21","21","20","12","4","4","1","2","15","0","0","0","5","14","21","0","16","4","9","6","13","8","0","10","6","2","2","5","3","39","14","25","40","15","25","2","1","4","1","1","5","22","17","10","1","0","1","1","1","2","11","9","1","1","1","3","0","0","3","11","8","9","3","0","3","1","0","0","0","17","9","4","2","0","0","3","5","11","10","14","0","7","4","4","6"
"200","10768","1312","08","006","03","13120800603","007437",Porto,"200310","2011","13120800603",,"8",Subsecção,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"201","10769","1312","14","007","04","13121400704","007437",Porto,"201105","2011","13121400704",,"8",Subsecção,"9","9","0","0","9","0","0","9","0","0","9","0","0","4","5","0","0","0","0","0","0","0","0","5","0","4","0","0","9","9","9","0","0","8","8","1","8","7","8","7","6","2","0","0","1","5","0","0","0","3","5","8","0","2","6","5","0","6","2","0","7","3","2","0","0","5","22","10","12","24","12","12","0","0","0","0","0","3","18","15","6","0","0","0","0","0","2","9","7","3","0","0","0","0","0","1","9","8","3","1","0","0","1","2","0","0","11","4","5","2","0","1","1","1","8","7","14","0","1","7","2","5"
"202","10770","1312","08","006","02","13120800602","007437",Porto,"200309","2011","13120800602",,"8",Subsecção,"8","8","4","4","0","0","0","8","0","0","8","0","0","0","1","5","0","1","1","0","0","0","0","5","3","0","0","0","9","9","9","0","0","7","7","1","7","7","7","6","4","2","1","0","2","4","0","0","0","0","7","7","0","4","3","4","3","4","3","0","5","3","0","0","3","0","15","5","10","15","5","10","0","0","3","0","0","0","7","7","5","0","0","1","0","0","0","2","2","2","0","0","2","0","0","0","5","5","3","0","1","2","0","0","0","0","9","2","2","0","0","0","0","3","4","5","5","0","1","3","3","4"
"203","10771","1312","14","007","03","13121400703","007437",Porto,"201104","2011","13121400703",,"8",Subsecção,"14","14","0","0","14","0","0","12","2","0","14","0","0","1","12","0","0","0","0","0","0","0","1","13","0","1","0","0","14","14","14","0","0","12","12","2","12","11","12","11","8","4","0","0","1","10","0","0","0","1","10","12","0","10","2","7","0","10","2","0","6","4","0","0","0","4","21","8","13","21","8","13","0","0","0","0","0","3","13","10","8","0","0","0","0","0","2","6","4","2","0","0","0","0","0","1","7","6","6","0","0","0","1","0","0","0","13","2","2","2","0","1","0","2","7","7","12","0","1","6","1","5"
"204","10772","1312","14","007","02","13121400702","007437",Porto,"201103","2011","13121400702",,"8",Subsecção,"17","17","0","0","17","0","0","17","0","0","17","0","0","1","15","0","0","0","0","0","1","0","0","10","6","1","0","0","17","17","17","0","0","13","13","4","13","10","13","9","6","7","0","0","0","9","0","0","0","2","10","14","0","10","4","8","1","10","4","0","10","2","2","1","1","3","27","11","16","30","13","17","1","0","0","0","0","3","20","17","9","0","0","0","0","0","2","11","9","2","1","0","0","0","0","1","9","8","7","2","0","0","0","0","0","0","19","3","2","2","0","0","0","4","6","13","19","0","0","6","0","5"
"205","10773","1312","14","005","03","13121400503","007437",Porto,"201093","2011","13121400503",,"8",Subsecção,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"206","10774","1312","02","049","01","13120204901","007437",Porto,"199459","2011","13120204901",,"8",Subsecção,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"207","10775","1312","14","005","02","13121400502","007437",Porto,"201092","2011","13121400502",,"8",Subsecção,"65","1","1","0","0","19","45","40","25","0","38","17","10","0","62","2","0","0","0","0","0","0","1","5","43","16","1","0","228","227","225","2","1","87","89","128","87","83","87","80","33","40","14","0","17","50","3","0","0","10","74","99","0","81","13","41","8","84","13","2","49","13","5","4","6","13","184","94","90","183","92","91","4","6","1","7","7","5","109","104","56","3","3","0","4","4","2","62","60","20","1","3","1","3","3","3","47","44","36","9","8","2","1","9","0","3","55","20","39","24","2","14","2","15","54","65","101","0","9","45","23","41"
"208","10776","1312","14","007","01","13121400701","007437",Porto,"201102","2011","13121400701",,"8",Subsecção,"24","24","0","0","24","0","0","24","0","0","24","0","0","12","9","0","0","0","0","0","0","3","0","10","1","13","0","0","24","24","24","0","0","18","18","4","18","18","18","17","7","7","4","0","0","11","0","0","0","3","14","18","0","13","5","7","4","14","4","0","10","5","2","0","4","3","33","12","21","34","13","21","0","2","2","2","1","3","20","17","8","0","1","2","0","0","2","8","6","2","0","1","0","2","1","1","12","11","6","2","2","2","1","1","0","1","12","7","6","3","0","0","1","3","10","10","15","0","0","10","6","8"
"209","10777","1312","08","005","03","13120800503","007437",Porto,"200300","2011","13120800503",,"8",Subsecção,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"210","10778","1312","08","006","01","13120800601","007437",Porto,"200308","2011","13120800601",,"8",Subsecção,"3","2","2","0","0","1","0","1","2","0","3","0","0","0","0","0","0","0","3","0","0","0","0","3","0","0","0","0","5","5","5","0","0","4","4","1","4","4","4","4","0","4","0","0","0","4","0","0","0","0","4","4","0","2","2","0","1","2","1","1","2","0","1","0","0","1","10","8","2","10","8","2","0","0","1","0","0","1","9","8","0","0","0","1","0","0","1","7","6","0","0","0","0","0","0","0","2","2","0","0","0","1","0","1","0","0","6","2","2","0","0","0","1","3","1","3","4","0","0","1","2","1"
"211","10779","1312","15","005","03","13121500503","007437",Porto,"201153","2011","13121500503",,"8",Subsecção,"3","3","1","0","2","0","0","3","0","0","2","1","0","1","2","0","0","0","0","0","0","0","0","0","2","1","0","0","3","3","3","0","0","3","3","0","3","3","3","3","1","1","0","1","0","2","1","0","0","0","2","3","0","2","1","2","0","3","0","0","1","0","0","0","0","0","6","4","2","6","4","2","0","0","0","0","0","0","3","3","3","0","0","0","0","0","0","2","2","2","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","1","0","0","1","0","3","0","0","4","2","2","0","0","4","0","4"
"212","10780","1312","15","005","02","13121500502","007437",Porto,"201152","2011","13121500502",,"8",Subsecção,"28","6","0","0","6","22","0","24","4","0","10","16","2","0","22","2","0","2","0","0","2","0","0","2","26","0","0","0","94","94","94","0","0","36","36","55","36","36","36","33","18","12","6","0","4","25","0","0","0","3","31","36","0","20","14","13","8","31","4","1","23","12","4","4","8","12","82","32","50","83","33","50","4","2","4","1","1","2","56","54","16","1","1","1","0","0","1","26","25","4","3","1","3","1","1","1","30","29","12","3","3","2","2","2","0","0","30","16","10","7","1","6","1","5","35","21","32","0","4","31","12","28"
"213","10781","1312","03","052","12","13120305212","007437",Porto,"199760","2011","13120305212",,"8",Subsecção,"8","8","0","0","8","0","0","8","0","0","8","0","0","7","1","0","0","0","0","0","0","0","0","1","0","7","0","0","8","8","8","0","0","2","2","6","2","2","2","2","2","0","0","0","0","2","0","0","0","0","2","2","0","2","0","1","0","1","1","0","1","0","0","0","0","0","3","2","1","3","2","1","0","0","0","0","0","0","1","1","2","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","2","2","0","0","0","0","0"
"214","10782","1312","02","045","04","13120204504","007437",Porto,"199452","2011","13120204504",,"8",Subsecção,"5","1","1","0","0","0","4","5","0","0","4","1","0","1","0","0","0","0","0","0","0","0","4","0","4","1","0","0","5","5","5","0","0","5","5","0","5","5","5","5","2","1","1","1","0","2","1","0","1","2","3","5","0","0","4","4","2","4","1","0","6","3","1","0","2","3","20","10","10","22","11","11","0","0","2","1","0","2","13","11","6","0","0","1","1","0","2","7","5","2","0","0","1","0","0","0","6","6","4","1","1","2","1","1","0","0","10","2","2","0","0","6","0","1","7","5","11","0","3","4","5","5"
"215","10783","1312","14","006","01","13121400601","007437",Porto,"201098","2011","13121400601",,"8",Subsecção,"29","12","1","0","11","16","1","29","0","0","13","14","2","28","0","1","0","0","0","0","0","0","0","1","0","27","1","0","83","82","82","0","1","64","64","13","61","62","64","55","33","24","7","0","16","40","0","2","0","6","51","66","0","46","18","26","13","50","13","3","42","16","4","6","13","10","140","67","73","143","69","74","8","1","8","4","4","8","86","78","36","3","1","3","1","1","3","43","40","18","5","0","5","3","3","5","43","38","18","11","5","5","5","1","0","0","57","24","21","9","0","4","6","15","36","42","69","0","5","31","21","31"
"216","10784","1312","14","003","02","13121400302","007437",Porto,"201083","2011","13121400302",,"8",Subsecção,"52","35","8","0","27","16","1","50","1","1","35","16","1","43","8","0","0","0","0","0","0","1","0","7","0","22","23","0","115","114","114","0","1","58","58","44","58","54","58","53","19","29","10","0","2","35","0","0","0","12","44","62","0","44","16","29","11","52","10","0","37","15","6","5","11","12","121","50","71","127","54","73","3","8","5","5","4","6","65","59","41","1","7","3","2","2","2","29","27","12","2","1","2","3","2","4","36","32","29","8","5","3","3","2","0","3","39","15","21","19","1","7","0","10","35","47","65","0","7","28","18","28"
"217","10785","1312","03","052","11","13120305211","007437",Porto,"199759","2011","13120305211",,"8",Subsecção,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"218","10786","1312","08","005","02","13120800502","007437",Porto,"200299","2011","13120800502",,"8",Subsecção,"24","18","1","14","3","5","1","24","0","0","12","12","0","0","0","4","11","4","0","0","0","5","0","0","7","17","0","0","43","42","42","0","1","26","26","7","26","26","26","24","12","8","5","1","8","10","1","0","0","4","20","26","0","17","8","15","4","23","3","0","19","9","3","1","4","8","62","28","34","57","25","32","1","1","2","4","3","1","32","31","17","1","1","0","2","1","1","18","17","3","0","0","2","2","2","0","14","14","14","4","1","1","3","2","0","1","20","11","10","1","0","5","1","2","23","21","26","0","5","18","8","12"
"219","10787","1312","02","048","01","13120204801","007437",Porto,"199458","2011","13120204801",,"8",Subsecção,"298","272","6","78","188","26","0","293","3","2","249","49","0","45","232","15","4","1","0","0","0","1","0","19","16","262","1","0","434","434","434","0","0","310","310","75","306","294","307","281","141","130","32","7","53","174","20","2","3","66","230","314","0","227","76","125","56","256","47","11","207","85","27","22","56","72","642","297","345","655","305","350","24","19","28","28","21","40","383","343","173","11","11","15","13","9","19","193","174","62","13","8","13","15","12","21","190","169","111","27","21","18","27","14","0","16","225","108","90","71","1","58","11","58","187","218","321","0","27","160","101","141"
"220","10788","1312","14","001","08","13121400108","007437",Porto,"201076","2011","13121400108",,"8",Subsecção,"23","8","0","0","8","15","0","0","20","3","0","17","6","19","1","0","0","0","0","0","0","3","0","4","0","19","0","0","70","70","70","0","0","17","17","42","17","17","17","17","7","6","4","0","4","8","0","0","0","4","12","18","0","15","2","5","2","12","6","0","11","4","1","0","2","5","36","16","20","37","16","21","0","1","1","4","3","1","26","25","5","0","0","1","1","1","0","13","13","1","0","1","0","3","2","1","13","12","4","2","1","0","3","1","1","2","13","4","5","3","1","7","2","4","10","10","18","0","1","9","7","6"
"221","10789","1312","08","004","04","13120800404","007437",Porto,"200296","2011","13120800404",,"8",Subsecção,"6","2","0","0","2","4","0","6","0","0","2","3","1","0","0","5","0","0","0","0","1","0","0","0","6","0","0","0","29","29","29","0","0","21","21","2","21","21","21","20","4","14","3","0","1","10","0","0","0","5","14","21","0","9","11","6","5","13","8","0","17","6","4","2","5","9","58","27","31","60","28","32","3","0","2","5","4","4","41","37","9","0","0","0","2","2","2","23","21","3","3","0","2","3","2","2","18","16","6","0","1","3","4","5","0","2","18","10","15","5","0","7","3","5","30","8","16","0","8","22","16","22"
"222","10790","1312","02","042","05","13120204205","007437",Porto,"199439","2011","13120204205",,"8",Subsecção,"16","12","0","0","12","4","0","9","7","0","7","6","3","5","6","1","3","1","0","0","0","0","0","7","0","9","0","0","61","61","61","0","0","50","50","8","50","50","50","49","4","36","10","0","1","36","0","1","0","34","12","50","0","37","12","33","7","44","6","0","33","8","6","6","7","9","100","38","62","102","41","61","4","4","2","3","3","1","40","39","49","1","1","2","1","1","0","16","16","20","3","3","0","2","2","1","24","23","29","2","3","0","4","2","0","3","33","11","25","12","1","5","2","4","21","55","65","0","0","21","13","18"
"223","10791","1312","08","003","03","13120800303","007437",Porto,"200290","2011","13120800303",,"8",Subsecção,"19","7","1","0","6","12","0","15","4","0","1","13","5","0","0","5","5","7","2","0","0","0","0","0","6","13","0","0","75","75","75","0","0","39","39","20","39","39","39","39","7","30","2","0","4","28","0","0","0","8","30","40","0","30","10","12","2","35","4","1","18","9","2","1","2","9","68","31","37","70","32","38","2","0","1","3","3","3","50","47","14","1","0","1","1","1","2","25","23","4","1","0","0","2","2","1","25","24","10","0","0","0","2","6","0","5","20","12","11","9","0","15","0","6","34","14","27","0","7","27","12","30"
"224","10792","1312","08","004","03","13120800403","007437",Porto,"200295","2011","13120800403",,"8",Subsecção,"38","33","10","12","11","5","0","38","0","0","33","5","0","0","7","22","6","0","0","0","2","1","0","1","33","0","4","0","65","65","65","0","0","59","59","2","59","53","59","50","19","32","8","0","8","38","0","0","0","12","35","59","0","40","14","26","9","46","9","4","37","14","6","4","11","15","123","56","67","132","62","70","5","4","4","11","10","10","74","64","34","3","3","1","6","6","6","37","31","12","2","1","3","5","4","4","37","33","22","3","3","3","5","7","0","1","59","22","22","8","0","2","6","13","35","43","64","0","7","28","22","29"
"225","10793","1312","14","002","05","13121400205","007437",Porto,"201081","2011","13121400205",,"8",Subsecção,"9","0","0","0","0","3","6","4","3","2","2","5","2","4","4","0","0","0","1","0","0","0","0","0","3","6","0","0","27","26","24","2","1","17","19","7","16","17","16","16","2","11","4","0","2","5","0","0","0","1","16","20","1","12","7","9","3","18","2","0","12","7","1","2","3","7","54","34","20","56","34","22","2","0","2","3","1","2","35","33","14","2","0","1","0","0","1","26","25","5","0","0","1","3","1","1","9","8","9","3","2","2","5","0","0","1","13","13","10","5","0","8","1","6","17","15","26","0","2","15","11","15"
"226","10794","1312","08","005","01","13120800501","007437",Porto,"200298","2011","13120800501",,"8",Subsecção,"30","12","4","6","2","18","0","24","6","0","7","19","4","0","5","2","6","10","1","0","0","0","6","0","12","18","0","0","70","70","70","0","0","39","39","25","38","39","39","36","17","16","5","1","12","21","2","0","0","6","33","41","0","31","9","21","4","32","7","2","18","9","4","1","4","11","76","36","40","76","36","40","2","2","2","4","4","6","41","35","25","1","1","1","2","2","4","21","17","10","1","1","1","2","2","2","20","18","15","4","2","1","3","2","0","2","31","12","10","3","0","9","1","10","25","23","34","0","4","21","9","20"
"227","10795","1312","15","003","05","13121500305","007437",Porto,"201144","2011","13121500305",,"8",Subsecção,"48","10","3","6","1","37","1","33","15","0","5","28","15","25","7","2","3","1","1","0","2","3","4","1","15","27","3","2","202","201","198","3","1","124","127","63","124","124","124","121","58","53","12","1","21","79","2","0","0","3","119","138","0","107","24","49","20","112","22","4","70","27","12","11","19","31","264","130","134","268","136","132","10","12","9","10","9","20","163","143","64","5","8","7","7","6","10","85","75","24","5","4","2","3","3","10","78","68","40","7","9","6","9","7","1","8","91","37","44","23","4","23","5","25","74","71","132","0","13","61","41","57"
"228","10796","1312","15","005","05","13121500505","007437",Porto,"201155","2011","13121500505",,"8",Subsecção,"28","12","0","0","12","15","1","28","0","0","17","11","0","0","21","1","0","0","0","5","0","1","0","0","28","0","0","0","86","85","85","0","1","38","38","28","37","36","37","36","19","10","8","1","6","18","0","1","0","6","32","38","1","25","11","20","5","29","6","3","29","15","4","4","6","14","107","39","68","100","41","59","5","1","3","3","3","5","52","47","36","2","0","2","1","1","3","28","25","8","3","1","1","2","2","2","24","22","28","10","1","2","3","2","0","0","47","11","13","5","0","3","3","9","25","39","54","0","3","22","11","17"
"229","10797","1312","14","004","03","13121400403","007437",Porto,"201088","2011","13121400403",,"8",Subsecção,"29","11","0","0","11","18","0","15","14","0","11","18","0","26","0","0","0","0","0","0","0","0","3","0","2","0","27","0","98","98","98","0","0","26","26","67","26","26","26","23","14","5","6","1","11","10","0","0","0","2","24","26","0","17","9","11","3","18","6","2","16","6","3","1","3","8","55","19","36","56","21","35","1","0","2","5","5","3","34","31","14","0","0","0","2","2","2","13","11","6","1","0","2","3","3","1","21","20","8","8","1","0","5","1","0","1","23","12","4","3","1","2","3","7","14","16","29","0","4","10","8","9"
"230","10798","1312","14","004","02","13121400402","007437",Porto,"201087","2011","13121400402",,"8",Subsecção,"23","9","1","0","8","14","0","11","12","0","9","14","0","23","0","0","0","0","0","0","0","0","0","0","0","0","23","0","68","68","68","0","0","30","30","37","30","30","30","29","9","17","4","0","2","23","0","0","0","8","21","31","0","19","12","15","4","26","5","0","18","7","3","0","4","7","65","28","37","69","31","38","0","1","3","5","4","3","42","39","18","0","0","1","1","1","2","21","19","8","0","1","2","4","3","1","21","20","10","6","3","1","6","2","0","1","25","10","13","4","0","3","1","4","30","18","29","0","2","28","12","22"
"231","10799","1312","02","047","03","13120204703","007437",Porto,"199457","2011","13120204703",,"8",Subsecção,"22","18","2","0","16","4","0","21","1","0","5","17","0","0","19","0","0","3","0","0","0","0","0","3","0","17","2","0","38","38","38","0","0","25","25","11","25","25","25","25","2","11","11","1","0","10","0","1","0","10","15","25","0","17","7","16","4","22","3","0","19","6","1","2","3","5","56","25","31","56","26","30","1","3","1","2","1","1","26","25","23","0","2","1","0","0","1","11","10","12","1","1","0","2","1","0","15","15","11","0","2","1","1","1","0","2","17","2","8","11","0","13","0","3","15","25","32","0","1","14","7","11"
"232","10800","1312","14","001","07","13121400107","007437",Porto,"201075","2011","13121400107",,"8",Subsecção,"8","2","1","0","1","6","0","0","6","2","0","3","5","8","0","0","0","0","0","0","0","0","0","0","0","8","0","0","26","26","26","0","0","1","1","24","1","1","1","1","1","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"233","10801","1312","03","052","10","13120305210","007437",Porto,"199758","2011","13120305210",,"8",Subsecção,"5","5","0","0","5","0","0","5","0","0","1","4","0","5","0","0","0","0","0","0","0","0","0","0","0","5","0","0","5","5","5","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
