wkt_geom	fid	OBJECTID	BGRI2021	DT21	DTMN21	DTMNFR21	DTMNFRSEC21	SECNUM21	SSNUM21	SECSSNUM21	SUBSECCAO	NUTS1	NUTS2	NUTS3	N_EDIFICIOS_CLASSICOS	N_EDIFICIOS_CLASS_CONST_1_OU_2_ALOJ	N_EDIFICIOS_CLASS_CONST_3_OU_MAIS_ALOJAMENTOS	N_EDIFICIOS_EXCLUSIV_RESID	N_EDIFICIOS_1_OU_2_PISOS	N_EDIFICIOS_3_OU_MAIS_PISOS	N_EDIFICIOS_CONSTR_ANTES_1945	N_EDIFICIOS_CONSTR_1946_1980	N_EDIFICIOS_CONSTR_1981_2000	N_EDIFICIOS_CONSTR_2001_2010	N_EDIFICIOS_CONSTR_2011_2021	N_EDIFICIOS_COM_NECESSIDADES_REPARACAO	N_ALOJAMENTOS_TOTAL	N_ALOJAMENTOS_FAMILIARES	N_ALOJAMENTOS_FAM_CLASS_RHABITUAL	N_ALOJAMENTOS_FAM_CLASS_VAGOS_OU_RESID_SECUNDARIA	N_RHABITUAL_ACESSIVEL_CADEIRAS_RODAS	N_RHABITUAL_COM_ESTACIONAMENTO	N_RHABITUAL_PROP_OCUP	N_RHABITUAL_ARRENDADOS	N_AGREGADOS_DOMESTICOS_PRIVADOS	N_ADP_1_OU_2_PESSOAS	N_ADP_3_OU_MAIS_PESSOAS	N_NUCLEOS_FAMILIARES	N_NUCLEOS_FAMILIARES_COM_FILHOS_TENDO_O_MAIS_NOVO_MENOS_DE_25	N_INDIVIDUOS	N_INDIVIDUOS_H	N_INDIVIDUOS_M	N_INDIVIDUOS_0_14	N_INDIVIDUOS_15_24	N_INDIVIDUOS_25_64	N_INDIVIDUOS_65_OU_MAIS	SHAPE_Length	SHAPE_Area
MultiPolygon (((-44794.23749999981373549 164440.19129999913275242, -44761.57959999982267618 164406.49730000086128712, -44790.64520000014454126 164390.03859999962151051, -44793.69500000029802322 164388.68260000087320805, -44796.40589999966323376 164387.91960000060498714, -44800.87170000001788139 164386.97560000047087669, -44807.07940000016242266 164386.56149999983608723, -44808.89529999997466803 164386.46150000020861626, -44818.42789999954402447 164387.00630000047385693, -44819.79100000020116568 164396.61580000072717667, -44817.94120000023394823 164411.5142000000923872, -44817.11529999971389771 164420.67579999938607216, -44815.99839999992400408 164426.59860000014305115, -44811.09669999964535236 164440.57300000078976154, -44809.2218000004068017 164444.65689999982714653, -44806.83299999963492155 164445.59190000034868717, -44794.23749999981373549 164440.19129999913275242)))	1404	178028	13121602301	13	1312	131216	131216023	023	01	02301	13121602301	1	11	11A	12	12	0	12	11	1	1	11	0	0	0	9	16	16	12	4	1	2	4	7	12	9	3	7	3	26	11	15	2	2	13	9	184.14939049188	2116.96469372315
MultiPolygon (((-36323.89869999978691339 165881.88209999911487103, -36287.82839999999850988 165850.17320000007748604, -36229.3877999996766448 165803.9249000009149313, -36175.54559999983757734 165756.2284999992698431, -36175.57139999978244305 165756.20869999937713146, -36188.28679999988526106 165746.45800000056624413, -36194.20249999966472387 165741.92119999974966049, -36201.83810000028461218 165735.43539999984204769, -36211.36170000024139881 165730.09060000069439411, -36215.77550000045448542 165729.39360000006854534, -36244.34530000016093254 165740.54700000025331974, -36248.75910000037401915 165740.54700000025331974, -36270.59310000017285347 165731.94820000045001507, -36290.80219999980181456 165723.58339999988675117, -36298.93290000036358833 165723.58339999988675117, -36303.34570000041276217 165724.9772999994456768, -36306.59759999997913837 165727.99719999916851521, -36308.22360000014305115 165735.43390000052750111, -36306.13370000012218952 165741.12659999914467335, -36304.04279999993741512 165746.82039999961853027, -36301.02309999987483025 165756.34710000082850456, -36301.86510000005364418 165761.61979999952018261, -36303.92700000014156103 165764.74569999985396862, -36308.10589999984949827 165768.1294999998062849, -36312.28469999972730875 165770.2203999999910593, -36315.56859999988228083 165771.61339999921619892, -36318.55339999962598085 165772.4102999996393919, -36322.73230000026524067 165772.60930000059306622, -36325.71810000017285347 165773.40520000085234642, -36330.79200000036507845 165775.49609999917447567, -36339.94759999960660934 165781.66679999977350235, -36351.39020000025629997 165789.33149999938905239, -36355.37000000011175871 165790.82440000027418137, -36359.26090000011026859 165791.10339999943971634, -36359.6759000001475215 165791.08440000005066395, -36364.08959999959915876 165788.5284000001847744, -36367.73739999998360872 165783.55260000005364418, -36373.11809999961405993 165770.43209999985992908, -36376.24890000000596046 165766.48630000092089176, -36381.27770000044256449 165766.22020000033080578, -36373.32930000033229589 165790.81729999929666519, -36333.57830000016838312 165890.39130000025033951, -36323.89869999978691339 165881.88209999911487103)))	193	163675	13120300305	13	1312	131203	131203003	003	05	00305	13120300305	1	11	11A	37	37	0	37	37	0	35	1	1	0	0	28	37	37	12	25	4	3	3	9	12	5	7	11	4	33	16	17	6	2	13	12	624.164699953202	15232.5105721079
MultiPolygon (((-38046.38100000005215406 166918.73409999907016754, -38009.59350000042468309 166904.06469999998807907, -38055.3584000002592802 166784.78419999964535236, -38055.39919999986886978 166764.36700000055134296, -38050.04129999969154596 166755.65740000084042549, -38041.78070000000298023 166751.41359999962151051, -38003.38119999971240759 166744.11009999923408031, -38008.4247000003233552 166712.04429999925196171, -38059.13159999996423721 166720.80969999916851521, -38116.61780000012367964 166737.61720000021159649, -38116.71920000016689301 166737.64690000005066395, -38113.32589999958872795 166746.5255999993532896, -38112.48739999998360872 166748.71949999965727329, -38097.63860000018030405 166787.81929999962449074, -38046.50210000015795231 166918.77869999967515469, -38046.38100000005215406 166918.73409999907016754)))	34	243	13120301809	13	1312	131203	131203018	018	09	01809	13120301809	1	11	11A	14	14	0	14	8	6	9	4	1	0	0	1	14	14	12	2	4	12	12	0	12	7	5	10	6	27	10	17	4	2	13	8	584.694577169993	10166.4195447649
MultiPolygon (((-45619.48979999963194132 164799.14120000042021275, -45587.80460000038146973 164735.2386000007390976, -45599.26819999981671572 164745.8148999996483326, -45600.17310000024735928 164746.70590000040829182, -45612.61569999996572733 164758.95910000056028366, -45625.51520000025629997 164771.0544000007212162, -45638.8477999996393919 164783.55760000087320805, -45639.08880000002682209 164783.78360000066459179, -45651.10340000037103891 164797.13480000011622906, -45658.39910000003874302 164804.72330000065267086, -45663.33889999985694885 164809.86099999956786633, -45683.15620000008493662 164829.44079999998211861, -45671.56979999970644712 164838.23259999975562096, -45659.77940000034868717 164845.11749999970197678, -45649.15689999982714653 164851.44129999913275242, -45619.48979999963194132 164799.14120000042021275)))	467	165860	13121600103	13	1312	131216	131216001	001	03	00103	13121600103	1	11	11A	6	3	3	5	3	3	2	2	2	0	0	2	14	14	11	3	2	0	4	7	11	9	2	5	3	22	11	11	1	3	13	5	306.110850116149	2864.57740811485
MultiPolygon (((-42696.13850000035017729 164828.42019999958574772, -42695.46860000025480986 164828.27050000056624413, -42692.13549999985843897 164828.13670000061392784, -42674.3042000001296401 164825.7301000002771616, -42677.91679999977350235 164795.28130000084638596, -42677.20280000008642673 164792.93740000016987324, -42675.66980000026524067 164791.67349999956786633, -42605.08679999969899654 164781.68600000068545341, -42604.92389999981969595 164787.74279999919235706, -42602.24920000042766333 164808.49799999967217445, -42601.05929999984800816 164815.45670000091195107, -42505.64329999964684248 164802.73069999925792217, -42424.25480000022798777 164792.10850000008940697, -42369.47310000006109476 164784.95869999937713146, -42371.54189999960362911 164776.20500000007450581, -42424.254700000397861 164781.23900000005960464, -42487.45399999991059303 164787.27470000088214874, -42535.95679999981075525 164780.05120000056922436, -42569.83210000023245811 164759.10759999975562096, -42588.6990999998524785 164740.77800000086426735, -42602.1673999996855855 164727.69339999929070473, -42613.09570000041276217 164703.37719999998807907, -42618.87729999981820583 164684.45500000007450581, -42622.03089999966323376 164664.48179999925196171, -42621.81319999974220991 164604.84359999932348728, -42625.53450000006705523 164625.4249000009149313, -42633.11529999971389771 164660.7438999991863966, -42644.99590000044554472 164696.67359999939799309, -42654.22640000004321337 164718.11290000006556511, -42677.97690000012516975 164761.30210000090301037, -42699.41770000010728836 164789.02070000022649765, -42702.61739999987185001 164792.70079999975860119, -42720.08770000003278255 164812.91999999992549419, -42721.64790000021457672 164814.13990000076591969, -42723.72780000045895576 164816.35989999957382679, -42723.16830000001937151 164835.51960000023245811, -42696.13850000035017729 164828.42019999958574772)))	1461	178332	13121802215	13	1312	131218	131218022	022	15	02215	13121802215	1	11	11A	21	21	0	21	20	1	2	17	1	0	1	0	21	21	12	9	5	6	5	7	12	8	4	8	4	29	16	13	4	3	13	9	1068.00790150757	14285.2676346715
MultiPolygon (((-39048.96619999967515469 167297.41200000047683716, -39023.44770000036805868 167239.07139999978244305, -39014.38580000028014183 167218.35329999960958958, -39072.54920000024139881 167192.80499999970197678, -39093.43670000042766333 167235.89619999937713146, -39111.83139999955892563 167279.13040000014007092, -39052.60720000043511391 167305.73560000024735928, -39048.96619999967515469 167297.41200000047683716)))	621	166574	13121001311	13	1312	131210	131210013	013	11	01311	13121001311	1	11	11A	14	14	0	14	14	0	0	12	2	0	0	5	14	14	12	2	5	11	11	1	12	8	4	8	2	28	13	15	0	3	13	12	318.700017646351	6163.52456024137
MultiPolygon (((-46034.36189999990165234 165762.01769999973475933, -46111.99619999993592501 165718.41440000012516975, -46137.63839999958872795 165758.46609999984502792, -46057.6392000000923872 165801.45350000075995922, -46034.36189999990165234 165762.01769999973475933)))	170	163652	13121601307	13	1312	131216	131216013	013	07	01307	13121601307	1	11	11A	7	4	3	7	2	5	3	2	2	0	0	2	21	21	14	7	5	10	8	3	14	11	3	7	4	28	13	15	4	3	13	8	273.208620741252	4191.46664499806
MultiPolygon (((-43428.72059999965131283 164634.4493000004440546, -43413.47510000038892031 164619.52910000085830688, -43401.07650000043213367 164604.42600000090897083, -43399.21250000037252903 164601.43720000050961971, -43389.78280000016093254 164586.31799999997019768, -43364.81359999999403954 164552.4147999994456768, -43364.93059999961405993 164550.71189999952912331, -43365.67850000038743019 164549.1749000009149313, -43366.33249999955296516 164548.02899999916553497, -43373.72310000006109476 164537.86130000092089176, -43404.7218000004068017 164547.69040000066161156, -43424.73900000005960464 164554.03680000081658363, -43427.64089999999850988 164556.20570000074803829, -43452.84200000017881393 164578.53329999931156635, -43465.10450000036507845 164585.08579999953508377, -43459.49390000011771917 164598.21030000038444996, -43453.40730000007897615 164612.44979999959468842, -43434.0482999999076128 164634.15020000003278255, -43431.42250000033527613 164637.09310000017285347, -43428.72059999965131283 164634.4493000004440546)))	841	167565	13121802508	13	1312	131218	131218025	025	08	02508	13121802508	1	11	11A	24	24	0	24	23	1	13	7	1	2	1	22	27	27	13	14	2	1	7	6	13	7	6	9	5	29	13	16	3	3	13	10	292.902878266897	4801.09124180403
MultiPolygon (((-35938.88040000014007092 164781.49290000088512897, -35932.45660000015050173 164764.87659999914467335, -35926.28270000033080578 164748.03629999980330467, -35921.5127999996766448 164737.2686999998986721, -35919.39279999956488609 164728.98509999923408031, -35917.62579999957233667 164717.88550000078976154, -35917.97979999985545874 164712.58369999937713146, -35919.56969999987632036 164710.42980000004172325, -35929.99220000021159649 164704.30000000074505806, -35941.65160000044852495 164696.34730000048875809, -35943.77149999979883432 164692.53739999979734421, -35943.59449999965727329 164691.3773999996483326, -35942.88750000018626451 164689.88649999909102917, -35937.76470000017434359 164685.74469999969005585, -35931.9348999997600913 164682.26590000092983246, -35923.45529999956488609 164679.78199999965727329, -35909.27089999988675117 164677.35219999961555004, -35904.51999999955296516 164676.0352999996393919, -35898.72229999955743551 164672.98939999938011169, -35892.36249999981373549 164669.51060000061988831, -35887.0636999998241663 164665.36879999935626984, -35883.17690000031143427 164661.7239999994635582, -35882.15689999982714653 164659.74899999983608723, -35882.23390000034123659 164657.67909999936819077, -35882.84279999975115061 164655.96619999967515469, -35884.74469999969005585 164654.68119999952614307, -35903.08690000046044588 164652.52820000052452087, -35920.93310000002384186 164652.04910000041127205, -35937.3634000001475215 164653.32499999925494194, -35945.97510000038892031 164654.81289999932050705, -35958.15759999956935644 164658.4796999990940094, -35988.75129999965429306 164670.9140000008046627, -35998.72200000006705523 164678.77869999967515469, -36012.43340000044554472 164676.86370000056922436, -36031.72350000031292439 164675.1936000008136034, -36051.08789999969303608 164698.90860000066459179, -36061.15550000034272671 164709.24010000005364418, -36067.55030000023543835 164718.34869999997317791, -36079.1969999996945262 164740.88269999995827675, -36078.7781999995931983 164759.24799999967217445, -36068.2796000000089407 164758.90310000069439411, -36056.18919999990612268 164763.2109999991953373, -36046.57770000025629997 164769.65080000087618828, -36037.65309999976307154 164778.1294999998062849, -36015.72829999960958958 164804.08559999987483025, -36010.47549999970942736 164807.48450000025331974, -35992.07440000027418137 164812.06140000000596046, -35983.35479999985545874 164815.53729999996721745, -35957.67889999970793724 164817.32129999995231628, -35941.84460000041872263 164818.42139999940991402, -35938.88040000014007092 164781.49290000088512897)))	891	167903	13120301202	13	1312	131203	131203012	012	02	01202	13120301202	1	11	11A	22	22	0	22	22	0	17	5	0	0	0	5	22	22	21	1	4	5	3	15	21	16	5	10	4	38	19	19	3	3	13	19	632.047428299352	18403.8727767065
MultiPolygon (((-44464.20040000043809414 164613.05379999987781048, -44451.56259999983012676 164580.81739999912679195, -44441.06400000024586916 164571.60700000077486038, -44446.86849999986588955 164548.83990000002086163, -44466.86770000029355288 164558.89919999986886978, -44493.74780000001192093 164582.66469999961555004, -44478.0778999999165535 164631.33880000002682209, -44464.20040000043809414 164613.05379999987781048)))	838	167562	13121602205	13	1312	131216	131216022	022	05	02205	13121602205	1	11	11A	6	6	0	6	6	0	0	0	6	0	0	0	6	6	6	0	0	4	0	6	6	1	5	6	3	23	11	12	2	4	13	4	204.441812917661	2068.11919008396
MultiPolygon (((-44638.17289999965578318 165548.0328999999910593, -44626.58129999972879887 165527.53739999979734421, -44621.83059999998658895 165505.25760000012814999, -44620.36050000041723251 165481.87810000032186508, -44624.75980000011622906 165458.16809999942779541, -44624.241499999538064 165457.85119999945163727, -44632.10570000018924475 165457.12079999968409538, -44686.03309999965131283 165430.82599999941885471, -44703.69299999997019768 165402.41100000031292439, -44718.53849999979138374 165417.05509999953210354, -44731.84900000039488077 165423.29659999907016754, -44751.81419999990612268 165427.13609999977052212, -44770.5482999999076128 165426.07489999942481518, -44768.98049999959766865 165434.56049999967217445, -44768.98049999959766865 165438.95229999907314777, -44769.73149999976158142 165443.46110000088810921, -44799.83069999981671572 165501.14499999955296516, -44677.35759999975562096 165564.34830000065267086, -44654.16849999967962503 165576.31540000066161156, -44638.17289999965578318 165548.0328999999910593)))	1479	180976	13121602405	13	1312	131216	131216024	024	05	02405	13121602405	1	11	11A	14	14	0	14	4	10	2	1	9	0	2	3	14	14	13	1	1	13	11	0	13	8	5	8	4	31	18	13	5	4	13	9	549.538032103375	18119.962800315
MultiPolygon (((-42977.04729999974370003 168099.53199999965727329, -42973.16040000040084124 168089.70240000076591969, -42966.30850000027567148 168072.37729999981820583, -42941.85319999977946281 168031.93349999934434891, -42960.44639999978244305 168039.65980000048875809, -42990.61620000004768372 168047.51190000027418137, -42995.03899999987334013 168048.00679999962449074, -43002.03569999989122152 168050.28160000033676624, -43007.61450000014156103 168053.00740000046789646, -43010.19639999978244305 168057.18410000018775463, -43011.5414000004529953 168061.30690000019967556, -42997.69020000007003546 168087.40809999965131283, -42992.01759999990463257 168098.09669999964535236, -42989.08880000002682209 168110.14230000041425228, -42987.46200000029057264 168124.79370000027120113, -42977.04729999974370003 168099.53199999965727329)))	790	167299	13121101907	13	1312	131211	131211019	019	07	01907	13121101907	1	11	11A	7	5	2	7	4	3	4	0	3	0	0	4	12	12	10	2	3	1	4	5	10	5	5	6	4	23	9	14	1	4	13	5	251.148534499974	2373.11375417009
MultiPolygon (((-42510.58059999998658895 165257.82599999941885471, -42531.75870000012218952 165181.30969999916851521, -42531.883500000461936 165180.96189999952912331, -42532.22580000013113022 165180.00750000029802322, -42587.63960000034421682 165196.04570000059902668, -42599.15309999976307154 165199.3584000002592802, -42587.52020000014454126 165258.10909999907016754, -42583.23359999991953373 165280.36920000053942204, -42510.58059999998658895 165257.82599999941885471)))	1085	170210	13121801202	13	1312	131218	131218012	012	02	01202	13121801202	1	11	11A	8	7	1	8	3	5	0	2	2	4	0	0	11	11	11	0	6	8	7	4	11	6	5	10	3	30	13	17	2	4	13	11	309.075599005929	5935.77880905252
MultiPolygon (((-43976.54530000034719706 167083.39250000007450581, -43966.30769999977201223 167072.19219999946653843, -43965.87069999985396862 167070.78419999964535236, -43966.01669999957084656 167069.32829999923706055, -43968.00050000008195639 167066.57740000076591969, -43998.0778999999165535 167035.50520000047981739, -43998.08229999989271164 167035.50060000084340572, -44004.94350000005215406 167042.1614999994635582, -44016.03340000007301569 167051.97120000049471855, -44042.69369999971240759 167078.50009999983012676, -44048.17910000029951334 167084.00329999998211861, -44048.83370000030845404 167084.66000000014901161, -44048.86189999990165234 167084.68840000033378601, -44048.85809999983757734 167084.69209999963641167, -44015.04289999976754189 167118.27329999953508377, -43976.54530000034719706 167083.39250000007450581)))	1032	169936	13121102901	13	1312	131211	131211029	029	01	02901	13121102901	1	11	11A	12	12	0	12	12	0	8	0	1	2	1	1	12	12	12	0	5	7	10	1	12	5	7	14	5	37	18	19	5	4	13	15	235.082496369179	3430.19259049229
MultiPolygon (((-40016.33910000044852495 163676.89210000075399876, -40014.48269999958574772 163625.9671000000089407, -40014.49660000018775463 163625.97069999948143959, -40014.5328999999910593 163625.98020000010728836, -40034.04250000044703484 163631.05660000070929527, -40040.70270000025629997 163632.1863000001758337, -40040.73230000026524067 163632.20869999937713146, -40055.52259999979287386 163643.40579999983310699, -40048.31319999974220991 163650.49589999951422215, -40046.34300000034272671 163652.59579999931156635, -40045.73290000017732382 163656.74599999934434891, -40046.21300000045448542 163661.52580000087618828, -40046.81329999957233667 163664.21580000035464764, -40046.84360000025480986 163671.80580000020563602, -40043.15400000009685755 163697.05580000020563602, -40041.62420000042766333 163706.68530000001192093, -40032.9093000004068017 163726.12109999917447567, -40016.33910000044852495 163676.89210000075399876)))	57	155102	13121705102	13	1312	131217	131217051	051	02	05102	13121705102	1	11	11A	4	0	4	3	0	4	1	2	0	1	0	1	13	13	10	3	0	0	0	9	10	6	4	8	4	24	11	13	1	5	13	5	237.360577523537	2336.03761102349
MultiPolygon (((-39084.22759999986737967 167377.67469999939203262, -39052.60720000043511391 167305.73560000024735928, -39111.83139999955892563 167279.13040000014007092, -39139.88989999983459711 167341.31780000030994415, -39156.26070000045001507 167380.8761999998241663, -39090.54349999967962503 167392.04509999975562096, -39084.22759999986737967 167377.67469999939203262)))	698	166960	13121001315	13	1312	131210	131210013	013	15	01315	13121001315	1	11	11A	12	10	2	11	10	2	2	10	0	0	0	3	30	30	17	13	9	9	16	1	17	11	6	11	3	47	25	22	4	12	13	18	336.900325732232	6697.72183953886
MultiPolygon (((-44765.45019999984651804 164492.32540000043809414, -44765.24519999977201223 164491.71050000004470348, -44758.06529999990016222 164473.17540000006556511, -44754.61840000003576279 164460.11500000022351742, -44752.75439999997615814 164457.11720000021159649, -44733.098000000230968 164422.62299999967217445, -44761.57959999982267618 164406.49730000086128712, -44794.23749999981373549 164440.19129999913275242, -44792.52869999967515469 164458.92549999989569187, -44793.51979999989271164 164472.1749000009149313, -44793.18790000025182962 164485.92530000023543835, -44778.5696000000461936 164488.38440000079572201, -44765.65519999992102385 164492.94040000066161156, -44765.45019999984651804 164492.32540000043809414)))	1442	178300	13121602305	13	1312	131216	131216023	023	05	02305	13121602305	1	11	11A	17	16	1	17	17	0	1	15	0	0	1	12	21	21	13	8	6	0	6	7	13	12	1	6	1	21	10	11	1	0	14	6	231.937289649468	3066.25732286586
MultiPolygon (((-39986.87430000025779009 164544.60850000008940697, -39985.08100000023841858 164501.67019999958574772, -39981.34150000009685755 164447.10850000008940697, -40047.22470000013709068 164545.03350000083446503, -40063.32010000012814999 164557.18569999933242798, -39986.87430000025779009 164544.60850000008940697)))	1469	178577	13121702709	13	1312	131217	131217027	027	09	02709	13121702709	1	11	11A	4	1	3	3	0	4	1	3	0	0	0	4	18	18	14	4	5	0	2	11	14	12	2	4	2	21	10	11	1	1	14	5	313.331696573784	3272.81993475606
MultiPolygon (((-37596.0210999995470047 166610.20639999955892563, -37597.45899999979883432 166605.15870000049471855, -37606.85580000001937151 166572.44830000028014183, -37624.52089999988675117 166512.22619999945163727, -37628.03380000032484531 166525.36669999919831753, -37638.64840000029653311 166528.5885000005364418, -37622.82560000009834766 166578.16860000044107437, -37612.1223999997600913 166615.51920000091195107, -37596.0210999995470047 166610.20639999955892563)))	510	166185	13120302106	13	1312	131203	131203021	021	06	02106	13120302106	1	11	11A	14	14	0	14	14	0	0	0	14	0	0	12	14	14	13	1	2	0	9	2	13	10	3	10	4	28	12	16	6	1	14	7	234.588904137591	1608.79184851506
MultiPolygon (((-39153.23190000001341105 164576.43490000069141388, -39115.69720000028610229 164542.23640000075101852, -39107.36349999997764826 164538.27060000039637089, -39104.97960000019520521 164538.0636999998241663, -39103.00970000028610229 164538.16770000010728836, -39099.9007999999448657 164538.47870000079274178, -39098.48290000017732382 164538.75170000083744526, -39084.03729999996721745 164516.32960000075399876, -39057.71989999990910292 164461.83589999936521053, -39062.39960000012069941 164460.86989999935030937, -39091.56230000033974648 164458.14589999988675117, -39245.65400000009685755 164492.48469999991357327, -39232.03039999958127737 164567.36180000007152557, -39167.09530000016093254 164577.24479999952018261, -39153.23190000001341105 164576.43490000069141388)))	726	166988	13120202707	13	1312	131202	131202027	027	07	02707	13120202707	1	11	11A	8	4	3	5	6	2	3	1	4	0	0	6	23	22	14	8	4	9	7	7	14	10	4	7	3	47	12	35	5	1	14	27	503.745147354766	14346.4694349749
MultiPolygon (((-44337.31989999953657389 164436.05859999917447567, -44340.67939999978989363 164412.17889999970793724, -44347.16889999993145466 164398.34869999997317791, -44348.29480000026524067 164394.86009999923408031, -44348.85460000019520521 164393.12539999932050705, -44358.90000000037252903 164396.47800000011920929, -44403.74010000005364418 164408.52580000087618828, -44431.50399999972432852 164416.2760000005364418, -44432.10819999966770411 164439.94400000013411045, -44432.52120000030845404 164441.59490000084042549, -44349.94570000004023314 164435.62340000085532665, -44347.00380000006407499 164436.74239999987185001, -44344.56400000024586916 164439.79329999908804893, -44343.19110000040382147 164451.23189999908208847, -44337.46789999958127737 164462.37299999967217445, -44337.31989999953657389 164436.05859999917447567)))	1539	192069	13121602303	13	1312	131216	131216023	023	03	02303	13121602303	1	11	11A	2	1	1	2	0	2	1	0	1	0	0	2	16	16	11	5	5	0	1	9	11	9	2	5	2	21	9	12	2	2	14	3	296.309601293392	3236.75616672855
MultiPolygon (((-44203.59599999990314245 165407.61700000055134296, -44268.59279999975115061 165375.06640000082552433, -44311.77369999978691339 165459.50699999928474426, -44247.39279999956488609 165492.32560000009834766, -44203.59599999990314245 165407.61700000055134296)))	114	163305	13121801901	13	1312	131218	131218019	019	01	01901	13121801901	1	11	11A	12	12	0	12	11	1	0	12	0	0	0	7	12	12	11	1	5	11	10	0	11	6	5	8	4	28	13	15	6	2	14	6	335.157001026835	6892.44927986526
MultiPolygon (((-42663.50930000003427267 167477.57840000092983246, -42658.82839999999850988 167472.60370000079274178, -42646.86579999979585409 167460.41139999963343143, -42642.39099999982863665 167455.33870000019669533, -42638.33409999962896109 167451.43700000084936619, -42618.91079999972134829 167435.46700000017881393, -42602.67509999964386225 167387.69629999995231628, -42591.61899999994784594 167329.05900000035762787, -42601.69550000037997961 167320.55220000073313713, -42607.80620000045746565 167320.83009999990463257, -42637.79999999981373549 167333.82899999991059303, -42647.11469999980181456 167341.41449999995529652, -42666.00310000032186508 167372.39780000038444996, -42687.81429999973624945 167387.56379999965429306, -42698.66280000004917383 167380.34789999946951866, -42693.17669999971985817 167448.11209999956190586, -42689.06089999992400408 167456.90379999950528145, -42684.94519999995827675 167463.7665999997407198, -42677.17059999983757734 167471.05839999951422215, -42669.43800000008195639 167477.87130000069737434, -42665.58920000027865171 167483.92310000024735928, -42663.50930000003427267 167477.57840000092983246)))	1590	194781	13121101803	13	1312	131211	131211018	018	03	01803	13121101803	1	11	11A	20	20	0	19	20	0	18	2	0	0	0	13	20	20	12	8	5	2	8	3	12	6	6	9	4	29	13	16	4	2	14	9	431.972371651667	9743.92387726994
MultiPolygon (((-43906.41679999977350235 167230.59530000016093254, -43939.28799999970942736 167195.99019999988377094, -43973.56479999981820583 167229.27219999954104424, -43983.70440000016242266 167239.30550000071525574, -43950.38520000036805868 167273.65560000017285347, -43906.41679999977350235 167230.59530000016093254)))	1105	170306	13121102908	13	1312	131211	131211029	029	08	02908	13121102908	1	11	11A	12	12	0	12	11	1	5	0	4	2	1	3	12	12	11	1	4	9	9	0	11	6	5	8	2	25	9	16	0	2	14	9	219.1666631629	2956.17839395701
MultiPolygon (((-36727.46119999978691339 166643.09259999915957451, -36726.07120000012218952 166629.62299999967217445, -36723.29100000020116568 166617.34320000000298023, -36716.10070000030100346 166604.81310000084340572, -36706.36029999982565641 166593.2135000005364418, -36694.07010000012814999 166584.40399999916553497, -36683.87040000036358833 166579.31420000083744526, -36682.60599999967962503 166578.77690000087022781, -36682.61209999956190586 166578.75630000047385693, -36695.71210000012069941 166534.53199999965727329, -36714.63370000012218952 166469.87749999947845936, -36736.0059000002220273 166477.69009999930858612, -36744.88360000029206276 166481.75290000066161156, -36763.62490000016987324 166495.50219999998807907, -36774.14659999962896109 166507.37670000083744526, -36785.78619999997317791 166522.93500000052154064, -36753.70679999981075525 166549.84510000050067902, -36742.00920000020414591 166537.49469999969005585, -36729.87959999963641167 166527.31210000067949295, -36725.73280000034719706 166524.24530000053346157, -36721.71399999968707561 166530.47299999929964542, -36709.52670000027865171 166548.42039999924600124, -36705.1448999997228384 166554.44820000045001507, -36704.18699999991804361 166557.73599999956786633, -36704.59700000006705523 166561.1619000006467104, -36706.92489999998360872 166564.72379999980330467, -36719.25050000008195639 166577.32719999924302101, -36727.1931999996304512 166586.77979999966919422, -36735.13900000043213367 166599.83919999934732914, -36738.28399999998509884 166606.37089999951422215, -36742.25490000005811453 166617.741499999538064, -36746.36490000039339066 166637.88059999980032444, -36747.73390000034123659 166645.00439999997615814, -36749.51389999967068434 166647.88120000064373016, -36751.56780000030994415 166649.52520000003278255, -36754.85470000002533197 166650.89509999938309193, -36774.16280000004917383 166650.89499999955296516, -36791.32210000045597553 166650.16990000009536743, -36790.88499999977648258 166639.69529999978840351, -36785.27900000009685755 166613.0693999994546175, -36828.66110000014305115 166602.09569999948143959, -36833.72119999956339598 166633.40039999969303608, -36835.86029999982565641 166658.48839999921619892, -36791.99920000042766333 166660.15149999968707561, -36725.40400000009685755 166660.24789999984204769, -36725.38229999970644712 166660.24789999984204769, -36727.46119999978691339 166643.09259999915957451)))	1252	170894	13120302019	13	1312	131203	131203020	020	19	02019	13120302019	1	11	11A	15	15	0	15	5	10	0	15	0	0	0	2	15	15	13	2	3	10	13	0	13	8	5	9	4	31	14	17	5	2	14	10	821.298151217783	9405.28644336546
