wkt_geom	fid	OBJECTID	BGRI2021	DT21	DTMN21	DTMNFR21	DTMNFRSEC21	SECNUM21	SSNUM21	SECSSNUM21	SUBSECCAO	NUTS1	NUTS2	NUTS3	N_EDIFICIOS_CLASSICOS	N_EDIFICIOS_CLASS_CONST_1_OU_2_ALOJ	N_EDIFICIOS_CLASS_CONST_3_OU_MAIS_ALOJAMENTOS	N_EDIFICIOS_EXCLUSIV_RESID	N_EDIFICIOS_1_OU_2_PISOS	N_EDIFICIOS_3_OU_MAIS_PISOS	N_EDIFICIOS_CONSTR_ANTES_1945	N_EDIFICIOS_CONSTR_1946_1980	N_EDIFICIOS_CONSTR_1981_2000	N_EDIFICIOS_CONSTR_2001_2010	N_EDIFICIOS_CONSTR_2011_2021	N_EDIFICIOS_COM_NECESSIDADES_REPARACAO	N_ALOJAMENTOS_TOTAL	N_ALOJAMENTOS_FAMILIARES	N_ALOJAMENTOS_FAM_CLASS_RHABITUAL	N_ALOJAMENTOS_FAM_CLASS_VAGOS_OU_RESID_SECUNDARIA	N_RHABITUAL_ACESSIVEL_CADEIRAS_RODAS	N_RHABITUAL_COM_ESTACIONAMENTO	N_RHABITUAL_PROP_OCUP	N_RHABITUAL_ARRENDADOS	N_AGREGADOS_DOMESTICOS_PRIVADOS	N_ADP_1_OU_2_PESSOAS	N_ADP_3_OU_MAIS_PESSOAS	N_NUCLEOS_FAMILIARES	N_NUCLEOS_FAMILIARES_COM_FILHOS_TENDO_O_MAIS_NOVO_MENOS_DE_25	N_INDIVIDUOS	N_INDIVIDUOS_H	N_INDIVIDUOS_M	N_INDIVIDUOS_0_14	N_INDIVIDUOS_15_24	N_INDIVIDUOS_25_64	N_INDIVIDUOS_65_OU_MAIS	SHAPE_Length	SHAPE_Area
MultiPolygon (((-39733.32380000036209822 166850.23440000042319298, -39708.16789999976754189 166844.17410000041127205, -39701.38709999993443489 166838.48550000041723251, -39692.96439999993890524 166832.68590000085532665, -39679.73089999984949827 166826.55929999984800816, -39677.50600000005215406 166826.39739999920129776, -39700.01370000001043081 166794.3392999991774559, -39710.29899999964982271 166775.87979999929666519, -39716.19759999960660934 166761.20329999923706055, -39720.26130000036209822 166746.61680000089108944, -39721.10919999983161688 166742.70089999958872795, -39721.96410000044852495 166737.14020000025629997, -39724.42059999983757734 166700.69060000032186508, -39734.88109999988228083 166699.19639999978244305, -39739.36500000022351742 166700.69030000083148479, -39745.27180000022053719 166706.82699999958276749, -39764.55819999985396862 166736.96140000037848949, -39784.39759999979287386 166763.05299999937415123, -39792.47939999960362911 166772.79150000028312206, -39849.60649999976158142 166834.16100000031292439, -39827.9315999997779727 166846.83990000002086163, -39749.23410000000149012 166850.68209999985992908, -39733.32380000036209822 166850.23440000042319298)))	938	169137	13121000902	13	1312	131210	131210009	009	02	00902	13121000902	1	11	11A	20	18	2	20	12	8	16	2	1	1	0	12	36	36	25	11	9	15	13	9	25	12	13	19	10	63	28	35	8	9	38	8	507.876045506294	12949.122183257
MultiPolygon (((-44939.85690000001341105 166655.68520000018179417, -44986.30950000043958426 166618.47409999929368496, -45033.22809999994933605 166580.77290000021457672, -45042.00160000007599592 166573.72309999912977219, -45059.03679999988526106 166559.49440000019967556, -45066.9363000001758337 166550.81970000080764294, -45074.06589999981224537 166537.71209999918937683, -45077.14859999995678663 166524.4107000008225441, -45075.86820000037550926 166468.24320000037550926, -45132.7156999995931983 166465.82029999978840351, -45134.80620000045746565 166530.77539999969303608, -45134.80730000045150518 166549.21160000003874302, -45130.00860000029206276 166560.73409999907016754, -45093.52969999983906746 166613.27239999920129776, -45071.95079999975860119 166628.21509999968111515, -45014.04480000026524067 166674.57210000045597553, -44993.97680000029504299 166690.74670000001788139, -44939.85690000001341105 166655.68520000018179417)))	588	166300	13121602007	13	1312	131216	131216020	020	07	02007	13121602007	1	11	11A	38	38	0	38	38	0	1	37	0	0	0	5	38	38	29	9	13	25	27	1	29	11	18	23	14	82	41	41	12	11	38	21	657.098303070356	16021.3146245793
MultiPolygon (((-38492.0153999999165535 165626.05590000003576279, -38477.62700000032782555 165625.00400000065565109, -38470.27080000005662441 165576.66200000047683716, -38464.20459999982267618 165536.79659999907016754, -38473.34119999967515469 165535.79560000076889992, -38480.89989999961107969 165535.01359999924898148, -38484.90670000016689301 165534.94849999994039536, -38487.47360000014305115 165535.491499999538064, -38488.50059999991208315 165534.51750000007450581, -38489.41849999967962503 165532.35659999959170818, -38491.47140000015497208 165526.41180000081658363, -38491.80030000023543835 165525.09589999914169312, -38543.41629999969154596 165542.69989999942481518, -38554.59190000034868717 165546.58569999970495701, -38556.87679999973624945 165549.31259999983012676, -38559.36969999969005585 165550.87150000035762787, -38562.48560000024735928 165551.84549999982118607, -38567.26339999958872795 165553.20839999988675117, -38569.9632999999448657 165554.57129999995231628, -38566.64049999974668026 165562.16999999992549419, -38566.22460000030696392 165565.09290000051259995, -38566.22460000030696392 165567.2357999999076128, -38566.84759999997913837 165570.93669999949634075, -38567.27560000028461218 165573.4585999995470047, -38563.95480000041425228 165577.66540000028908253, -38520.23809999972581863 165625.52979999966919422, -38508.0636999998241663 165629.21169999986886978, -38492.0153999999165535 165626.05590000003576279)))	906	168213	13120300807	13	1312	131203	131203008	008	07	00807	13120300807	1	11	11A	12	11	1	12	10	2	3	7	2	0	0	5	50	50	43	7	4	34	35	5	43	30	13	28	11	97	46	51	4	12	38	43	341.560075081538	7325.1924498767
MultiPolygon (((-38100.1332999998703599 164329.2592999991029501, -38051.55920000001788139 164309.9642999991774559, -38012.61980000045150518 164293.20219999924302101, -38024.71600000001490116 164273.89189999923110008, -38024.37789999973028898 164253.54470000043511391, -38025.40369999967515469 164241.64519999921321869, -38034.36510000005364418 164221.17589999921619892, -38039.9917000001296401 164206.15350000001490116, -38070.11820000037550926 164186.09310000017285347, -38097.20079999975860119 164165.9857999999076128, -38124.79069999977946281 164178.99410000070929527, -38132.10049999970942736 164184.25190000049769878, -38142.30709999985992908 164192.55150000005960464, -38149.3080000001937151 164200.56189999915659428, -38182.65890000015497208 164252.69079999998211861, -38177.76119999960064888 164257.28869999945163727, -38152.26150000002235174 164279.78800000064074993, -38132.36560000013560057 164298.40240000002086163, -38114.49969999957829714 164334.2239999994635582, -38100.1332999998703599 164329.2592999991029501)))	1381	178005	13120301609	13	1312	131203	131203016	016	09	01609	13120301609	1	11	11A	71	67	4	70	60	11	61	9	0	1	0	41	95	95	47	48	7	9	16	29	47	31	16	30	15	103	43	60	16	12	38	37	506.436924964181	17043.2393476748
MultiPolygon (((-36426.10819999966770411 165813.62409999966621399, -36432.02369999978691339 165782.71230000071227551, -36438.22520000021904707 165758.3522999994456768, -36450.97630000021308661 165716.58589999936521053, -36450.97520000021904707 165707.36620000004768372, -36447.52909999992698431 165679.39540000073611736, -36448.24110000021755695 165674.76649999991059303, -36458.55130000039935112 165638.8539000004529953, -36469.60589999984949827 165642.36270000040531158, -36479.64450000040233135 165652.00830000080168247, -36504.15979999955743551 165682.39900000020861626, -36533.99980000033974648 165719.39430000074207783, -36518.08860000036656857 165733.37480000033974648, -36476.74370000045746565 165769.70460000075399876, -36439.23170000035315752 165821.64169999957084656, -36425.29550000000745058 165846.96979999914765358, -36426.10819999966770411 165813.62409999966621399)))	1546	192081	13120300303	13	1312	131203	131203003	003	03	00303	13120300303	1	11	11A	1	0	1	1	0	1	0	0	1	0	0	0	30	30	27	3	1	10	24	3	27	13	14	22	12	74	32	42	7	14	38	15	494.374502231377	8812.34001041567
MultiPolygon (((-39952.31500000040978193 166933.67420000024139881, -39908.96789999958127737 166929.23310000076889992, -39905.5965999998152256 166888.11580000072717667, -39899.14180000033229589 166879.2573000006377697, -39883.58810000028461218 166848.85779999941587448, -39923.758500000461936 166864.13450000062584877, -39943.73979999963194132 166880.48750000074505806, -39958.72730000037699938 166896.84149999916553497, -39982.03959999978542328 166929.54780000075697899, -40002.57699999958276749 166959.08919999934732914, -39952.31500000040978193 166933.67420000024139881)))	810	167319	13121000905	13	1312	131210	131210009	009	05	00905	13121000905	1	11	11A	8	2	6	5	3	5	2	0	4	1	1	5	52	52	32	20	10	27	25	6	32	21	11	22	8	70	34	36	6	6	39	19	353.382792740771	4312.50322587723
MultiPolygon (((-42215.54279999993741512 167745.62130000069737434, -42162.13190000038594007 167718.90839999914169312, -42108.56209999974817038 167700.44920000061392784, -42094.34810000006109476 167697.65679999999701977, -42095.79660000000149012 167688.70920000039041042, -42103.53089999966323376 167632.37900000065565109, -42106.44739999994635582 167614.1039000004529953, -42109.01040000002831221 167590.18490000069141388, -42110.05159999988973141 167563.88040000014007092, -42107.60790000017732382 167533.63539999909698963, -42101.40739999990910292 167497.1602999996393919, -42100.39809999987483025 167493.86580000072717667, -42101.38640000019222498 167493.87399999983608723, -42118.30370000004768372 167497.91860000044107437, -42137.87689999956637621 167503.35300000011920929, -42143.58459999971091747 167504.13979999907314777, -42163.60879999957978725 167508.14430000074207783, -42184.68690000008791685 167512.9926999993622303, -42196.49139999970793724 167515.52140000090003014, -42206.848000000230968 167519.5580000001937151, -42270.50530000030994415 167538.81399999931454659, -42283.63790000043809414 167555.9931000005453825, -42307.54509999975562096 167583.14049999974668026, -42297.76470000017434359 167604.13480000011622906, -42282.14699999988079071 167661.42760000005364418, -42274.43350000027567148 167681.51789999939501286, -42220.32760000042617321 167746.10920000076293945, -42215.54279999993741512 167745.62130000069737434)))	1149	170359	13121101705	13	1312	131211	131211017	017	05	01705	13121101705	1	11	11A	8	5	3	7	3	5	3	0	4	1	0	3	34	34	26	8	5	20	17	5	26	15	11	21	9	63	28	35	6	7	39	11	763.593230238222	36713.9692330955
MultiPolygon (((-37027.34100000001490116 164420.92139999940991402, -37022.54519999958574772 164420.72149999998509884, -37013.15259999968111515 164420.72250000014901161, -37001.96109999995678663 164418.92359999939799309, -36995.96630000043660402 164416.72580000013113022, -36992.16949999984353781 164415.32679999992251396, -36982.57689999975264072 164416.12590000033378601, -36974.78320000041276217 164416.52590000070631504, -36966.78959999978542328 164416.32589999958872795, -36956.19799999985843897 164413.72910000011324883, -36942.25360000040382147 164409.10539999976754189, -36947.82019999995827675 164398.24180000089108944, -36969.33299999963492155 164360.69209999963641167, -36972.52080000005662441 164355.12829999998211861, -36988.31190000008791685 164338.7028999999165535, -37003.36510000005364418 164312.99679999984800816, -37009.95550000015646219 164282.1919999998062849, -37087.14109999965876341 164279.10569999925792217, -37103.75329999998211861 164275.68280000053346157, -37122.39840000029653311 164267.86600000038743019, -37145.09630000032484531 164247.65770000033080578, -37162.8631999995559454 164215.87890000082552433, -37163.08619999978691339 164215.47990000061690807, -37222.39300000015646219 164153.67300000041723251, -37241.6377999996766448 164109.52669999934732914, -37268.64419999998062849 164065.40430000051856041, -37288.65149999968707561 164087.26329999975860119, -37305.86249999981373549 164166.62099999934434891, -37309.65840000007301569 164173.17579999938607216, -37314.3622000003233552 164178.53150000050663948, -37322.42489999998360872 164186.56519999913871288, -37327.23680000007152557 164198.77160000056028366, -37333.26800000015646219 164247.04770000092685223, -37330.09439999982714653 164273.03470000065863132, -37323.89979999978095293 164283.42630000039935112, -37312.30950000043958426 164306.6084000002592802, -37298.52020000014454126 164319.79800000041723251, -37281.93410000018775463 164334.58650000020861626, -37279.13619999960064888 164338.98330000042915344, -37277.53839999996125698 164343.37920000031590462, -37277.93850000016391277 164359.16650000028312206, -37278.53760000038892031 164371.35700000077486038, -37276.93969999998807907 164373.95500000007450581, -37274.74079999979585409 164376.35290000028908253, -37268.74610000010579824 164379.15080000087618828, -37255.35670000035315752 164382.54869999922811985, -37245.5651000002399087 164385.34669999964535236, -37237.97049999982118607 164388.9436000008136034, -37226.58009999990463257 164395.13839999958872795, -37219.18640000000596046 164397.73729999922215939, -37198.60340000037103891 164403.73220000043511391, -37172.62349999975413084 164408.52910000085830688, -37150.64149999991059303 164412.12609999999403954, -37127.46059999987483025 164414.12519999966025352, -37112.47219999972730875 164416.52410000003874302, -37082.0965999998152256 164417.32330000028014183, -37064.51140000019222498 164419.92229999974370003, -37050.52300000004470348 164422.72020000033080578, -37041.72939999960362911 164423.31929999962449074, -37033.53569999989122152 164423.31929999962449074, -37027.34100000001490116 164420.92139999940991402)))	751	167257	13120302611	13	1312	131203	131203026	026	11	02611	13120302611	1	11	11A	50	49	1	50	50	0	5	40	4	1	0	15	57	57	38	19	4	14	20	18	38	22	16	27	10	91	47	44	14	7	39	31	1203.03829408703	64494.2854070695
MultiPolygon (((-37087.06140000000596046 165959.94590000063180923, -37079.62660000007599592 165945.07750000059604645, -37074.07980000041425228 165937.81780000030994415, -37072.72780000045895576 165934.01400000043213367, -37072.44379999954253435 165931.07709999941289425, -37073.51070000045001507 165928.34119999967515469, -37075.4315999997779727 165925.27129999920725822, -37078.34839999955147505 165922.33440000005066395, -37092.93369999993592501 165905.50599999912083149, -37105.04700000025331974 165886.82970000058412552, -37121.62710000015795231 165865.06149999983608723, -37143.8030000003054738 165854.43480000086128712, -37174.98859999980777502 165838.14629999920725822, -37196.34549999982118607 165824.73770000040531158, -37209.8693000003695488 165860.38220000080764294, -37220.35900000017136335 165877.77850000001490116, -37202.58490000013262033 165891.56499999947845936, -37192.28940000012516975 165898.5977999996393919, -37167.82770000025629997 165925.06890000030398369, -37137.66019999980926514 165950.53999999910593033, -37119.36610000021755695 165960.62869999930262566, -37095.05319999996572733 165975.58420000039041042, -37087.06140000000596046 165959.94590000063180923)))	1575	193657	13120300701	13	1312	131203	131203007	007	01	00701	13120300701	1	11	11A	35	32	3	35	32	3	0	23	11	0	1	11	56	56	31	25	3	2	16	13	31	21	10	21	11	71	36	35	9	9	39	14	436.252542542228	10221.768497397
MultiPolygon (((-40626.19890000019222498 165746.27239999920129776, -40625.06969999987632036 165715.41970000043511391, -40624.84429999999701977 165676.42630000039935112, -40621.46019999962300062 165657.57210000045597553, -40616.49830000009387732 165641.9318000003695488, -40637.63750000018626451 165658.30379999987781048, -40681.23199999984353781 165692.06469999998807907, -40686.19379999954253435 165699.56330000050365925, -40692.05869999993592501 165709.84679999947547913, -40698.14879999961704016 165751.19800000078976154, -40626.19890000019222498 165746.27239999920129776)))	917	168245	13121704401	13	1312	131217	131217044	044	01	04401	13121704401	1	11	11A	21	19	2	21	11	10	6	9	0	3	3	8	34	34	24	10	2	13	13	11	24	11	13	21	10	66	30	36	7	9	39	11	322.053440222797	5122.99235819265
MultiPolygon (((-43895.21129999961704016 166500.65990000031888485, -43910.45139999967068434 166476.84740000031888485, -43920.61139999981969595 166449.85979999974370003, -43922.51640000008046627 166425.09479999914765358, -43916.85950000025331974 166388.10889999940991402, -43910.37160000018775463 166360.13629999943077564, -43905.99839999992400408 166320.23909999988973141, -43903.86019999999552965 166288.78449999913573265, -43915.79270000010728836 166290.41119999997317791, -43927.72520000021904707 166296.55980000086128712, -43934.0530000003054738 166301.44339999929070473, -43937.66889999993145466 166307.9540999997407198, -43945.80590000003576279 166345.21030000038444996, -43949.42179999966174364 166352.44490000046789646, -43959.18439999967813492 166361.84840000048279762, -43970.75600000005215406 166367.45490000024437904, -43977.80669999960809946 166367.63580000028014183, -44000.22460000030696392 166361.48570000007748604, -44017.4007999999448657 166358.41049999929964542, -44027.46839999966323376 166360.42119999974966049, -44020.66399999987334013 166390.39599999971687794, -44009.84289999958127737 166439.10710000060498714, -43996.92850000038743019 166496.97079999931156635, -43996.89940000046044588 166497.02950000017881393, -43991.34939999971538782 166508.22939999960362911, -43975.16629999969154596 166528.64279999956488609, -43950.98959999997168779 166552.37920000031590462, -43922.35300000011920929 166570.28590000048279762, -43897.89109999965876341 166578.77190000005066395, -43873.13530000019818544 166582.665200000628829, -43895.21129999961704016 166500.65990000031888485)))	559	166253	13121102411	13	1312	131211	131211024	024	11	02411	13121102411	1	11	11A	25	25	0	25	0	25	0	0	0	25	0	0	25	25	24	1	8	24	23	0	24	9	15	25	12	77	39	38	14	10	39	14	773.369247508209	21630.7102712343
MultiPolygon (((-41749.51809999998658895 167496.28739999979734421, -41779.00669999979436398 167490.74709999933838844, -41827.83440000005066395 167481.8465999998152256, -41890.47149999998509884 167471.40589999966323376, -41906.3409000001847744 167473.87549999915063381, -41999.18690000008791685 167488.31320000067353249, -41947.589499999769032 167516.87289999984204769, -41892.01219999976456165 167548.81259999983012676, -41838.89499999955296516 167584.12209999933838844, -41805.60470000002533197 167611.42359999939799309, -41797.73709999956190586 167617.90149999968707561, -41749.51809999998658895 167496.28739999979734421)))	1045	169962	13121100703	13	1312	131211	131211007	007	03	00703	13121100703	1	11	11A	22	15	7	22	2	20	0	19	2	1	0	20	43	43	35	8	8	30	21	10	35	20	15	27	12	87	45	42	10	12	39	26	624.087722046162	16913.5234927145
MultiPolygon (((-40422.07949999999254942 167445.17200000025331974, -40416.30979999992996454 167444.58210000023245811, -40412.46190000046044588 167443.5421999990940094, -40409.65400000009685755 167441.77339999936521053, -40408.51009999960660934 167440.42039999924600124, -40407.67810000013560057 167438.02749999985098839, -40407.6780000003054738 167431.57780000008642673, -40408.40589999966323376 167427.62399999983608723, -40409.86180000007152557 167424.29509999975562096, -40412.35769999958574772 167421.58909999951720238, -40450.55790000036358833 167413.0717999991029501, -40546.43649999983608723 167398.13859999924898148, -40549.06859999988228083 167417.084799999371171, -40555.98180000018328428 167466.84759999997913837, -40556.2218000004068017 167468.57159999944269657, -40429.19070000015199184 167490.36900000087916851, -40422.07949999999254942 167445.17200000025331974)))	1110	170311	13121004305	13	1312	131210	131210043	043	05	04305	13121004305	1	11	11A	14	8	5	14	8	6	0	14	0	0	0	0	49	48	46	2	2	8	7	38	46	32	14	29	10	109	39	70	8	12	39	50	417.116987012047	9562.57708606237
MultiPolygon (((-45076.86689999978989363 166887.5693999994546175, -45056.44070000015199184 166876.39030000008642673, -45045.45710000023245811 166869.25879999995231628, -45035.63040000014007092 166858.2715000007301569, -45017.32309999968856573 166836.29780000075697899, -45007.28540000040084124 166825.27850000001490116, -44961.89709999971091747 166790.94879999943077564, -44938.22099999990314245 166774.23200000077486038, -44923.16650000028312206 166756.8619999997317791, -44993.97680000029504299 166690.74670000001788139, -45014.04480000026524067 166674.57210000045597553, -45071.95079999975860119 166628.21509999968111515, -45093.52969999983906746 166613.27239999920129776, -45074.00989999994635582 166656.05379999987781048, -45065.01260000001639128 166689.991499999538064, -45071.76150000002235174 166710.10950000025331974, -45115.30879999976605177 166841.69180000014603138, -45115.50179999973624945 166849.78739999979734421, -45113.76699999999254942 166860.38900000043213367, -45110.97319999989122152 166868.87069999985396862, -45100.1818000003695488 166882.17229999974370003, -45082.45469999965280294 166894.70199999958276749, -45076.86689999978989363 166887.5693999994546175)))	1259	170901	13121600901	13	1312	131216	131216009	009	01	00901	13121600901	1	11	11A	21	19	1	21	7	14	0	12	3	5	1	0	30	29	27	2	14	27	27	0	27	12	15	25	12	96	46	50	13	14	39	30	744.205176635909	24450.1749697054
MultiPolygon (((-45868.66330000013113022 165892.82249999977648258, -45854.40869999956339598 165862.20219999924302101, -45851.504700000397861 165854.28360000066459179, -45851.7686999998986721 165848.47580000013113022, -45854.40849999990314245 165842.93200000002980232, -45862.59109999984502792 165838.44510000012814999, -45870.24679999984800816 165836.86099999956786633, -45878.6934000002220273 165836.86089999973773956, -45884.82510000001639128 165836.54580000042915344, -45889.53189999982714653 165836.11779999919235706, -45916.48959999997168779 165825.41980000026524067, -45949.86600000038743019 165807.875, -46003.64740000013262033 165778.50149999931454659, -46034.36189999990165234 165762.01769999973475933, -46057.6392000000923872 165801.45350000075995922, -46009.22460000030696392 165827.74510000087320805, -45886.90050000045448542 165892.62419999949634075, -45870.92630000039935112 165901.32709999941289425, -45868.66330000013113022 165892.82249999977648258)))	204	163979	13121601309	13	1312	131216	131216013	013	09	01309	13121601309	1	11	11A	19	18	1	19	7	12	9	1	2	6	1	3	58	58	42	16	19	37	32	7	42	25	17	28	17	100	45	55	17	18	39	26	519.816817530537	9968.73043790068
MultiPolygon (((-41419.71109999995678663 165138.89519999921321869, -41417.48259999975562096 165137.15939999930560589, -41374.06070000026375055 165103.33669999986886978, -41327.3619999997317791 165068.30980000086128712, -41327.32019999995827675 165068.2784000001847744, -41287.89979999978095293 165037.02969999983906746, -41246.13109999988228083 165005.73489999957382679, -41246.09960000030696392 165005.71130000054836273, -41246.10549999959766865 165005.69659999944269657, -41250.3596000000834465 164995.01099999994039536, -41253.74920000042766333 164969.38169999979436398, -41252.10890000034123659 164960.4114999994635582, -41336.80449999962002039 164929.18319999985396862, -41381.85340000037103891 164911.49220000021159649, -41390.6223999997600913 164949.9955000001937151, -41434.93080000020563602 165144.61510000005364418, -41419.71109999995678663 165138.89519999921321869)))	961	169386	13121801605	13	1312	131218	131218016	016	05	01605	13121801605	1	11	11A	7	3	4	6	2	5	0	3	4	0	0	3	64	64	39	25	5	16	9	27	39	33	6	14	9	65	29	36	13	3	40	9	659.331104048612	21442.7212250119
MultiPolygon (((-38969.16270000021904707 163798.78260000050067902, -38961.20899999979883432 163790.90589999966323376, -38937.37179999984800816 163768.09100000001490116, -38885.67360000032931566 163718.17919999919831753, -38944.50700000021606684 163716.57300000078976154, -38946.70010000001639128 163735.50919999927282333, -38950.1969999996945262 163743.46089999936521053, -38962.80850000027567148 163750.14550000056624413, -38976.40089999977499247 163748.33650000020861626, -39011.75019999966025352 163736.20179999992251396, -39059.55240000039339066 163760.77459999918937683, -39080.75650000013411045 163771.10209999978542328, -39060.67690000031143427 163811.75060000084340572, -39056.26709999982267618 163820.00530000030994415, -39034.19950000010430813 163861.57379999943077564, -38969.16270000021904707 163798.78260000050067902)))	311	164783	13120200101	13	1312	131202	131202001	001	01	00101	13120200101	1	11	11A	35	25	10	33	25	10	12	18	3	0	2	11	63	63	41	22	4	2	10	28	41	34	7	27	9	81	35	46	9	3	40	29	537.509549562239	11112.2205030426
MultiPolygon (((-36350.28990000020712614 166396.58420000039041042, -36346.81689999997615814 166389.77610000036656857, -36333.8693000003695488 166364.39509999938309193, -36330.9292000001296401 166352.05550000071525574, -36329.59750000014901161 166339.14560000039637089, -36329.17870000004768372 166335.08579999953508377, -36328.58839999977499247 166325.73560000024735928, -36313.39049999974668026 166225.89399999938905239, -36311.05599999986588955 166210.55790000036358833, -36309.8761999998241663 166202.95790000073611736, -36307.53519999980926514 166166.71839999966323376, -36305.2040999997407198 166124.62900000065565109, -36304.71949999965727329 166114.33170000091195107, -36303.44359999988228083 166087.21939999982714653, -36304.9221000000834465 166036.96990000084042549, -36303.38150000013411045 166011.03060000017285347, -36302.0014000004157424 165990.41080000065267086, -36302.42740000039339066 165980.08489999920129776, -36302.8634000001475215 165969.51679999940097332, -36302.92059999983757734 165968.13089999929070473, -36310.08990000002086163 165947.66129999980330467, -36313.16420000046491623 165940.19079999998211861, -36320.74890000000596046 165921.76009999960660934, -36331.04889999981969595 165896.73139999993145466, -36333.57830000016838312 165890.39130000025033951, -36373.32930000033229589 165790.81729999929666519, -36381.27770000044256449 165766.22020000033080578, -36389.87229999992996454 165761.34039999917149544, -36395.91100000031292439 165754.83459999971091747, -36399.66779999993741512 165750.96079999953508377, -36402.41559999994933605 165742.51810000091791153, -36404.73639999981969595 165730.89949999935925007, -36410.89199999999254942 165718.00200000032782555, -36417.39570000022649765 165710.33430000022053719, -36425.52529999986290932 165704.75750000029802322, -36436.21079999953508377 165701.50349999964237213, -36444.18549999967217445 165703.6794000007212162, -36450.97520000021904707 165707.36620000004768372, -36450.97630000021308661 165716.58589999936521053, -36438.22520000021904707 165758.3522999994456768, -36432.02369999978691339 165782.71230000071227551, -36426.10819999966770411 165813.62409999966621399, -36425.29550000000745058 165846.96979999914765358, -36419.2559000002220273 165861.37729999981820583, -36406.71380000002682209 165899.71880000084638596, -36402.53309999965131283 165918.30910000018775463, -36398.98749999981373549 165949.24090000055730343, -36398.2357999999076128 165970.01099999994039536, -36399.20220000017434359 166029.09970000013709068, -36399.30429999995976686 166035.3323999997228384, -36401.68900000024586916 166133.0494999997317791, -36409.1780000003054738 166163.91919999942183495, -36417.46079999953508377 166188.09219999983906746, -36442.15940000023692846 166256.43439999967813492, -36485.32650000043213367 166369.36969999969005585, -36493.08739999961107969 166393.79959999956190586, -36378.2132999999448657 166398.78800000064074993, -36356.18730000033974648 166407.44879999943077564, -36356.16320000030100346 166407.45830000005662441, -36350.28990000020712614 166396.58420000039041042)))	544	166237	13120300309	13	1312	131203	131203003	003	09	00309	13120300309	1	11	11A	29	26	3	29	20	9	0	27	2	0	0	5	46	46	33	13	6	27	23	10	33	22	11	28	10	81	33	48	12	5	40	24	1617.91241695163	66383.2351456434
MultiPolygon (((-43029.73990000039339066 167890.32489999942481518, -42972.8207999998703599 167824.12480000033974648, -42967.93099999986588955 167817.29120000079274178, -42959.1193000003695488 167804.97690000012516975, -42956.35230000037699938 167799.36419999971985817, -42954.4834000002592802 167794.04250000044703484, -42954.07440000027418137 167791.67159999907016754, -42948.65629999991506338 167760.29600000008940697, -42986.71630000043660402 167728.46969999931752682, -42995.52089999988675117 167725.05969999916851521, -43074.48029999993741512 167720.79539999924600124, -43074.69830000028014183 167724.29319999925792217, -43078.69880000036209822 167788.30140000022947788, -43080.87399999983608723 167823.08990000002086163, -43079.4431999996304512 167840.76209999993443489, -43079.32039999961853027 167858.29340000078082085, -43078.20949999988079071 167863.47819999977946281, -43075.12569999974220991 167871.50290000066161156, -43071.64790000021457672 167876.58469999954104424, -43060.9244999997317791 167881.90169999934732914, -43053.17789999954402447 167887.24660000018775463, -43043.40139999985694885 167900.93119999952614307, -43029.73990000039339066 167890.32489999942481518)))	1222	170690	13121102005	13	1312	131211	131211020	020	05	02005	13121102005	1	11	11A	9	6	3	9	6	3	0	9	0	0	0	4	30	30	26	4	2	17	22	2	26	14	12	23	9	74	40	34	9	6	40	19	508.431429939055	16666.1135119844
