WKT,OBJECTID_1,OBJECTID,DTMN11,FR11,SEC11,SS11,BGRI11,LUG11,LUG11DESIG,OBJECTID_12,ANO,GEO_COD,GEO_COD_DSG,NIVEL,NIVEL_DSG,N_EDIFICIOS_CLASSICOS,N_EDIFICIOS_CLASSICOS_1OU2,N_EDIFICIOS_CLASSICOS_ISOLADOS,N_EDIFICIOS_CLASSICOS_GEMIN,N_EDIFICIOS_CLASSICOS_EMBANDA,N_EDIFICIOS_CLASSICOS_3OUMAIS,N_EDIFICIOS_CLASSICOS_OUTROS,N_EDIFICIOS_EXCLUSIV_RESID,N_EDIFICIOS_PRINCIPAL_RESID,N_EDIFICIOS_PRINCIP_NAO_RESID,N_EDIFICIOS_1OU2_PISOS,N_EDIFICIOS_3OU4_PISOS,F_N_EDIFICIOS_5OU_MAIS_PISOS,N_EDIFICIOS_CONSTR_ANTES_1919,N_EDIFICIOS_CONSTR_1919A1945,N_EDIFICIOS_CONSTR_1946A1960,N_EDIFICIOS_CONSTR_1961A1970,N_EDIFICIOS_CONSTR_1971A1980,N_EDIFICIOS_CONSTR_1981A1990,N_EDIFICIOS_CONSTR_1991A1995,N_EDIFICIOS_CONSTR_1996A2000,N_EDIFICIOS_CONSTR_2001A2005,N_EDIFICIOS_CONSTR_2006A2011,N_EDIFICIOS_ESTRUT_BETAO,N_EDIFICIOS_ESTRUT_COM_PLACA,N_EDIFICIOS_ESTRUT_SEM_PLACA,N_EDIFICIOS_ESTRUT_ADOBE_PEDRA,N_EDIFICIOS_ESTRUT_OUTRA,N_ALOJAMENTOS,N_ALOJAMENTOS_FAMILIARES,N_ALOJAMENTOS_FAM_CLASSICOS,N_ALOJAMENTOS_FAM_N_CLASSICOS,N_ALOJAMENTOS_COLECTIVOS,N_CLASSICOS_RES_HABITUAL,N_ALOJAMENTOS_RES_HABITUAL,N_ALOJAMENTOS_VAGOS,N_RES_HABITUAL_COM_AGUA,N_RES_HABITUAL_COM_RETRETE,N_RES_HABITUAL_COM_ESGOTOS,N_RES_HABITUAL_COM_BANHO,N_RES_HABITUAL_AREA_50,N_RES_HABITUAL_AREA_50_100,N_RES_HABITUAL_AREA_100_200,N_RES_HABITUAL_AREA_200,N_RES_HABITUAL_1_2_DIV,N_RES_HABITUAL_3_4_DIV,N_RES_HABITUAL_ESTAC_1,N_RES_HABITUAL_ESTAC_2,N_RES_HABITUAL_ESTAC_3,N_RES_HABITUAL_PROP_OCUP,N_RES_HABITUAL_ARREND,N_FAMILIAS_CLASSICAS,N_FAMILIAS_INSTITUCIONAIS,N_FAMILIAS_CLASSICAS_1OU2_PESS,N_FAMILIAS_CLASSICAS_3OU4_PESS,N_FAMILIAS_CLASSICAS_NPES65,N_FAMILIAS_CLASSICAS_NPES14,N_FAMILIAS_CLASSIC_SEM_DESEMP,N_FAMILIAS_CLASSIC_1DESEMPREG,N_FAMILIAS_CLASS_2MAIS_DESEMP,N_NUCLEOS_FAMILIARES,N_NUCLEOS_1FILH_NAO_CASADO,N_NUCLEOS_2FILH_NAO_CASADO,N_NUCLEOS_FILH_INF_6ANOS,N_NUCLEOS_FILH_INF_15ANOS,N_NUCLEOS_FILH_MAIS_15ANOS,N_INDIVIDUOS_PRESENT,N_INDIVIDUOS_PRESENT_H,N_INDIVIDUOS_PRESENT_M,N_INDIVIDUOS_RESIDENT,N_INDIVIDUOS_RESIDENT_H,N_INDIVIDUOS_RESIDENT_M,N_INDIVIDUOS_RESIDENT_0A4,N_INDIVIDUOS_RESIDENT_5A9,N_INDIVIDUOS_RESIDENT_10A13,N_INDIVIDUOS_RESIDENT_14A19,N_INDIVIDUOS_RESIDENT_15A19,N_INDIVIDUOS_RESIDENT_20A24,N_INDIVIDUOS_RESIDENT_20A64,N_INDIVIDUOS_RESIDENT_25A64,N_INDIVIDUOS_RESIDENT_65,N_INDIVIDUOS_RESIDENT_H_0A4,N_INDIVIDUOS_RESIDENT_H_5A9,N_INDIVIDUOS_RESIDENT_H_10A13,N_INDIVIDUOS_RESIDENT_H_14A19,N_INDIVIDUOS_RESIDENT_H_15A19,N_INDIVIDUOS_RESIDENT_H_20A24,N_INDIVIDUOS_RESIDENT_H_20A64,N_INDIVIDUOS_RESIDENT_H_25A64,N_INDIVIDUOS_RESIDENT_H_65,N_INDIVIDUOS_RESIDENT_M_0A4,N_INDIVIDUOS_RESIDENT_M_5A9,N_INDIVIDUOS_RESIDENT_M_10A13,N_INDIVIDUOS_RESIDENT_M_14A19,N_INDIVIDUOS_RESIDENT_M_15A19,N_INDIVIDUOS_RESIDENT_M_20A24,N_INDIVIDUOS_RESIDENT_M_20A64,N_INDIVIDUOS_RESIDENT_M_25A64,N_INDIVIDUOS_RESIDENT_M_65,N_INDIV_RESIDENT_N_LER_ESCRV,N_IND_RESIDENT_FENSINO_1BAS,N_IND_RESIDENT_FENSINO_2BAS,N_IND_RESIDENT_FENSINO_3BAS,N_IND_RESIDENT_FENSINO_SEC,N_IND_RESIDENT_FENSINO_POSSEC,N_IND_RESIDENT_FENSINO_SUP,N_IND_RESIDENT_ENSINCOMP_1BAS,N_IND_RESIDENT_ENSINCOMP_2BAS,N_IND_RESIDENT_ENSINCOMP_3BAS,N_IND_RESIDENT_ENSINCOMP_SEC,N_IND_RESIDENT_ENSINCOMP_POSEC,N_IND_RESIDENT_ENSINCOMP_SUP,N_IND_RESID_DESEMP_PROC_1EMPRG,N_IND_RESID_DESEMP_PROC_EMPRG,N_IND_RESID_EMPREGADOS,N_IND_RESID_PENS_REFORM,N_IND_RESID_SEM_ACT_ECON,N_IND_RESID_EMPREG_SECT_PRIM,N_IND_RESID_EMPREG_SECT_SEQ,N_IND_RESID_EMPREG_SECT_TERC,N_IND_RESID_ESTUD_MUN_RESID,N_IND_RESID_TRAB_MUN_RESID
"MULTIPOLYGON (((-43123.5805 165967.8968,-43165.6907 165977.650699999,-43186.419 165886.178300001,-43186.443 165886.0733,-43186.4468 165886.056600001,-43156.7169 165879.236199999,-43150.0674 165877.886299999,-43141.6711 165875.9186,-43141.6678 165875.9355,-43123.5805 165967.8968)))","1559","15784","1312","11","060","07","13121106007","007437",Porto,"200935","2011","13121106007",,"8",Subsecção,"2","0","0","0","0","2","0","2","0","0","0","0","2","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0","36","36","36","0","0","27","27","4","27","27","27","27","0","0","18","9","0","1","17","10","0","22","1","27","0","15","8","14","9","25","2","0","19","4","5","2","9","9","67","29","38","71","29","42","2","6","4","12","11","2","29","27","18","0","4","1","4","3","2","13","11","7","2","2","3","8","8","0","16","16","11","0","6","2","4","10","0","3","4","5","13","9","0","32","0","2","25","11","31","1","2","22","25","19"
"MULTIPOLYGON (((-45823.2536 165927.3007,-45834.6192 165940.800899999,-45854.1206 165965.3245,-45863.2803 165975.369899999,-45868.7231 165978.8486,-45872.9149 165980.4605,-45877.7517 165979.815400001,-45884.5234 165977.5584,-45941.2716 165951.1176,-46087.8015 165873.3717,-46057.6392 165801.453500001,-46009.2246 165827.745100001,-45886.9005 165892.624199999,-45870.9263 165901.327099999,-45823.2536 165927.3007)))","1560","15785","1312","09","005","02","13120900502","007437",Porto,"200343","2011","13120900502",,"8",Subsecção,"45","42","16","18","8","3","0","44","0","1","23","21","1","16","5","1","1","3","0","1","3","1","14","17","2","14","12","0","61","61","61","0","0","48","48","11","48","48","48","46","6","9","12","21","0","16","9","16","4","32","11","50","0","25","18","23","11","45","5","0","38","15","7","4","11","21","122","60","62","135","67","68","5","8","3","13","10","6","73","67","33","1","7","0","8","6","3","39","36","12","4","1","3","5","4","3","34","31","21","2","5","3","5","6","0","9","19","10","17","23","4","42","1","4","60","28","51","0","8","52","30","45"
"MULTIPOLYGON (((-43185.1899 165979.976199999,-43208.9019 165985.6456,-43229.4722 165895.811100001,-43229.4762 165895.7937,-43193.0668 165887.575300001,-43186.4468 165886.056600001,-43186.443 165886.0733,-43186.419 165886.178300001,-43165.6907 165977.650699999,-43185.1899 165979.976199999)))","1561","15786","1312","11","060","06","13121106006","007437",Porto,"200934","2011","13121106006",,"8",Subsecção,"2","0","0","0","0","2","0","2","0","0","0","0","2","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0","37","37","37","0","0","31","31","5","31","31","31","31","0","2","23","6","1","0","26","5","0","26","2","31","0","19","7","19","7","31","0","0","21","4","3","1","7","9","75","37","38","79","39","40","2","3","5","8","6","3","35","32","26","0","2","4","6","4","2","17","15","10","2","1","1","2","2","1","18","17","16","0","2","2","5","5","0","6","9","7","9","9","0","40","0","0","33","19","34","1","8","24","20","25"
"MULTIPOLYGON (((-38606.9026 165930.7312,-38623.3391 165953.5143,-38632.7369 165972.524499999,-38641.9286 165979.4461,-38679.5501 165987.298599999,-38682.5537 165967.2554,-38694.1586 165905.8868,-38670.6006 165902.562,-38654.5523 165905.192,-38637.95 165909.399900001,-38619.1339 165920.446599999,-38606.9026 165930.7312)))","1562","15787","1312","02","002","09","13120200209","007437",Porto,"199325","2011","13120200209",,"8",Subsecção,"7","7","5","2","0","0","0","7","0","0","7","0","0","0","0","0","0","0","1","1","3","1","1","7","0","0","0","0","7","7","7","0","0","5","5","2","5","5","5","5","0","0","1","4","0","0","2","1","2","4","0","5","0","1","1","3","0","5","0","0","7","3","1","0","0","5","21","9","12","21","9","12","0","0","0","0","0","7","16","9","5","0","0","0","0","0","3","7","4","2","0","0","0","0","0","4","9","5","3","0","1","0","0","3","0","4","1","1","6","7","0","5","0","0","8","6","13","0","1","7","5","8"
"MULTIPOLYGON (((-39089.6339 167802.342900001,-39176.3147 167834.203199999,-39211.2154 167847.0305,-39270.2642 167870.054300001,-39283.3207 167875.145,-39323.8861 167890.9596,-39531.4067 167974.4373,-39604.4498 168007.0097,-39628.0239 167930.1833,-39634.7865 167914.7958,-39642.571 167898.2733,-39653.6922 167878.243899999,-39660.2548 167867.896199999,-39667.3174 167857.213500001,-39680.4406 167839.5219,-39683.0699 167836.079500001,-39684.5634 167834.1241,-39690.895 167825.8353,-39708.159 167803.216800001,-39694.4905 167789.8026,-39566.7888 167663.1061,-39525.1773 167623.3084,-39519.7124 167617.840700001,-39513.7266 167610.031199999,-39509.8237 167603.261499999,-39507.5187 167595.003900001,-39505.6226 167573.277799999,-39503.5024 167549.104800001,-39501.3138 167479.3006,-39500.1825 167447.8039,-39499.2573 167422.037900001,-39497.1557 167363.542300001,-39493.4339 167273.990900001,-39478.2996 167274.6351,-39465.5122 167275.113399999,-39374.4503 167278.9209,-39329.5183 167280.8006,-39297.5047 167281.9012,-39279.9525 167283.613399999,-39273.7648 167284.217399999,-39262.0673 167287.486300001,-39248.8399 167295.3521,-39217.3894 167307.1428,-39202.549 167313.480599999,-39160.153 167332.1371,-39139.8899 167341.3178,-39156.2607 167380.8762,-39167.3575 167406.7235,-39178.3673 167431.3035,-39182.2462 167439.960100001,-39187.7233 167464.268100001,-39193.1993 167488.576099999,-39191.8817 167506.819399999,-39191.8654 167507.045399999,-39191.8615 167507.0988,-39189.8189 167535.3793,-39185.8733 167554.5526,-39143.322 167663.9158,-39143.2675 167664.054300001,-39111.9754 167743.2991,-39089.6339 167802.342900001)))","1563","15788","1312","10","012","01","13121001201","007437",Porto,"200426","2011","13121001201",,"8",Subsecção,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MULTIPOLYGON (((-40205.8339 167999.252599999,-40223.2552 168005.538,-40233.5818 168009.3517,-40231.0137 167991.134500001,-40236.8737 167917.3773,-40218.8365 167916.4757,-40215.6798 167936.775900001,-40202.3776 167957.7523,-40198.7701 167987.076199999,-40199.6721 167991.813,-40201.927 167996.0978,-40205.8339 167999.252599999)))","1564","15789","1312","10","009","13","13121000913","007437",Porto,"200415","2011","13121000913",,"8",Subsecção,"2","0","0","0","0","2","0","2","0","0","0","2","0","0","0","0","0","2","0","0","0","0","0","2","0","0","0","0","32","32","32","0","0","32","32","0","32","32","32","31","13","15","4","0","5","21","0","0","0","4","27","32","0","22","10","9","6","27","3","2","23","16","2","3","6","12","61","24","37","68","28","40","2","2","2","4","4","9","46","37","12","2","1","0","2","2","5","20","15","3","0","1","2","2","2","4","26","22","9","1","2","2","0","5","0","0","32","3","17","4","0","2","2","5","24","16","31","0","2","22","10","16"
"MULTIPOLYGON (((-41146.5706 167891.3543,-41141.2278 167901.145199999,-41140.408 167902.5154,-41137.5403 167907.4125,-41126.3189 167926.575300001,-41109.3396 167956.1154,-41094.7 167981.2052,-41092.9505 167983.7355,-41086.3705 167996.315,-41077.9913 168011.5053,-41116.4418 168006.309800001,-41146.3713 168002.2656,-41175.5496 167998.322899999,-41193.2752 167995.847,-41212.9166 167993.103399999,-41261.3705 167986.335200001,-41479.6564 167955.8445,-41505.3026 167952.2622,-41511.0743 167951.456,-41533.6073 167948.1845,-41555.5925 167944.9926,-41598.2512 167938.7991,-41662.1424 167929.523,-41649.6995 167896.4476,-41627.5648 167833.5996,-41615.743 167797.1994,-41607.8711 167772.9585,-41505.2021 167816.8466,-41477.3525 167829.4056,-41416.0255 167854.8147,-41206.7186 167938.4242,-41201.4499 167940.6052,-41198.0991 167941.8752,-41194.9622 167942.3442,-41191.7533 167941.8093,-41189.1864 167940.204399999,-41187.4755 167938.7345,-41184.4806 167936.126700001,-41150.3287 167895.678,-41146.5958 167891.383300001,-41146.5706 167891.3543)))","1565","15790","1312","11","006","01","13121100601","007437",Porto,"200722","2011","13121100601",,"8",Subsecção,"47","46","21","24","1","1","0","41","0","6","44","3","0","0","9","11","8","10","3","3","1","0","2","37","3","7","0","0","56","56","56","0","0","41","41","14","41","41","41","41","0","6","22","13","0","4","19","10","5","23","17","41","0","24","14","28","4","34","6","1","31","13","3","1","4","16","97","41","56","100","44","56","0","3","1","6","5","6","49","43","41","0","3","1","3","2","3","19","16","18","0","0","0","3","3","3","30","27","23","1","3","0","1","5","0","9","11","4","19","18","1","40","0","8","32","35","55","0","3","29","17","24"
"MULTIPOLYGON (((-42279.2414 167999.828400001,-42287.7351 167999.370300001,-42323.0716 168012.032099999,-42341.4853 167960.777899999,-42341.6183 167960.527899999,-42320.1922 167953.603599999,-42298.734 167946.144300001,-42297.7481 167949.3322,-42279.2414 167999.828400001)))","1566","15791","1312","11","004","02","13121100402","007437",Porto,"200712","2011","13121100402",,"8",Subsecção,"16","16","0","0","16","0","0","16","0","0","16","0","0","0","0","16","0","0","0","0","0","0","0","16","0","0","0","0","16","16","16","0","0","14","14","2","14","14","14","14","2","10","2","0","0","4","7","0","0","10","4","14","0","8","6","10","0","11","2","1","10","5","2","0","0","7","31","16","15","32","17","15","0","0","0","1","1","2","19","17","12","0","0","0","0","0","0","13","13","4","0","0","0","1","1","2","6","4","8","2","0","0","0","1","0","2","12","1","6","6","0","3","0","4","12","12","16","0","4","8","2","6"
"MULTIPOLYGON (((-43219.3144 167985.337300001,-43221.3016 168012.5361,-43317.9351 168002.208699999,-43309.4884 167990.817299999,-43288.3441 167965.425799999,-43250.6913 167916.6927,-43221.8288 167939.7302,-43218.59 167943.5591,-43218.0011 167945.032,-43217.4121 167946.505,-43219.3144 167985.337300001)))","1567","15792","1312","11","003","06","13121100306","007437",Porto,"200705","2011","13121100306",,"8",Subsecção,"9","7","0","7","0","2","0","9","0","0","7","2","0","0","0","0","8","1","0","0","0","0","0","1","0","8","0","0","24","24","24","0","0","19","19","2","18","18","18","18","1","12","6","0","1","1","11","1","0","18","0","19","0","11","4","11","2","15","3","1","13","6","4","1","2","9","50","24","26","50","24","26","1","1","1","5","5","0","28","28","14","1","0","1","4","4","0","12","12","6","0","1","0","1","1","0","16","16","8","3","2","0","2","4","0","1","14","9","9","8","1","3","0","5","17","14","25","0","2","15","7","12"
"MULTIPOLYGON (((-43085.2644 167889.1099,-43088.1036 167922.045499999,-43077.2071 167923.7326,-43073.3163 167926.1986,-43071.2914 167928.7665,-43070.4595 167930.2245,-43069.8626 167937.6062,-43075.247 168006.7381,-43098.855 168011.0184,-43110.5295 168013.743100001,-43139.8472 168011.147700001,-43150.4347 168008.309599999,-43140.8711 167904.5492,-43139.068 167884.984099999,-43085.2644 167889.1099)))","1568","15793","1312","11","003","05","13121100305","007437",Porto,"200704","2011","13121100305",,"8",Subsecção,"5","0","0","0","0","5","0","5","0","0","0","5","0","0","0","0","4","1","0","0","0","0","0","0","0","5","0","0","40","40","40","0","0","37","37","3","37","37","37","37","5","17","15","0","0","17","11","0","0","34","1","38","0","27","9","26","5","33","5","0","29","13","0","1","5","11","84","38","46","83","38","45","2","1","3","2","1","2","35","33","40","1","1","2","1","0","0","17","17","16","1","0","1","1","1","2","18","16","24","2","2","1","2","2","0","2","29","13","19","10","0","2","0","5","19","42","52","0","4","15","9","14"
"MULTIPOLYGON (((-41054.8187 167774.4398,-41045.4301 168016.3815,-41077.9913 168011.5053,-41086.3705 167996.315,-41092.9505 167983.7355,-41094.7 167981.2052,-41109.3396 167956.1154,-41126.3189 167926.575300001,-41137.5403 167907.4125,-41140.408 167902.5154,-41141.2278 167901.145199999,-41146.5706 167891.3543,-41147.3178 167889.985,-41150.0172 167888.145400001,-41181.5111 167832.6372,-41204.1446 167792.7454,-41205.3645 167790.495100001,-41236.9956 167732.861300001,-41201.2037 167718.1424,-41157.7204 167702.9888,-41142.0691 167697.6313,-41089.3173 167679.576099999,-41058.7585 167669.395,-41054.8187 167774.4398)))","1569","15794","1312","10","007","02","13121000702","007437",Porto,"200385","2011","13121000702",,"8",Subsecção,"2","0","0","0","0","2","0","1","1","0","0","0","2","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","42","42","42","0","0","19","19","23","19","19","19","19","0","1","18","0","0","11","16","3","0","19","0","19","0","18","1","1","1","18","1","0","14","1","0","0","1","0","35","18","17","34","17","17","0","0","0","1","0","0","31","31","2","0","0","0","1","0","0","15","15","1","0","0","0","0","0","0","16","16","1","0","0","0","1","0","0","2","4","2","0","6","0","22","0","1","26","3","6","0","4","22","1","10"
"MULTIPOLYGON (((-43150.4347 168008.309599999,-43151.2807 168017.5582,-43221.3016 168012.5361,-43219.3144 167985.337300001,-43217.4121 167946.505,-43218.0011 167945.032,-43218.59 167943.5591,-43221.8288 167939.7302,-43250.6913 167916.6927,-43236.7708 167901.4626,-43224.0003 167893.2952,-43204.3551 167885.5099,-43195.8185 167882.9871,-43187.6318 167881.342399999,-43166.5827 167881.014799999,-43147.6396 167882.77,-43139.068 167884.984099999,-43140.8711 167904.5492,-43150.4347 168008.309599999)))","1570","15795","1312","11","003","04","13121100304","007437",Porto,"200703","2011","13121100304",,"8",Subsecção,"11","1","0","1","0","10","0","11","0","0","1","10","0","0","0","0","1","10","0","0","0","0","0","1","0","10","0","0","82","82","82","0","0","71","71","9","70","70","70","70","5","46","19","1","1","24","43","0","0","58","5","73","0","42","24","44","12","59","11","3","55","24","12","3","11","30","175","80","95","187","88","99","3","5","8","11","9","10","104","94","56","2","3","4","6","5","3","55","52","18","1","2","4","5","4","7","49","42","38","11","6","3","8","2","0","2","68","24","42","14","0","4","1","16","54","59","98","0","8","46","19","39"
"MULTIPOLYGON (((-42337.571 168017.0496,-42363.3233 168026.1042,-42364.5295 168022.6588,-42381.0394 167977.2224,-42382.1026 167974.4825,-42341.6183 167960.527899999,-42341.4853 167960.777899999,-42323.0716 168012.032099999,-42324.1306 168012.412,-42337.571 168017.0496)))","1571","15796","1312","11","001","09","13121100109","007437",Porto,"200695","2011","13121100109",,"8",Subsecção,"16","16","0","16","0","0","0","16","0","0","16","0","0","0","0","16","0","0","0","0","0","0","0","16","0","0","0","0","16","16","16","0","0","13","13","2","13","13","13","13","1","7","5","0","0","4","7","0","0","13","0","13","0","9","3","9","1","12","1","0","9","1","1","1","1","3","30","14","16","30","14","16","0","1","1","1","1","3","12","9","15","0","0","0","1","1","3","7","4","6","0","1","1","0","0","0","5","5","9","2","0","1","1","0","0","2","12","3","5","4","2","0","1","0","10","15","17","0","1","9","4","9"
"MULTIPOLYGON (((-37065.4933 168006.229499999,-37066.0791 168006.6171,-37073.2289 168011.3665,-37094.7989 168025.165899999,-37099.939 168027.8222,-37110.2987 168033.1757,-37116.0588 168034.7357,-37116.0742 168034.745300001,-37153.4741 167980.9592,-37158.6928 167970.850500001,-37159.9297 167966.3267,-37161.4106 167952.1523,-37077.2215 167898.0678,-37059.5763 167908.7245,-37054.7046 167911.6664,-37045.2341 167927.334799999,-37031.5536 167922.144099999,-36974.7107 167898.1953,-36969.6249 167894.8815,-36932.1695 167901.8934,-36926.0518 167905.336300001,-36927.7028 167917.5898,-36927.7828 167918.1808,-36927.8163 167918.428099999,-36928.2553 167918.667099999,-36929.3482 167919.2622,-36937.8686 167923.9012,-36949.4183 167930.220799999,-36954.4586 167934.3105,-36992.1836 167957.977,-36994.4985 167959.429199999,-37016.3283 167972.308700001,-37035.1888 167985.117799999,-37048.5097 167994.7377,-37052.7188 167997.7774,-37065.0206 168005.9167,-37065.4933 168006.229499999)))","1572","15797","1312","10","011","03","13121001103","007437",Porto,"200423","2011","13121001103",,"8",Subsecção,"40","39","7","32","0","1","0","40","0","0","40","0","0","0","20","6","12","1","0","1","0","0","0","2","11","26","0","1","43","43","43","0","0","33","33","10","33","32","33","31","14","10","9","0","4","10","6","4","0","14","18","33","0","26","6","22","1","29","3","1","22","3","1","0","1","5","58","24","34","66","28","38","0","0","1","4","3","2","32","30","29","0","0","0","2","1","1","16","15","10","0","0","1","2","2","1","16","15","19","3","5","2","2","2","0","1","29","8","9","5","1","4","1","4","20","33","39","0","7","13","11","13"
"MULTIPOLYGON (((-43317.9351 168002.208699999,-43322.897 168009.1963,-43326.385 168022.3727,-43326.155 168028.8344,-43324.2652 168038.067,-43341.696 168012.2963,-43341.8029 168012.1383,-43362.109 167982.116699999,-43371.5754 167967.9552,-43376.1772 167961.0724,-43394.5441 167933.5942,-43429.1021 167881.8958,-43454.4006 167843.448,-43456.6394 167833.7434,-43453.6903 167813.0693,-43448.0574 167791.938300001,-43372.3189 167809.484,-43272.9566 167834.5338,-43236.0553 167843.836100001,-43209.5235 167849.611300001,-43149.9803 167865.322799999,-43130.9192 167867.865,-43111.0351 167870.2663,-43086.7262 167873.7796,-43077.8416 167874.6437,-43071.6479 167876.5847,-43060.9245 167881.901699999,-43053.1779 167887.2466,-43043.4014 167900.9312,-43057.9357 167895.395199999,-43068.2192 167892.4551,-43081.7096 167889.382,-43085.2644 167889.1099,-43139.068 167884.984099999,-43147.6396 167882.77,-43166.5827 167881.014799999,-43187.6318 167881.342399999,-43195.8185 167882.9871,-43204.3551 167885.5099,-43224.0003 167893.2952,-43236.7708 167901.4626,-43250.6913 167916.6927,-43288.3441 167965.425799999,-43309.4884 167990.817299999,-43317.9351 168002.208699999)))","1573","15798","1312","11","003","03","13121100303","007437",Porto,"200702","2011","13121100303",,"8",Subsecção,"1","1","1","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","0","1","1","0","1","1","1","1","0","1","0","0","0","0","1","0","0","1","0","1","0","1","0","1","0","1","0","0","1","0","0","0","0","0","2","1","1","2","1","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","2","2","0","0","0","0","0"
"MULTIPOLYGON (((-42316.5631 168035.6602,-42328.2037 168043.5656,-42328.3847 168042.989600001,-42337.571 168017.0496,-42324.1306 168012.412,-42323.0716 168012.032099999,-42287.7351 167999.370300001,-42279.2414 167999.828400001,-42276.2876 168008.3071,-42316.5631 168035.6602)))","1574","15799","1312","11","001","08","13121100108","007437",Porto,"200694","2011","13121100108",,"8",Subsecção,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MULTIPOLYGON (((-40027.4073 167950.5329,-40015.5921 167971.5743,-40016.1823 167990.093599999,-40017.4207 168034.7567,-40017.9417 168036.579700001,-40026.6624 168044.783199999,-40030.3753 168051.3168,-40071.965 168007.218800001,-40066.1941 167999.259199999,-40065.5181 167990.011600001,-40062.3611 167979.8621,-40044.0987 167961.5922,-40027.4073 167950.5329)))","1575","15800","1312","10","009","12","13121000912","007437",Porto,"200414","2011","13121000912",,"8",Subsecção,"14","14","3","0","11","0","0","14","0","0","14","0","0","0","0","0","8","6","0","0","0","0","0","14","0","0","0","0","14","14","14","0","0","13","13","1","13","13","13","13","0","10","3","0","0","3","5","1","0","9","3","13","0","7","5","8","4","11","2","0","8","4","1","0","4","3","30","13","17","31","13","18","0","1","3","0","0","0","16","16","11","0","1","1","0","0","0","8","8","3","0","0","2","0","0","0","8","8","8","0","3","0","2","1","0","1","9","6","4","3","0","5","1","1","7","15","18","0","1","6","5","4"
"MULTIPOLYGON (((-42941.8532 168031.933499999,-42960.4464 168039.6598,-42990.6162 168047.5119,-42995.039 168048.0068,-43002.0357 168050.2816,-43007.6145 168053.0074,-43010.1964 168057.1841,-43011.5414 168061.3069,-43019.1149 168048.077400001,-43026.8364 168026.2322,-43034.1587 167993.8434,-43020.6743 167996.0196,-43012.9947 167996.4147,-43009.7878 167995.2918,-43008.2759 167993.843900001,-42983.7227 167964.0956,-42919.9828 167884.782199999,-42886.3689 167842.1987,-42880.6971 167841.364800001,-42879.0582 167841.231899999,-42874.5704 167841.9669,-42871.9355 167842.767899999,-42870.0116 167843.2359,-42830.6193 167841.232799999,-42829.4084 167841.766799999,-42828.1255 167842.5688,-42827.0575 167843.7707,-42826.4875 167844.9747,-42825.9176 167846.0427,-42825.5616 167847.1786,-42825.1916 167848.5956,-42817.9355 167901.497400001,-42826.3592 167910.4419,-42896.8028 167985.2414,-42941.8532 168031.933499999)))","1576","15801","1312","11","005","01","13121100501","007437",Porto,"200718","2011","13121100501",,"8",Subsecção,"24","17","4","5","8","7","0","20","4","0","16","1","7","6","2","0","2","1","0","1","8","4","0","16","0","4","4","0","205","205","205","0","0","185","185","13","184","183","184","183","16","113","55","1","4","90","108","5","1","105","73","185","0","78","95","39","67","140","34","11","159","77","31","31","68","65","500","230","270","508","232","276","26","27","27","36","30","32","338","306","54","15","12","12","20","15","15","153","138","20","11","15","15","16","15","17","185","168","34","17","22","16","20","18","2","18","125","88","91","76","2","27","17","41","218","78","146","1","38","179","105","144"
