fid,OBJECTID,BGRI2021,DT21,DTMN21,DTMNFR21,DTMNFRSEC21,SECNUM21,SSNUM21,SECSSNUM21,SUBSECCAO,NUTS1,NUTS2,NUTS3,N_EDIFICIOS_CLASSICOS,N_EDIFICIOS_CLASS_CONST_1_OU_2_ALOJ,N_EDIFICIOS_CLASS_CONST_3_OU_MAIS_ALOJAMENTOS,N_EDIFICIOS_EXCLUSIV_RESID,N_EDIFICIOS_1_OU_2_PISOS,N_EDIFICIOS_3_OU_MAIS_PISOS,N_EDIFICIOS_CONSTR_ANTES_1945,N_EDIFICIOS_CONSTR_1946_1980,N_EDIFICIOS_CONSTR_1981_2000,N_EDIFICIOS_CONSTR_2001_2010,N_EDIFICIOS_CONSTR_2011_2021,N_EDIFICIOS_COM_NECESSIDADES_REPARACAO,N_ALOJAMENTOS_TOTAL,N_ALOJAMENTOS_FAMILIARES,N_ALOJAMENTOS_FAM_CLASS_RHABITUAL,N_ALOJAMENTOS_FAM_CLASS_VAGOS_OU_RESID_SECUNDARIA,N_RHABITUAL_ACESSIVEL_CADEIRAS_RODAS,N_RHABITUAL_COM_ESTACIONAMENTO,N_RHABITUAL_PROP_OCUP,N_RHABITUAL_ARRENDADOS,N_AGREGADOS_DOMESTICOS_PRIVADOS,N_ADP_1_OU_2_PESSOAS,N_ADP_3_OU_MAIS_PESSOAS,N_NUCLEOS_FAMILIARES,N_NUCLEOS_FAMILIARES_COM_FILHOS_TENDO_O_MAIS_NOVO_MENOS_DE_25,N_INDIVIDUOS,N_INDIVIDUOS_H,N_INDIVIDUOS_M,N_INDIVIDUOS_0_14,N_INDIVIDUOS_15_24,N_INDIVIDUOS_25_64,N_INDIVIDUOS_65_OU_MAIS,SHAPE_Length,SHAPE_Area,lon,lat
866,167611,13121600704,13,1312,131216,131216007,7,4,704,13121600704,1,11,11A,3,2,1,3,1,2,0,1,0,1,1,1,9,9,7,2,6,7,5,1,7,3,4,5,3,23,14,9,8,2,12,1,447.139283524571,7388.8452441971,-8.676044492493483,41.14977152571095
867,167612,13121701606,13,1312,131217,131217016,16,6,1606,13121701606,1,11,11A,25,13,12,20,5,20,13,8,1,2,1,4,80,80,52,28,12,11,9,40,52,38,14,28,12,108,46,62,13,9,69,17,497.119982726751,10621.2158325524,-8.603798718337119,41.1500518189677
868,167613,13121701607,13,1312,131217,131217016,16,7,1607,13121701607,1,11,11A,14,9,5,13,7,7,7,4,1,2,0,5,31,31,19,12,0,0,9,7,19,15,4,8,4,34,15,19,5,1,19,9,478.020056809456,12129.0766642138,-8.60463875021923,41.15013833357868
869,167614,13121701608,13,1312,131217,131217016,16,8,1608,13121701608,1,11,11A,11,5,6,8,3,8,7,3,1,0,0,3,24,24,9,15,0,0,0,8,9,7,2,3,1,17,10,7,1,3,7,6,199.119464259726,2426.90130423506,-8.605153433750216,41.15070206705979
870,167615,13121703301,13,1312,131217,131217033,33,1,3301,13121703301,1,11,11A,3,2,1,3,0,3,2,0,0,0,1,0,7,7,3,4,0,0,0,3,3,2,1,1,0,7,4,3,0,5,2,0,215.828504783938,1726.69134928817,-8.614563941249243,41.15057693476312
871,167616,13121602212,13,1312,131216,131216022,22,12,2212,13121602212,1,11,11A,23,21,2,23,16,7,18,2,0,0,3,12,30,30,22,8,5,16,14,6,22,11,11,16,9,56,32,24,10,4,33,9,357.908743162028,7321.76138374176,-8.666204807145142,41.150247101176994
872,167884,13121701101,13,1312,131217,131217011,11,1,1101,13121701101,1,11,11A,23,6,16,12,0,23,20,3,0,0,0,14,89,86,40,46,2,0,18,17,42,33,9,18,5,84,43,41,3,16,50,15,479.389759184571,13973.3057662861,-8.606213066092389,41.15043339112622
873,167885,13121701609,13,1312,131217,131217016,16,9,1609,13121701609,1,11,11A,32,16,14,27,5,27,16,13,1,2,0,10,104,102,70,32,16,14,18,49,70,55,15,31,13,146,73,73,16,4,86,40,646.962731043406,22442.4458897702,-8.602810794919039,41.15007439229289
874,167886,13121602320,13,1312,131216,131216023,23,20,2320,13121602320,1,11,11A,94,88,6,93,80,14,22,49,9,8,6,41,128,128,103,25,16,46,55,38,103,63,40,73,29,242,109,133,18,31,124,69,695.295701107094,24430.8404943438,-8.667286848747672,41.14928068120656
875,167887,13121802103,13,1312,131218,131218021,21,3,2103,13121802103,1,11,11A,35,17,18,30,10,25,20,5,3,6,1,7,269,269,173,96,86,94,78,71,173,139,34,80,34,328,159,169,28,33,189,78,940.450941716093,30856.1658276638,-8.626637581945852,41.14976224908838
876,167888,13121802210,13,1312,131218,131218022,22,10,2210,13121802210,1,11,11A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,878.061304715267,35682.61715344,-8.635518431253313,41.150353837016745
877,167889,13121602213,13,1312,131216,131216022,22,13,2213,13121602213,1,11,11A,9,8,1,9,6,3,9,0,0,0,0,5,12,12,6,6,1,3,4,2,6,2,4,5,2,15,9,6,1,1,8,5,342.628940741474,3812.91184781862,-8.666932659038814,41.150365841474546
878,167890,13121600101,13,1312,131216,131216001,1,1,101,13121600101,1,11,11A,7,6,1,6,2,5,1,6,0,0,0,3,11,11,4,7,0,2,4,0,4,3,1,5,1,11,5,6,0,1,2,8,195.444580611879,2239.7099102899,-8.676731915289585,41.15064591040393
879,167891,13121600708,13,1312,131216,131216007,7,8,708,13121600708,1,11,11A,30,26,4,30,26,4,21,4,3,0,2,20,48,48,36,12,5,18,24,10,36,25,11,22,11,79,36,43,13,7,35,24,404.745731715509,9879.30912057479,-8.673921362910047,41.15034545664846
880,167892,13121802211,13,1312,131218,131218022,22,11,2211,13121802211,1,11,11A,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,4,0,927.737396470592,23009.0408783862,-8.638267173100497,41.15078518380827
881,167893,13121800105,13,1312,131218,131218001,1,5,105,13121800105,1,11,11A,10,10,0,10,9,1,3,7,0,0,0,1,10,10,8,2,4,8,6,2,8,3,5,7,0,22,11,11,0,0,11,11,279.665922710055,2323.02108259259,-8.652954665819278,41.150855099200896
882,167894,13121602214,13,1312,131216,131216022,22,14,2214,13121602214,1,11,11A,22,16,6,22,15,7,1,19,1,0,1,14,48,48,42,6,13,24,29,6,42,20,22,34,19,111,55,56,20,13,58,20,367.254829648791,7850.01561439314,-8.669977009145626,41.150510770734
883,167895,13121801302,13,1312,131218,131218013,13,2,1302,13121801302,1,11,11A,37,27,10,36,20,17,15,13,1,8,0,33,152,152,127,25,75,98,95,21,127,68,59,89,55,318,163,155,65,26,179,48,722.447117995964,27836.8436768271,-8.649813047253263,41.15007661222707
884,167896,13121703302,13,1312,131217,131217033,33,2,3302,13121703302,1,11,11A,25,12,13,16,4,21,16,3,4,2,0,2,93,93,55,38,8,17,21,31,55,51,4,25,5,91,37,54,4,5,53,29,653.967637480394,25467.2031572112,-8.615789754205583,41.15040806511173
885,167897,13120302507,13,1312,131203,131203025,25,7,2507,13120302507,1,11,11A,44,42,2,44,44,0,42,1,0,0,1,20,53,53,40,13,6,10,11,27,40,32,8,25,8,75,39,36,7,3,36,29,1654.65786821643,143596.763758024,-8.564635571239629,41.149008050292835
886,167898,13120301201,13,1312,131203,131203012,12,1,1201,13120301201,1,11,11A,21,21,0,21,20,1,17,4,0,0,0,1,21,21,19,2,3,2,9,10,19,11,8,14,6,45,18,27,4,4,21,16,719.184635764159,19401.5197042915,-8.563751094152801,41.15089889243394
887,167899,13121600709,13,1312,131216,131216007,7,9,709,13121600709,1,11,11A,18,15,3,17,16,2,2,12,2,2,0,12,34,34,26,8,3,4,8,15,26,17,9,18,6,58,27,31,5,4,34,15,291.649143936079,4042.35290600072,-8.675998406550686,41.15067403767685
888,167900,13121800106,13,1312,131218,131218001,1,6,106,13121800106,1,11,11A,10,10,0,10,10,0,0,10,0,0,0,1,10,10,8,2,3,4,7,1,8,4,4,6,3,21,12,9,3,3,12,3,275.219143979702,2515.00821696873,-8.652775994447834,41.151000850634425
889,167901,13120302508,13,1312,131203,131203025,25,8,2508,13120302508,1,11,11A,58,54,4,58,58,0,48,3,2,0,5,34,77,77,48,29,6,10,14,32,48,34,14,27,11,103,52,51,12,7,44,40,1333.85431504058,84732.6957891385,-8.568191202799078,41.150080018045564
890,167902,13121600710,13,1312,131216,131216007,7,10,710,13121600710,1,11,11A,23,22,1,23,20,3,13,4,2,1,3,9,28,28,24,4,13,14,19,4,24,9,15,22,14,74,41,33,10,12,41,11,456.368989792958,10090.8794114243,-8.672942814912897,41.15051514796463
891,167903,13120301202,13,1312,131203,131203012,12,2,1202,13120301202,1,11,11A,22,22,0,22,22,0,17,5,0,0,0,5,22,22,21,1,4,5,3,15,21,16,5,10,4,38,19,19,3,3,13,19,632.047428299352,18403.8727767065,-8.561801107245687,41.15097161837311
892,167904,13121802413,13,1312,131218,131218024,24,13,2413,13121802413,1,11,11A,18,15,2,18,14,4,15,0,3,0,0,12,27,26,17,9,0,0,7,8,17,10,7,12,6,71,23,48,6,4,21,40,1246.21300186863,35058.1702132444,-8.629712387548182,41.149177658745614
893,167905,13120302701,13,1312,131203,131203027,27,1,2701,13120302701,1,11,11A,29,29,0,29,29,0,29,0,0,0,0,28,29,29,23,6,7,0,0,22,23,11,12,15,11,59,31,28,14,7,30,8,236.584623351288,2877.28735319808,-8.58599706237504,41.151243909205554
894,167906,13121802212,13,1312,131218,131218022,22,12,2212,13121802212,1,11,11A,45,45,0,45,43,2,4,39,2,0,0,0,46,46,25,21,3,2,12,9,25,16,9,15,9,55,22,33,6,9,21,19,422.168320974453,8874.43258740825,-8.645583996082088,41.15065981200809
895,168191,13121601403,13,1312,131216,131216014,14,3,1403,13121601403,1,11,11A,20,14,6,20,15,5,18,0,1,1,0,18,49,49,29,20,6,11,15,9,29,19,10,17,9,65,26,39,9,8,28,20,302.825578802379,5891.55500440002,-8.674946794977409,41.1515926530081
896,168192,13120301701,13,1312,131203,131203017,17,1,1701,13120301701,1,11,11A,70,60,10,69,58,12,52,18,0,0,0,31,113,113,77,36,4,9,31,41,77,48,29,52,23,178,88,90,23,14,88,53,1036.95551420835,47594.6504180101,-8.581066380915988,41.15110314342772
897,168193,13121800111,13,1312,131218,131218001,1,11,111,13121800111,1,11,11A,55,43,12,53,41,14,44,1,1,9,0,16,131,131,110,21,64,82,89,12,110,55,55,86,52,291,144,147,53,33,145,60,1451.72173420845,71052.8058372003,-8.654243531664124,41.15077699037335
898,168194,13121600104,13,1312,131216,131216001,1,4,104,13121600104,1,11,11A,17,10,7,17,7,10,1,13,1,0,2,10,43,43,34,9,5,17,19,8,34,24,10,20,9,71,31,40,9,5,34,23,355.817058548306,7741.48410868956,-8.676337207332057,41.15164302616643
899,168195,13121802104,13,1312,131218,131218021,21,4,2104,13121802104,1,11,11A,6,0,6,2,0,6,0,0,6,0,0,0,248,248,192,56,181,172,146,31,192,134,58,117,55,418,204,214,45,52,247,74,605.726423337502,24674.6854455105,-8.626717044484312,41.1512585591026
900,168196,13121800112,13,1312,131218,131218001,1,12,112,13121800112,1,11,11A,4,0,4,3,0,4,0,0,4,0,0,4,58,58,53,5,27,22,47,3,53,32,21,38,14,128,64,64,12,12,68,36,272.960843637654,3452.48123025416,-8.65156362660218,41.1518895407363
901,168197,13120200503,13,1312,131202,131202005,5,3,503,13120200503,1,11,11A,68,40,28,65,21,47,18,38,8,2,2,14,318,318,247,71,39,93,145,92,247,178,69,141,56,499,219,280,48,40,279,132,962.425258037996,42653.3292497147,-8.591574625447935,41.15118942004865
902,168198,13120202602,13,1312,131202,131202026,26,2,2602,13120202602,1,11,11A,40,23,15,34,23,17,24,7,8,1,0,22,224,223,169,54,77,86,95,62,169,121,48,95,41,373,152,221,38,56,209,70,1183.80169910084,58870.6898975387,-8.598912419393884,41.15077726030628
903,168210,13120302809,13,1312,131203,131203028,28,9,2809,13120302809,1,11,11A,29,28,1,29,26,3,26,0,0,2,1,10,31,31,15,16,7,9,12,3,15,8,7,11,5,46,26,20,0,6,27,13,1050.77155220786,53557.1727269356,-8.584026041089084,41.15718846679721
904,168211,13121700405,13,1312,131217,131217004,4,5,405,13121700405,1,11,11A,63,44,19,58,44,19,23,36,1,0,3,45,156,156,103,53,10,3,31,67,103,76,27,52,20,203,94,109,20,17,130,36,554.328243962467,16453.5556416369,-8.610543694237037,41.157875439254305
905,168212,13121801213,13,1312,131218,131218012,12,13,1213,13121801213,1,11,11A,48,44,4,48,20,28,18,26,4,0,0,3,58,58,50,8,12,31,44,5,50,20,30,39,26,142,72,70,29,19,69,25,996.500528604027,38628.5969271191,-8.638661798418527,41.15783796389383
906,168213,13120300807,13,1312,131203,131203008,8,7,807,13120300807,1,11,11A,12,11,1,12,10,2,3,7,2,0,0,5,50,50,43,7,4,34,35,5,43,30,13,28,11,97,46,51,4,12,38,43,341.560075081538,7325.1924498767,-8.591940155817047,41.1584463751861
907,168214,13121601304,13,1312,131216,131216013,13,4,1304,13121601304,1,11,11A,11,3,8,11,0,11,1,5,3,1,1,3,47,47,40,7,10,17,26,8,40,22,18,28,18,96,39,57,15,13,46,22,356.375680114731,7271.21766444752,-8.678441865206754,41.15801382271867
908,168215,13121801801,13,1312,131218,131218018,18,1,1801,13121801801,1,11,11A,20,20,0,20,6,14,3,5,0,12,0,2,20,20,16,4,10,16,16,0,16,6,10,13,9,51,23,28,6,12,25,8,540.894862723447,16959.0364236789,-8.664123496329651,41.157858232230254
909,168216,13120303004,13,1312,131203,131203030,30,4,3004,13120303004,1,11,11A,14,6,8,14,6,8,2,11,1,0,0,7,49,49,43,6,8,21,29,13,43,22,21,35,9,112,56,56,10,6,58,38,621.812291274798,10539.4050894967,-8.574739874514352,41.1578404738128
910,168217,13121801902,13,1312,131218,131218019,19,2,1902,13121801902,1,11,11A,31,22,9,28,23,8,1,25,5,0,0,24,70,70,55,15,4,30,30,21,55,30,25,42,19,134,68,66,10,17,83,24,473.817702994201,7593.14972265531,-8.652914942151742,41.158198303676706
911,168218,13121700604,13,1312,131217,131217006,6,4,604,13121700604,1,11,11A,17,6,10,15,0,17,2,8,2,4,1,2,145,144,106,38,32,57,40,61,106,85,21,45,20,205,90,115,13,19,132,41,1445.63443652824,94076.3431714963,-8.627580722567636,41.157012595448094
912,168219,13121703606,13,1312,131217,131217036,36,6,3606,13121703606,1,11,11A,55,33,22,52,25,30,37,15,1,1,1,11,202,202,139,63,17,17,34,98,139,117,22,65,24,257,114,143,27,17,159,54,509.480887702416,13484.6827799041,-8.608318612392555,41.15813185330923
913,168220,13121602407,13,1312,131216,131216024,24,7,2407,13121602407,1,11,11A,10,7,3,7,2,8,0,5,4,1,0,6,172,172,145,27,136,145,107,26,145,86,59,96,60,336,154,182,59,38,191,48,1193.32372080813,51698.0680272437,-8.672118593423322,41.157049644560026
914,168242,13120200705,13,1312,131202,131202007,7,5,705,13120200705,1,11,11A,22,19,3,22,21,1,2,10,2,0,8,0,35,35,29,6,6,7,13,16,29,17,12,19,10,67,30,37,8,7,34,18,370.600102934072,6518.35036518471,-8.595230695530025,41.15957566985136
915,168243,13121801803,13,1312,131218,131218018,18,3,1803,13121801803,1,11,11A,17,17,0,17,5,12,0,14,1,1,1,7,19,19,11,8,6,11,11,0,11,7,4,8,4,29,14,15,7,3,14,5,544.845576213434,18151.0611618597,-8.664565217337671,41.158922553707264
916,168244,13120302401,13,1312,131203,131203024,24,1,2401,13120302401,1,11,11A,30,23,7,27,23,7,12,13,4,1,0,12,61,61,52,9,5,3,27,20,52,41,11,28,7,100,45,55,8,4,52,36,283.44749382778,4556.10908526968,-8.590632154677271,41.15964692374943
917,168245,13121704401,13,1312,131217,131217044,44,1,4401,13121704401,1,11,11A,21,19,2,21,11,10,6,9,0,3,3,8,34,34,24,10,2,13,13,11,24,11,13,21,10,66,30,36,7,9,39,11,322.053440222797,5122.99235819265,-8.61748856818401,41.15954567634242
918,168246,13121800902,13,1312,131218,131218009,9,2,902,13121800902,1,11,11A,22,6,16,20,2,20,3,17,1,1,0,10,99,99,77,22,14,33,41,32,77,46,31,52,29,190,87,103,32,19,96,43,890.214336987024,40814.9778410186,-8.638937104997861,41.158952525947996
919,168247,13121601105,13,1312,131216,131216011,11,5,1105,13121601105,1,11,11A,38,6,32,38,4,34,1,17,19,0,1,7,234,234,185,49,38,155,125,40,185,117,68,111,62,426,185,241,64,47,200,115,746.379435617645,24773.9042288499,-8.682355328863563,41.15842870519575
920,169377,13121801603,13,1312,131218,131218016,16,3,1603,13121801603,1,11,11A,18,0,18,14,0,18,0,18,0,0,0,13,109,109,69,40,15,35,25,38,69,47,22,41,20,146,60,86,14,15,70,47,534.100077700656,17400.0398925019,-8.629649848458387,41.15301846632312
921,169378,13121701708,13,1312,131217,131217017,17,8,1708,13121701708,1,11,11A,18,7,11,15,6,12,6,5,2,1,4,10,116,116,63,52,9,0,10,49,64,52,12,27,8,118,56,62,7,10,86,15,627.207777554318,21809.4620112291,-8.610848035557828,41.152932839222196
922,169379,13120201301,13,1312,131202,131202013,13,1,1301,13120201301,1,11,11A,8,0,8,7,0,8,0,8,0,0,0,0,80,80,74,6,3,7,30,38,74,54,20,44,8,152,74,78,7,9,73,63,322.485997008723,4954.06350326543,-8.597593497925203,41.15402954550243
923,169380,13121802002,13,1312,131218,131218020,20,2,2002,13121802002,1,11,11A,23,0,23,23,5,18,0,0,23,0,0,0,268,268,259,9,60,6,52,198,259,128,131,207,110,713,318,395,98,106,393,116,1837.02302215092,160183.241377286,-8.65900133113236,41.152052640489345
924,169381,13121801402,13,1312,131218,131218014,14,2,1402,13121801402,1,11,11A,11,6,5,11,5,6,1,2,6,2,0,0,98,98,76,22,22,64,50,19,76,54,22,49,18,162,76,86,10,16,92,44,592.536537574395,19781.4263495731,-8.649155142402481,41.15340134052433
925,169382,13120201302,13,1312,131202,131202013,13,2,1302,13120201302,1,11,11A,7,0,7,6,0,7,0,7,0,0,0,0,69,69,61,8,4,1,5,55,61,45,16,37,12,123,54,69,12,6,59,46,391.203739651701,8940.63958448875,-8.59846689046413,41.15391870260022
926,169383,13120302803,13,1312,131203,131203028,28,3,2803,13120302803,1,11,11A,48,35,13,48,38,10,47,1,0,0,0,12,146,146,119,27,17,9,29,84,119,92,27,63,24,223,89,134,20,13,100,90,797.204237929397,41673.4332683015,-8.586365585407274,41.153209577601565
927,169384,13121801403,13,1312,131218,131218014,14,3,1403,13121801403,1,11,11A,22,5,17,22,6,16,1,11,9,1,0,0,273,273,222,51,149,191,142,60,222,150,72,140,70,485,214,271,71,39,273,102,763.566719851672,31586.8005233473,-8.647396521248309,41.1534804816096
928,169849,13120302805,13,1312,131203,131203028,28,5,2805,13120302805,1,11,11A,22,16,6,22,13,9,12,10,0,0,0,5,50,50,38,12,6,3,17,17,38,19,19,29,18,98,43,55,17,7,53,21,436.712260855941,10228.3380335609,-8.590475457531397,41.15501427552235
929,169850,13120201303,13,1312,131202,131202013,13,3,1303,13120201303,1,11,11A,28,6,22,25,5,23,0,23,5,0,0,1,156,156,128,28,24,49,73,40,128,94,34,71,26,267,126,141,23,19,141,84,594.609848684174,11183.0909179045,-8.59923440375591,41.1543292427251
930,169851,13121801201,13,1312,131218,131218012,12,1,1201,13121801201,1,11,11A,13,13,0,13,13,0,0,13,0,0,0,0,13,13,9,4,5,9,4,4,9,6,3,6,3,22,10,12,3,4,12,3,457.355024213123,11979.4145237872,-8.638836118793243,41.15486477434188
931,169852,13120300501,13,1312,131203,131203005,5,1,501,13120300501,1,11,11A,62,39,23,62,39,23,39,23,0,0,0,37,226,226,198,28,5,6,19,174,198,123,75,145,64,468,208,260,62,59,209,138,906.247171171932,46349.1365842354,-8.57677597083063,41.154241658247344
932,169853,13120300502,13,1312,131203,131203005,5,2,502,13120300502,1,11,11A,26,22,4,26,22,4,13,11,2,0,0,15,51,51,43,8,3,5,13,30,43,19,24,40,17,132,63,69,17,12,65,38,491.034148626881,9999.80846154287,-8.578128647734552,41.15485782896554
933,169132,13121000901,13,1312,131210,131210009,9,1,901,13121000901,1,11,11A,14,10,4,10,10,4,7,4,2,1,0,9,62,62,51,11,26,45,41,9,51,33,18,38,17,123,53,70,21,6,75,21,614.315111956863,13308.1167609263,-8.607428775428822,41.168733129126
934,169133,13121100405,13,1312,131211,131211004,4,5,405,13121100405,1,11,11A,31,31,0,31,31,0,1,30,0,0,0,17,35,35,30,5,1,16,23,5,30,18,12,27,7,73,34,39,5,4,36,28,501.186008806941,6155.658319534,-8.629484922002408,41.16907108949821
935,169134,13121004804,13,1312,131210,131210048,48,4,4804,13121004804,1,11,11A,18,1,17,18,1,17,0,1,17,0,0,5,288,288,248,40,124,228,198,34,248,154,94,179,73,581,283,298,51,68,321,141,896.904702427216,42372.7674454243,-8.599010882059355,41.16896994469678
936,169135,13121100406,13,1312,131211,131211004,4,6,406,13121100406,1,11,11A,10,2,8,10,1,9,0,9,1,0,0,6,112,112,83,29,53,54,27,51,83,69,14,44,19,153,64,89,13,14,99,27,379.718453889286,7681.97381950695,-8.627233023661319,41.169097285256626
937,169136,13121002105,13,1312,131210,131210021,21,5,2105,13121002105,1,11,11A,27,25,1,27,7,20,16,10,1,0,0,11,32,31,26,5,5,23,23,2,26,15,11,15,8,87,35,52,11,9,35,32,420.6128668982,9863.65344934849,-8.593656518066084,41.16918274407063
938,169137,13121000902,13,1312,131210,131210009,9,2,902,13121000902,1,11,11A,20,18,2,20,12,8,16,2,1,1,0,12,36,36,25,11,9,15,13,9,25,12,13,19,10,63,28,35,8,9,38,8,507.876045506294,12949.122183257,-8.606859203729817,41.16937757663906
939,169138,13121005004,13,1312,131210,131210050,50,4,5004,13121005004,1,11,11A,30,20,10,29,20,10,19,11,0,0,0,30,180,180,121,59,5,1,37,77,121,98,23,55,25,218,102,116,30,20,116,52,605.662947578567,16879.1665974688,-8.621546156268419,41.16876269411438
940,169139,13121103104,13,1312,131211,131211031,31,4,3104,13121103104,1,11,11A,37,20,17,37,19,18,1,33,0,3,0,34,156,156,121,35,55,76,69,48,121,78,43,80,38,259,133,126,32,19,145,63,1426.63429928295,76370.7250505025,-8.63345797068121,41.16861076098136
941,169140,13121103009,13,1312,131211,131211030,30,9,3009,13121103009,1,11,11A,4,0,4,3,0,4,0,0,4,0,0,4,35,35,32,3,5,0,15,16,32,23,9,19,3,64,24,40,2,4,21,37,360.246611202889,8577.37126494806,-8.637600191730442,41.169224897453404
942,169141,13121000601,13,1312,131210,131210006,6,1,601,13121000601,1,11,11A,48,21,27,46,16,32,6,18,17,7,0,8,315,315,250,65,33,165,126,108,250,170,80,154,67,539,250,289,47,70,294,128,844.112160433742,39291.361537378,-8.601947784212433,41.16922771296545
943,169142,13120301803,13,1312,131203,131203018,18,3,1803,13120301803,1,11,11A,16,8,8,16,0,16,1,15,0,0,0,0,86,86,80,6,7,9,9,71,80,49,31,59,22,195,87,108,22,26,87,60,446.514743234467,10094.6358787578,-8.584748237702213,41.169274646556254
944,169143,13120302021,13,1312,131203,131203020,20,21,2021,13120302021,1,11,11A,3,3,0,3,1,2,1,1,0,1,0,1,5,5,4,1,2,4,2,2,4,2,2,3,2,10,6,4,1,2,5,2,567.121555020147,15455.4007071316,-8.571302624901195,41.169292259517
945,169144,13120301804,13,1312,131203,131203018,18,4,1804,13120301804,1,11,11A,34,15,19,34,10,24,0,29,4,1,0,27,165,165,138,27,11,7,40,94,138,70,68,104,48,378,180,198,56,41,204,77,660.518946487162,19777.520590913,-8.582352263407529,41.16906212676148
946,169363,13121601404,13,1312,131216,131216014,14,4,1404,13121601404,1,11,11A,7,4,3,7,2,5,2,3,1,0,1,4,16,16,12,4,1,4,9,3,12,6,6,8,6,36,18,18,11,5,14,6,281.878781452045,3061.43489862945,-8.674493732792007,41.15221717020631
947,169364,13120301702,13,1312,131203,131203017,17,2,1702,13120301702,1,11,11A,20,20,0,20,20,0,20,0,0,0,0,16,21,21,14,7,3,1,8,5,14,6,8,12,5,44,21,23,12,1,19,12,261.992779042245,3319.53803216537,-8.579842960997137,41.15287571601181
948,169365,13120202603,13,1312,131202,131202026,26,3,2603,13120202603,1,11,11A,11,0,10,9,0,11,0,10,0,1,0,4,240,238,210,28,69,102,95,105,210,132,78,142,70,497,227,270,67,61,243,126,681.563359919124,21666.5929138064,-8.598887358429325,41.15241027139987
949,169366,13120201501,13,1312,131202,131202015,15,1,1501,13120201501,1,11,11A,61,23,34,54,10,51,20,38,2,1,0,36,236,232,149,83,20,38,66,68,152,120,32,79,21,322,127,195,17,23,151,131,785.744239690446,35597.9792538681,-8.603173885884285,41.15199452158976
950,169367,13120201503,13,1312,131202,131202015,15,3,1503,13120201503,1,11,11A,48,30,17,44,17,31,19,23,4,2,0,37,147,146,100,46,15,34,42,53,100,67,33,55,27,242,116,126,27,19,139,57,676.695051601721,22030.8644472771,-8.600457610263076,41.152160458701616
951,169368,13121600107,13,1312,131216,131216001,1,7,107,13121600107,1,11,11A,12,10,2,12,5,7,5,5,2,0,0,4,26,26,23,3,6,14,16,3,23,13,10,17,10,58,33,25,15,4,28,11,442.537010417627,6994.2813537454,-8.675092200171768,41.152267337782355
952,169369,13121600108,13,1312,131216,131216001,1,8,108,13121600108,1,11,11A,21,12,9,21,8,13,2,15,3,1,0,12,55,55,49,6,13,18,33,15,49,32,17,37,16,123,56,67,18,9,50,46,354.393999572652,7692.90996566724,-8.676340049119762,41.152468476540484
953,169370,13121801305,13,1312,131218,131218013,13,5,1305,13121801305,1,11,11A,33,18,15,32,19,14,0,29,4,0,0,33,188,188,176,12,128,80,112,58,176,107,69,129,41,414,183,231,29,32,228,125,649.436924649096,23515.0760728778,-8.650159737456763,41.15190749974047
954,169371,13120302704,13,1312,131203,131203027,27,4,2704,13120302704,1,11,11A,133,115,18,129,97,36,99,20,9,3,2,100,276,276,209,67,37,14,95,98,209,164,45,108,37,396,186,210,33,30,219,114,1444.52386529421,126978.699747271,-8.588263960573965,41.151062474216126
955,169372,13121701902,13,1312,131217,131217019,19,2,1902,13121701902,1,11,11A,11,3,7,5,2,9,2,9,0,0,0,10,94,94,65,29,17,6,11,50,65,53,12,26,7,115,45,70,11,7,72,25,480.85895968704,12106.7002402072,-8.605247037209953,41.15260870377578
956,169373,13121701903,13,1312,131217,131217019,19,3,1903,13121701903,1,11,11A,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,2,1,5,3,2,1,0,3,1,504.725685452331,9054.94053722474,-8.605950239794748,41.152887349430955
957,169374,13121601701,13,1312,131216,131216017,17,1,1701,13121601701,1,11,11A,18,11,7,17,7,11,1,7,4,4,2,1,138,138,111,27,80,109,84,18,111,58,53,88,46,287,133,154,54,21,151,61,946.168199156833,29921.4722913442,-8.667362637297552,41.15254086096908
958,169375,13121701904,13,1312,131217,131217019,19,4,1904,13121701904,1,11,11A,12,5,7,10,3,9,5,3,2,2,0,7,51,51,32,19,13,13,14,16,32,23,9,19,6,62,30,32,5,1,37,19,532.77480436343,17964.0105514334,-8.607111523568102,41.152956625273596
959,169376,13121701707,13,1312,131217,131217017,17,7,1707,13121701707,1,11,11A,30,14,16,27,6,24,8,7,1,5,9,16,76,76,45,31,4,6,9,30,45,39,6,22,6,82,38,44,5,5,50,22,799.280788176603,36765.0166929887,-8.609035433360798,41.15252269153632
960,169385,13121801604,13,1312,131218,131218016,16,4,1604,13121801604,1,11,11A,8,1,6,6,0,8,0,1,5,1,1,1,87,86,40,46,7,20,20,15,40,33,7,13,4,128,36,92,5,4,42,77,682.519389183977,21733.9254099254,-8.6271478961073,41.1531467494036
