WKT,fid,OBJECTID,BGRI2021,DT21,DTMN21,DTMNFR21,DTMNFRSEC21,SECNUM21,SSNUM21,SECSSNUM21,SUBSECCAO,NUTS1,NUTS2,NUTS3,N_EDIFICIOS_CLASSICOS,N_EDIFICIOS_CLASS_CONST_1_OU_2_ALOJ,N_EDIFICIOS_CLASS_CONST_3_OU_MAIS_ALOJAMENTOS,N_EDIFICIOS_EXCLUSIV_RESID,N_EDIFICIOS_1_OU_2_PISOS,N_EDIFICIOS_3_OU_MAIS_PISOS,N_EDIFICIOS_CONSTR_ANTES_1945,N_EDIFICIOS_CONSTR_1946_1980,N_EDIFICIOS_CONSTR_1981_2000,N_EDIFICIOS_CONSTR_2001_2010,N_EDIFICIOS_CONSTR_2011_2021,N_EDIFICIOS_COM_NECESSIDADES_REPARACAO,N_ALOJAMENTOS_TOTAL,N_ALOJAMENTOS_FAMILIARES,N_ALOJAMENTOS_FAM_CLASS_RHABITUAL,N_ALOJAMENTOS_FAM_CLASS_VAGOS_OU_RESID_SECUNDARIA,N_RHABITUAL_ACESSIVEL_CADEIRAS_RODAS,N_RHABITUAL_COM_ESTACIONAMENTO,N_RHABITUAL_PROP_OCUP,N_RHABITUAL_ARRENDADOS,N_AGREGADOS_DOMESTICOS_PRIVADOS,N_ADP_1_OU_2_PESSOAS,N_ADP_3_OU_MAIS_PESSOAS,N_NUCLEOS_FAMILIARES,N_NUCLEOS_FAMILIARES_COM_FILHOS_TENDO_O_MAIS_NOVO_MENOS_DE_25,N_INDIVIDUOS,N_INDIVIDUOS_H,N_INDIVIDUOS_M,N_INDIVIDUOS_0_14,N_INDIVIDUOS_15_24,N_INDIVIDUOS_25_64,N_INDIVIDUOS_65_OU_MAIS,SHAPE_Length,SHAPE_Area,lon,lat,sqm_price,number_of_ev_cars
"MULTIPOLYGON (((-8.60554406961436 41.1550820955163,-8.60579909517616 41.1547796817372,-8.60586241051551 41.1546055541711,-8.60597335599085 41.1543459625347,-8.60619204206965 41.1539310138546,-8.60621008318792 41.1538572148186,-8.60622393498074 41.1535922867765,-8.60621741675514 41.15349777144,-8.60728994121861 41.1535088353308,-8.60794582723365 41.1535146435002,-8.60776045046571 41.1540054424018,-8.60748580095918 41.1539973038222,-8.60739075095321 41.1540322710349,-8.60728259808224 41.1541334722962,-8.60712072918779 41.154236246066,-8.60688080121161 41.1543514965656,-8.60671614632042 41.1544315011135,-8.6066279254303 41.1545050673857,-8.60608722217518 41.1550376307372,-8.60596349524385 41.1551934592604,-8.60585935253408 41.15520685389,-8.60574918604375 41.1551943415123,-8.60563481726965 41.1553262706521,-8.60554406961436 41.1550820955163)))",1015,169840,13121701906,13,1312,131217,131217019,19,6,1906,13121701906,1,11,11A,31,22,9,27,17,14,18,9,2,2,0,25,129,129,77,52,35,39,36,36,77,48,29,48,23,187,100,87,24,20,109,34,663.957292491381,16124.211371535,-8.606658211922525,41.15414179724602,3712,0.9750986224088413
"MULTIPOLYGON (((-8.61908541161559 41.155229731094,-8.61899277675657 41.1550253548894,-8.61898352116105 41.1550077724201,-8.6183408642459 41.1531294041824,-8.61829940933139 41.1530344793396,-8.61825255043318 41.152927233174,-8.61806057332229 41.1524876584902,-8.61792077789634 41.1522195156301,-8.62036925183124 41.152523195952,-8.62075810160818 41.1525921229467,-8.62093603914421 41.152960940539,-8.62103847026843 41.1532633995718,-8.62107783554122 41.1535046025491,-8.62093268775804 41.1548227986258,-8.62056534257703 41.1548086906832,-8.62056607646499 41.1549075967467,-8.61952350654003 41.1553123517414,-8.61908541161559 41.155229731094)))",1017,169842,13121702002,13,1312,131217,131217020,20,2,2002,13121702002,1,11,11A,57,25,30,50,18,39,7,27,20,2,1,50,275,273,197,75,62,75,74,109,198,160,38,97,30,403,192,211,22,29,213,139,1020.74711179223,60708.7445448844,-8.619676242971849,41.15366946363821,3712,2.279218252378948
"MULTIPOLYGON (((-8.60713421770873 41.1553623197469,-8.60696061566285 41.1553418765041,-8.60663960804865 41.1552990815745,-8.60635238695473 41.1552614757196,-8.60625221125217 41.155243530071,-8.60596349524385 41.1551934592604,-8.60608722217518 41.1550376307372,-8.6066279254303 41.1545050673857,-8.60671614632042 41.1544315011135,-8.60688080121161 41.1543514965656,-8.60712072918779 41.154236246066,-8.60728259808224 41.1541334722962,-8.60739075095321 41.1540322710349,-8.60748580095918 41.1539973038222,-8.60776045046571 41.1540054424018,-8.60775385373133 41.1541641208683,-8.60765551139688 41.1549304965245,-8.6076442408802 41.1550523673203,-8.60764867935612 41.155122670313,-8.60766275938759 41.1554176182378,-8.60713421770873 41.1553623197469)))",1022,169847,13121700303,13,1312,131217,131217003,3,3,303,13121700303,1,11,11A,40,29,11,35,26,14,15,8,4,5,8,17,93,93,66,27,10,13,18,41,66,51,15,33,14,126,49,77,14,16,78,18,512.372847140799,14067.8578341182,-8.607065066015151,41.154799025283374,3712,0.6700064153974861
"MULTIPOLYGON (((-8.62486073455522 41.1572101991568,-8.62384525336087 41.1570483916627,-8.62429555455863 41.155542776311,-8.62440835263855 41.155533983348,-8.6246838757697 41.1558853370357,-8.6248335827578 41.1559767891015,-8.62488467373957 41.1560381931316,-8.62490553042731 41.1561444229013,-8.62490331515753 41.1562304292651,-8.62480774603228 41.1565802914071,-8.62505060534845 41.1566258384423,-8.62488207341085 41.1572136818803,-8.62486073455522 41.1572101991568)))",1048,170971,13121700603,13,1312,131217,131217006,6,3,603,13121700603,1,11,11A,7,2,4,7,0,7,2,5,0,0,0,0,52,51,38,13,16,34,32,5,38,24,14,23,9,100,47,53,7,7,55,31,488.42418520071,11441.3123050009,-8.624462843417808,41.15650063179273,3712,0.5563446127854125
"MULTIPOLYGON (((-8.6166879393124 41.1570685328423,-8.61591788121636 41.1568650224302,-8.61537255532629 41.1567209007007,-8.61489302593328 41.1565673509834,-8.61420094605196 41.1562549239561,-8.61398440704936 41.1565293721208,-8.61373472488398 41.1568870826928,-8.6130730300444 41.1566289236813,-8.61331425699071 41.1555057216791,-8.61329768624982 41.1552466293801,-8.61356345114384 41.1553259867396,-8.61625254915327 41.1557757094453,-8.6176741602377 41.1560134306468,-8.61793721867561 41.1560574220028,-8.61787674551543 41.1562493268467,-8.61810793710195 41.1568983206926,-8.61778250011325 41.157150140069,-8.6177336952876 41.15718790164,-8.61757819540059 41.1573082118127,-8.6166879393124 41.1570685328423)))",1051,170974,13121704501,13,1312,131217,131217045,45,1,4501,13121704501,1,11,11A,75,39,36,67,40,35,5,62,2,3,3,63,348,348,256,92,30,109,124,109,256,174,82,142,67,550,256,294,70,35,337,108,1165.94030216222,51868.9205066547,-8.615587483263981,41.15626959949121,3712,2.871456065989226
"MULTIPOLYGON (((-8.60919528169314 41.1568142322232,-8.60921243526102 41.1557935679419,-8.60975603280533 41.1558279954394,-8.61001229322561 41.1556454737025,-8.60997075224811 41.15724177445,-8.60917652097444 41.1573470753832,-8.60919528169314 41.1568142322232)))",1052,170975,13121700403,13,1312,131217,131217004,4,3,403,13121700403,1,11,11A,36,17,19,28,8,28,6,23,3,1,3,32,155,155,94,61,14,30,38,50,94,73,21,48,13,180,84,96,11,11,113,45,492.907396527683,11105.6781881602,-8.60959350510254,41.15653934256711,3712,1.0109918232337065
"MULTIPOLYGON (((-8.60469378158456 41.1548021164685,-8.60476545558513 41.1534761013599,-8.60517216410113 41.1534821736679,-8.60621741675514 41.15349777144,-8.60622393498074 41.1535922867765,-8.60621008318792 41.1538572148186,-8.60619204206965 41.1539310138546,-8.60597335599085 41.1543459625347,-8.60586241051551 41.1546055541711,-8.60579909517616 41.1547796817372,-8.60554406961436 41.1550820955163,-8.60469378158456 41.1548021164685)))",1060,170185,13121701905,13,1312,131217,131217019,19,5,1905,13121701905,1,11,11A,21,16,4,19,16,5,14,7,0,0,0,15,56,55,36,19,8,6,13,19,36,27,9,20,8,111,31,80,5,7,49,50,535.220735237598,17690.1061050754,-8.605394103308587,41.154171957346094,3712,0.6341132145726207
"MULTIPOLYGON (((-8.61917281406568 41.1555190285918,-8.61908541161559 41.155229731094,-8.61952350654003 41.1553123517414,-8.62086576022581 41.1555654968538,-8.62083167026552 41.1559367400672,-8.61917281406568 41.1555190285918)))",1063,170188,13121704302,13,1312,131217,131217043,43,2,4302,13121704302,1,11,11A,19,12,7,15,9,10,16,2,0,1,0,5,47,47,37,10,6,1,8,27,37,24,13,18,4,87,50,37,4,6,55,22,375.074768527734,5200.79509499332,-8.620036696848274,41.15557116675278,3712,0.49652261141063697
"MULTIPOLYGON (((-8.6083320837513 41.1559096919423,-8.60838689020947 41.1556404977947,-8.60841055367584 41.1555243025704,-8.60863550327698 41.1555564606243,-8.60883354811023 41.1556864418585,-8.60881298020183 41.1560342882778,-8.6083320837513 41.1559096919423)))",1065,170190,13121703601,13,1312,131217,131217036,36,1,3601,13121703601,1,11,11A,17,17,0,17,17,0,0,17,0,0,0,0,17,17,16,1,4,0,5,8,16,12,4,13,3,33,16,17,3,3,14,13,165.879797567018,1717.38668121279,-8.608593505933285,41.15577786376149,3712,0.17946600412432662
"MULTIPOLYGON (((-8.60636003522426 41.1560798892896,-8.60609055272082 41.1559897352627,-8.6055188839245 41.1558022118905,-8.60531756108447 41.1557340424483,-8.60563481726965 41.1553262706521,-8.60574918604375 41.1551943415123,-8.60585935253408 41.15520685389,-8.60596349524385 41.1551934592604,-8.60625221125217 41.155243530071,-8.60635238695473 41.1552614757196,-8.60663960804865 41.1552990815745,-8.60641095469061 41.1561032696696,-8.60636003522426 41.1560798892896)))",1071,170196,13121701801,13,1312,131217,131217018,18,1,1801,13121701801,1,11,11A,53,48,5,52,47,6,8,9,29,1,6,9,69,69,57,12,8,1,7,49,57,47,10,36,7,114,54,60,7,13,58,36,338.161247306402,7008.6219390351,-8.606043720719793,41.1555990126089,3712,0.6400954147100982
"MULTIPOLYGON (((-8.6176741602377 41.1560134306468,-8.61625254915327 41.1557757094453,-8.61356345114384 41.1553259867396,-8.61329768624982 41.1552466293801,-8.61329916116361 41.1549790607824,-8.61330362785834 41.1541626780312,-8.61889310646974 41.1551937631018,-8.61888272679036 41.1552174063726,-8.61882811706968 41.1553752073544,-8.61868285206155 41.1555012737894,-8.61793721867561 41.1560574220028,-8.6176741602377 41.1560134306468)))",1072,170197,13121701302,13,1312,131217,131217013,13,2,1302,13121701302,1,11,11A,84,44,39,82,20,64,30,29,10,1,14,30,291,290,184,106,32,53,83,89,186,139,47,97,31,361,159,202,32,26,234,69,1130.70950500692,51876.0721308244,-8.61586478240204,41.15515634849569,3712,1.9681438452301152
"MULTIPOLYGON (((-8.62086576022581 41.1555654968538,-8.62092219985806 41.1549392467586,-8.62093268775804 41.1548227986258,-8.62107783554122 41.1535046025491,-8.62103847026843 41.1532633995718,-8.62093603914421 41.152960940539,-8.62075810160818 41.1525921229467,-8.62091092890338 41.1526223625884,-8.62165040742881 41.1526758507589,-8.62293698297827 41.1527842676957,-8.62293742410522 41.1527843135429,-8.62293745082264 41.1527843818624,-8.62353339962088 41.1543060773247,-8.62359952602484 41.1543838958892,-8.62388566550393 41.1550047037996,-8.62388857949452 41.1551155484123,-8.62378657699559 41.1555106552205,-8.62368787439098 41.1555406098895,-8.62355963416465 41.1555795063999,-8.62307480348483 41.1557005360374,-8.62256813889333 41.1558269689778,-8.62202121254834 41.1559622426727,-8.62155215906988 41.1560782375384,-8.62086576022581 41.1555654968538)))",1075,170200,13121700503,13,1312,131217,131217005,5,3,503,13121700503,1,11,11A,28,8,20,22,4,24,6,12,5,4,1,15,298,298,219,79,150,149,123,79,219,161,58,115,47,428,198,230,57,28,261,82,1114.63052169938,73309.1337559631,-8.622205067907608,41.15437480781252,3712,2.2193962510041723
"MULTIPOLYGON (((-8.62516361579722 41.1553458534629,-8.62519836918121 41.1552952284306,-8.62555991492394 41.1550945918015,-8.62560255375899 41.1550551514503,-8.62565625140084 41.15492874843,-8.62567064859888 41.1547660566391,-8.6256705567388 41.154753785006,-8.62566993373932 41.1546707171568,-8.62613016054428 41.1545762717929,-8.62647892445 41.1543844923226,-8.62653343677042 41.1543533667069,-8.62656010215474 41.1543688822275,-8.62674180125014 41.1544196076845,-8.62679234898008 41.1545034862645,-8.62698043129705 41.1549895360928,-8.62698059495797 41.1549897541967,-8.62603748203844 41.1552276476507,-8.62570812794003 41.1553840907418,-8.62538253662395 41.1555229691373,-8.62516361579722 41.1553458534629)))",1077,170202,13121700601,13,1312,131217,131217006,6,1,601,13121700601,1,11,11A,2,1,1,2,1,1,0,2,0,0,0,0,29,29,14,15,11,5,1,11,14,10,4,7,2,28,12,16,3,0,11,14,435.048421032487,8898.5845521357,-8.626147248285577,41.15491969985441,3712,0.14955500343693884
"MULTIPOLYGON (((-8.61952350654003 41.1553123517414,-8.62056607646499 41.1549075967467,-8.62056534257703 41.1548086906832,-8.62093268775804 41.1548227986258,-8.62092219985806 41.1549392467586,-8.62086576022581 41.1555654968538,-8.61952350654003 41.1553123517414)))",1079,170204,13121704301,13,1312,131217,131217043,43,1,4301,13121704301,1,11,11A,6,4,2,6,6,0,3,3,0,0,0,2,10,10,8,2,1,1,1,7,8,8,0,2,0,10,7,3,0,0,8,2,339.038418773506,5174.48522073081,-8.62044335016688,41.15520903174232,3712,0.05982200137477554
"MULTIPOLYGON (((-8.62368787439098 41.1555406098895,-8.62378657699559 41.1555106552205,-8.62388857949452 41.1551155484123,-8.62388566550393 41.1550047037996,-8.62359952602484 41.1543838958892,-8.62353339962088 41.1543060773247,-8.62293745082264 41.1527843818624,-8.62293742410522 41.1527843135429,-8.62406137015969 41.1529002085443,-8.62406173041795 41.1529001133636,-8.62441434338493 41.1528066728145,-8.62455144950191 41.1527703397743,-8.62457159318103 41.1528510246631,-8.624532937019 41.1530819647974,-8.62448297720984 41.1531783948164,-8.62448290791257 41.153178527476,-8.62448328475306 41.1531787383712,-8.62498297388422 41.153458395058,-8.62545468904266 41.1537377540282,-8.62545518911799 41.1537380346274,-8.62566993373932 41.1546707171568,-8.6256705567388 41.154753785006,-8.62567064859888 41.1547660566391,-8.62565625140084 41.15492874843,-8.62560255375899 41.1550551514503,-8.62555991492394 41.1550945918015,-8.62519836918121 41.1552952284306,-8.62516361579722 41.1553458534629,-8.62486558240295 41.155540886242,-8.62472070033264 41.1555145123451,-8.62440835263855 41.155533983348,-8.62429555455863 41.155542776311,-8.62355963416465 41.1555795063999,-8.62368787439098 41.1555406098895)))",1080,170205,13121700502,13,1312,131217,131217005,5,2,502,13121700502,1,11,11A,25,9,14,22,5,20,7,14,2,0,2,3,100,98,65,33,16,18,17,41,65,55,10,36,8,156,71,85,17,5,100,34,966.526723881156,44810.9645554714,-8.62439425975816,41.1541718601969,3712,0.83152581910938
"MULTIPOLYGON (((-8.61712251131566 41.1506888907508,-8.61687298874256 41.1501844847974,-8.61686838083741 41.1501747488289,-8.61776582408264 41.1500496733144,-8.62086404718876 41.1496307859923,-8.62086662843872 41.1496304373991,-8.62089010498456 41.1496272864128,-8.62108006466893 41.1507081985577,-8.61759792487052 41.1515814145041,-8.61712251131566 41.1506888907508)))",1089,170284,13121701202,13,1312,131217,131217012,12,2,1202,13121701202,1,11,11A,57,21,35,41,11,46,16,31,5,3,2,17,223,222,137,85,23,23,57,72,137,94,43,68,29,306,141,165,39,16,191,60,939.923273260091,46688.5228457371,-8.6190008111379,41.15053093634172,3712,1.5972474367065068
"MULTIPOLYGON (((-8.60641095469061 41.1561032696696,-8.60663960804865 41.1552990815745,-8.60696061566285 41.1553418765041,-8.60684316086565 41.1562017023463,-8.60641095469061 41.1561032696696)))",1162,170538,13121701802,13,1312,131217,131217018,18,2,1802,13121701802,1,11,11A,24,23,1,24,23,1,10,1,11,2,0,5,34,34,31,3,3,1,12,18,31,23,8,18,8,64,26,38,11,4,36,13,252.601175972339,3034.90615054661,-8.606710323059316,41.15575847327327,3712,0.31705660728631035
"MULTIPOLYGON (((-8.61793721867561 41.1560574220028,-8.61868285206155 41.1555012737894,-8.61882811706968 41.1553752073544,-8.61888272679036 41.1552174063726,-8.61889310646974 41.1551937631018,-8.61908541161559 41.155229731094,-8.61917281406568 41.1555190285918,-8.61933488433316 41.1562872195,-8.61793721867561 41.1560574220028)))",1169,170545,13121704303,13,1312,131217,131217043,43,3,4303,13121704303,1,11,11A,35,23,12,30,5,30,20,10,2,1,2,13,77,77,58,19,3,0,14,40,58,43,15,30,13,112,47,65,13,8,63,28,383.418649985629,7043.97372802534,-8.618792581628233,41.15583362818349,3712,0.5922378136102778
"MULTIPOLYGON (((-8.60801900945222 41.1563122502541,-8.60805034778335 41.1562291126543,-8.60817486529621 41.1557861866891,-8.60768017326772 41.1556693252285,-8.60766275938759 41.1554176182378,-8.60795650227711 41.1554738860675,-8.60841055367584 41.1555243025704,-8.60838689020947 41.1556404977947,-8.6083320837513 41.1559096919423,-8.6081923324075 41.1563596412603,-8.60801900945222 41.1563122502541)))",1170,170546,13121703602,13,1312,131217,131217036,36,2,3602,13121703602,1,11,11A,16,14,2,16,14,2,12,2,1,1,0,7,25,25,18,7,1,1,3,11,18,13,5,11,7,40,19,21,6,5,22,7,305.449810063165,2731.57011646637,-8.608090257994766,41.15576793600256,3712,0.20339480467423682
"MULTIPOLYGON (((-8.62126093836989 41.1566052178361,-8.62139593282438 41.1561171953814,-8.62155215906988 41.1560782375384,-8.62202121254834 41.1559622426727,-8.62256813889333 41.1558269689778,-8.62307480348483 41.1557005360374,-8.62299016037822 41.1560821616951,-8.62276514451162 41.1568589031654,-8.62126093836989 41.1566052178361)))",1179,170557,13121700504,13,1312,131217,131217005,5,4,504,13121700504,1,11,11A,17,13,2,15,3,14,12,0,1,3,1,0,38,38,23,15,5,3,14,9,23,15,8,16,7,48,21,27,1,8,28,11,464.342377715358,12134.2978967942,-8.622237583547491,41.15631458185192,3712,0.281163406461445
"MULTIPOLYGON (((-8.60733393731011 41.1524170005405,-8.60684537958528 41.1522929696837,-8.60715056232644 41.1516205889264,-8.60738192466095 41.1511108445041,-8.6077221567724 41.1502195830284,-8.60889343427016 41.1504766906188,-8.60879551273661 41.1506258146034,-8.60849098489244 41.1510895481528,-8.60824381396318 41.1518944111306,-8.60810172800701 41.1526084130671,-8.60733393731011 41.1524170005405)))",1194,170645,13121701901,13,1312,131217,131217019,19,1,1901,13121701901,1,11,11A,31,15,14,27,9,22,17,13,0,0,1,20,86,86,55,31,1,0,14,35,55,38,17,26,8,129,84,45,9,10,84,26,703.269559073582,23645.9135988572,-8.607845555053107,41.15141367776872,3712,0.7178640164973065
"MULTIPOLYGON (((-8.62276514451162 41.1568589031654,-8.62299016037822 41.1560821616951,-8.62307480348483 41.1557005360374,-8.62355963416465 41.1555795063999,-8.62429555455863 41.155542776311,-8.62384525336087 41.1570483916627,-8.62276514451162 41.1568589031654)))",1207,170658,13121700505,13,1312,131217,131217005,5,5,505,13121700505,1,11,11A,12,9,3,12,5,7,2,8,1,0,1,10,58,58,37,21,24,34,26,7,37,26,11,23,9,81,41,40,10,7,43,21,500.550171590618,14579.3685020264,-8.623527860749666,41.15626904231519,3712,0.4247362097609063
"MULTIPOLYGON (((-8.60905251799145 41.1557794013498,-8.60883354811023 41.1556864418585,-8.60863550327698 41.1555564606243,-8.60841055367584 41.1555243025704,-8.60795650227711 41.1554738860675,-8.60766275938759 41.1554176182378,-8.60764867935612 41.155122670313,-8.60923394762 41.1551555460511,-8.60921243526102 41.1557935679419,-8.60905251799145 41.1557794013498)))",1245,170886,13121700304,13,1312,131217,131217003,3,4,304,13121700304,1,11,11A,21,10,11,18,8,13,8,7,1,4,1,10,67,67,51,16,11,1,8,38,51,47,4,15,4,81,39,42,3,6,52,20,376.562527708855,6357.08574261898,-8.608547868282823,41.15537151734096,3712,0.4666116107232492
"MULTIPOLYGON (((-8.60921243526102 41.1557935679419,-8.60923394762 41.1551555460511,-8.60967981836532 41.1551672024291,-8.61003209163637 41.155176076917,-8.61001229322561 41.1556454737025,-8.60975603280533 41.1558279954394,-8.60921243526102 41.1557935679419)))",1246,170887,13121700305,13,1312,131217,131217003,3,5,305,13121700305,1,11,11A,12,5,6,11,2,10,2,8,1,0,1,4,44,41,31,10,2,0,8,21,34,25,9,12,3,73,37,36,5,5,50,13,265.417906538844,4614.87135710898,-8.609608688932079,41.155478073872594,3712,0.40678960934847364
"MULTIPOLYGON (((-8.61067128274022 41.1558162419636,-8.6104736081056 41.1555245244385,-8.61037641334677 41.155498925333,-8.61029421841593 41.1555177517972,-8.61001229322561 41.1556454737025,-8.61003209163637 41.155176076917,-8.61193456150374 41.1552045933597,-8.61191952572089 41.1557059541028,-8.61163550625111 41.1556980579722,-8.6108390813871 41.1558607714023,-8.61067128274022 41.1558162419636)))",1247,170888,13121700401,13,1312,131217,131217004,4,1,401,13121700401,1,11,11A,32,25,7,29,19,13,11,18,1,2,0,27,68,68,44,24,3,2,8,31,44,39,5,19,5,76,31,45,3,5,49,19,455.447982179811,9186.43540675767,-8.611019703740508,41.15546015683045,3712,0.4367006100358614
"MULTIPOLYGON (((-8.61001229322561 41.1556454737025,-8.61029421841593 41.1555177517972,-8.61037641334677 41.155498925333,-8.6104736081056 41.1555245244385,-8.61067128274022 41.1558162419636,-8.6108390813871 41.1558607714023,-8.61163550625111 41.1556980579722,-8.61191952572089 41.1557059541028,-8.61191818155428 41.1557507716336,-8.61190454096015 41.1566881683731,-8.61185923497649 41.1567556218621,-8.61181320404196 41.1568241534645,-8.61139951985183 41.15704765171,-8.60997075224811 41.15724177445,-8.61001229322561 41.1556454737025)))",1271,170968,13121700402,13,1312,131217,131217004,4,2,402,13121700402,1,11,11A,50,29,21,42,29,21,14,34,1,1,0,35,171,171,112,59,6,29,43,61,112,88,24,50,19,205,80,125,14,18,112,61,655.750201869608,24557.6061579173,-8.610882820019851,41.156397079489366,3712,1.1426002262582127
"MULTIPOLYGON (((-8.61418064050894 41.1573260145947,-8.61408942272533 41.1570255107895,-8.61385814249395 41.1569352694706,-8.61373472488398 41.1568870826928,-8.61398440704936 41.1565293721208,-8.61420094605196 41.1562549239561,-8.61489302593328 41.1565673509834,-8.61537255532629 41.1567209007007,-8.61591788121636 41.1568650224302,-8.61572219967715 41.1569624996207,-8.61553620050415 41.1570255996531,-8.61541513384285 41.1570857316201,-8.61506390062346 41.1572365991587,-8.6149418497775 41.1572605507808,-8.61487652894753 41.1572302488443,-8.61475534569584 41.1573911176251,-8.6146922256506 41.1574590113798,-8.6146684601619 41.1574722660871,-8.61460755554175 41.1574800303174,-8.61423538930762 41.1575219374983,-8.61418064050894 41.1573260145947)))",1274,170979,13121704502,13,1312,131217,131217045,45,2,4502,13121704502,1,11,11A,74,74,0,74,74,0,0,74,0,0,0,0,74,74,71,3,17,0,27,32,71,38,33,53,18,184,89,95,11,20,93,60,499.153552678422,12137.6160707933,-8.614647032554116,41.15689902394166,3712,1.0349206237836168
"MULTIPOLYGON (((-8.62178691104688 41.1576524035107,-8.62093233448751 41.1571666073097,-8.62085815497681 41.1571015354867,-8.62081006282647 41.1570456987745,-8.62077035375443 41.1569524603185,-8.62075659340062 41.156849765485,-8.62077751913214 41.1565263794576,-8.62126093836989 41.1566052178361,-8.62276514451162 41.1568589031654,-8.62242105184343 41.1580102678747,-8.62178691104688 41.1576524035107)))",1283,170993,13121704307,13,1312,131217,131217043,43,7,4307,13121704307,1,11,11A,35,6,29,28,4,31,8,18,6,1,2,4,233,233,169,64,28,61,55,101,169,131,38,76,29,321,153,168,31,32,190,68,533.388063028256,15457.9289535151,-8.621805970979864,41.15715085112362,3712,1.7348380398684906
