car_id,average_travelled_distance,average_time_spent_waiting
car_185397_1,0.4958276990003744,6.470588235294118
car_166179_0,0.4553946354234692,0.7333333333333333
car_167587_0,0.45326286701050794,3.3333333333333335
car_166277_1,0.767657310350425,5.714285714285714
car_202727_0,0.34359262456816153,1.0
car_166212_0,0.6561709140113924,7.083333333333333
car_178070_0,0.7076241508691589,4.125
car_163658_0,0.4184974097766654,1.9166666666666667
car_166251_0,0.43218207245855417,0.0
car_166588_2,0.6420553423818202,12.142857142857142
car_168193_0,0.4089936549939512,0.8461538461538461
car_170307_1,0.6526645027668722,4.916666666666667
car_170980_1,0.2926758504229104,1.0
car_178002_1,0.3409715456496798,7.230769230769231
car_165439_0,0.6873185855197491,2.5833333333333335
car_165386_0,0.3081432882340491,3.0
car_167013_0,0.2098575286738494,1.5384615384615385
car_170697_0,0.4236217850489202,1.0714285714285714
car_170674_0,0.8052257756625031,3.0833333333333335
car_164450_1,0.3258857582100841,9.071428571428571
car_166614_0,0.48966032907601154,6.0
car_169846_3,0.3735649206787921,2.1538461538461537
car_163306_0,0.2734883213550444,3.5714285714285716
car_168247_1,0.5760400461372474,0.0
car_170364_1,0.5451868463013162,4.5
car_170646_4,0.6988833929970998,7.2
car_181914_0,0.3179417667235807,3.4166666666666665
car_181657_1,0.4052453683298767,2.142857142857143
car_164004_1,0.51475402419975,0.0
car_163985_0,0.35180950184466536,4.153846153846154
car_169961_0,0.2709237305230893,6.0
car_170679_0,0.5292532278216521,7.6
car_181903_1,0.5384563941188445,4.25
car_169374_1,0.3582211043608335,3.1666666666666665
car_192643_1,0.5869154210906989,5.166666666666667
car_194199_0,0.5157967149140256,3.0833333333333335
car_169370_1,0.252416844718249,3.0
car_169371_0,0.7084996516521818,2.4166666666666665
car_166248_0,0.20445504551814597,1.1666666666666667
car_169845_0,0.48490027475725606,2.076923076923077
car_166523_0,0.43452104932684277,2.3333333333333335
car_170965_3,0.5965889248631254,3.8333333333333335
car_202987_2,0.30920758757890093,3.357142857142857
car_170998_0,0.38702805133027385,3.0
car_193276_0,0.6185098634178824,0.0
car_163560_1,0.8268705284484751,0.3333333333333333
car_193523_0,0.8094029770904244,4.846153846153846
car_73_1,0.3631762225068808,4.833333333333333
car_191860_0,0.4942749865585408,1.7857142857142858
car_170703_0,0.7465048921074269,3.9285714285714284
car_163696_0,0.17650400732732294,0.3
car_181643_0,0.672240359862375,9.285714285714286
car_177776_0,0.08751118537059328,0.0
car_170208_0,0.5768815392889447,4.5
car_169812_1,0.582751710207418,3.6363636363636362
car_181915_0,0.31109346740675115,1.3076923076923077
car_155094_0,0.3080059658859258,0.0
car_178583_0,0.6145575953848614,0.0
car_168197_0,0.19272048002773376,2.142857142857143
car_163666_0,0.36869551356803454,5.833333333333333
car_166225_1,0.4189067846621466,6.3076923076923075
car_166269_0,0.4527253915244905,0.0
car_170316_1,0.5086855860225348,0.0
car_200335_0,0.34797643680061413,4.8
car_170885_2,0.5332352411389991,1.4166666666666667
car_166226_0,0.5835032753066507,5.230769230769231
car_170684_0,0.5640113539985686,3.4166666666666665
car_192241_0,0.40534272142859984,4.090909090909091
car_178014_0,0.7677707553382869,2.1538461538461537
car_178001_0,0.4126317589371667,6.166666666666667
car_165433_0,0.3555393719394044,3.3076923076923075
car_169837_2,0.44431199077353495,5.428571428571429
car_178302_0,0.31294277966375156,6.384615384615385
car_166218_0,0.2927759820046111,0.0
car_166611_0,0.5934010888144875,1.5
car_166928_0,0.33298321219418753,4.153846153846154
car_173207_0,0.2711839264487683,1.9285714285714286
car_167291_0,0.8072759169543706,0.0
car_168220_1,0.4882519542924575,2.6363636363636362
car_163611_0,0.1299187553507248,1.0909090909090908
car_164195_0,0.43934526548240554,3.1666666666666665
car_177791_0,0.34368893739792955,0.0
car_177767_0,0.5063180760544758,4.166666666666667
car_169141_2,0.42993080075325946,0.45454545454545453
car_167580_1,0.46943832565085314,10.714285714285714
car_169495_0,0.46496547318471715,0.7692307692307693
car_163349_1,0.5017071161998905,1.3846153846153846
car_64_0,0.5190144234943548,0.0
car_170968_1,0.350157841039111,1.4166666666666667
car_166601_0,0.7019120208652903,10.571428571428571
car_165929_0,0.4210869074079835,5.0
car_164783_0,0.44862834945666813,0.0
car_181651_0,0.37053222436404987,5.909090909090909
car_53_0,0.2512858808362688,0.4
car_166566_0,0.28140531644960565,0.0
car_163660_1,0.4900127411178151,1.3076923076923077
car_195665_0,0.49584122209655845,4.285714285714286
car_178041_0,0.19554312596091689,0.0
car_165414_0,0.41284608410682117,4.666666666666667
car_166175_1,0.390302623382077,0.0
car_167287_1,0.07237145511498208,3.0
car_164032_3,0.5182321805055395,0.0
car_166255_0,0.683941885076722,7.538461538461538
car_165339_0,0.5538528220145917,0.0
car_164480_1,0.5413035218934974,7.2727272727272725
car_170185_0,0.34680308746926064,5.909090909090909
car_165401_1,0.4221677786487604,5.642857142857143
car_166313_0,0.5068496304378622,2.5
car_169376_0,0.23273489471529052,1.6
car_169134_1,0.544261322850394,6.75
car_194896_0,0.40757258816109176,2.9
car_163312_0,0.2855843318348227,0.0
car_169380_4,0.4780396352623068,2.4545454545454546
car_167270_2,0.5289563602609071,0.9230769230769231
car_189734_0,0.41956038215029035,1.4
car_194909_0,0.22949333583847784,1.2307692307692308
car_181910_0,0.6390488706885437,2.4545454545454546
car_177789_0,0.4603683484904268,3.0
car_167020_3,0.4314758619537172,0.0
car_61_0,0.31608887469049246,1.4
car_170990_1,0.32893942976338414,2.6666666666666665
car_168195_1,0.2722737459526894,9.0
car_165863_0,0.9031912483417478,3.1818181818181817
car_165394_4,0.21111990965121827,3.25
car_167313_5,0.3220543896794959,0.9090909090909091
car_170892_2,0.5444516326510479,7.857142857142857
car_166180_0,0.3371097439461026,0.0
car_165361_0,0.1285338942225157,0.09090909090909091
car_170560_0,0.48380193730568305,3.0
car_167593_0,0.2922171013608146,0.0
car_165933_0,0.22482321410328582,3.0
car_170327_0,0.5404002048645381,4.285714285714286
car_178070_2,0.2801619522979328,0.0
car_165399_0,0.9058985371145362,1.9090909090909092
car_166991_0,0.2791712915995268,10.777777777777779
car_166308_1,0.4044981224584405,8.416666666666666
car_166609_0,0.39814524013455543,1.4444444444444444
car_165394_0,0.46503279331615915,17.363636363636363
car_171010_0,0.6090123148165,3.6153846153846154
car_167310_2,0.3730648388137624,12.076923076923077
car_167594_1,0.3198146819732416,2.230769230769231
car_165351_0,0.38194279386672725,0.16666666666666666
car_165942_1,0.19751141731807262,0.0
car_185397_0,0.4467743895458138,2.0
car_169136_0,0.6028324305715074,2.0
car_169928_0,0.39906765394382643,6.5
car_170994_0,0.48750875496922164,0.0
car_168219_1,0.4416403830017091,10.5
car_166573_3,0.07387641111797745,1.4545454545454546
car_166997_0,0.44109180282194993,1.3
car_166930_1,0.9078762363523667,11.666666666666666
car_171010_1,0.516418472168474,12.692307692307692
car_167885_0,0.19323968419700857,4.076923076923077
car_166256_1,0.507084727889044,0.2222222222222222
car_163699_0,0.4182900081393969,2.066666666666667
